premise;question;choice1;choice2;label
Varerne var pakket i boblefolie. ;cause;Det var skrøbeligt. ;Den var lille. ;0
Jeg tømte mine lommer. ;effect;Jeg fandt en billetstopp. ;Jeg fandt et våben. ;0
Termitter invaderede huset. ;effect;Termitterne forsvandt fra huset. ;Termitterne spiste gennem træet i huset. ;1
Rejsende nåede grænsen. ;effect;Patruljen kontrollerede deres pas. ;Patruljen anklagede dem for smugling. ;0
Kontoret var lukket. ;cause;Det var en helligdag. ;Det var sommer. ;0
Pigen løb tør for energi. ;cause;Hun spillede dam. ;Hun sprang i reb. ;1
Kvinden mistede sin plads i køen. ;cause;Flere mennesker trådte ind i køen. ;Hun gik ud af køen. ;1
Pigen klemte sig i næsen. ;cause;Barnet drak på hendes babyshower. ;Barnet har snavset hendes ble. ;1
Bandet spillede deres hit. ;effect;Publikum klappede sammen med musikken. ;Publikum lyttede høfligt i stilhed. ;0
Pigen ville takke sin matematiklærer. ;effect;Pigen blev efter skole for eftersyn. ;Pigen bragte læreren et æble. ;1
De unge lejrgangere var bange. ;cause;Deres lejrleder fortalte dem en spøgelseshistorie. ;De brød marshmallows på lejrbål. ;0
Manden slog hovedet. ;effect;Han gik tabt i tanker. ;Han fik en hjernerystelse. ;1
Checken, jeg skrev, blev ikke betalt. ;cause;Min bankkonto var tom. ;Jeg har fortjent en lønforhøjelse. ;0
Mandens e-mail-indbakke var fuld af spam. ;effect;Han slettede spam. ;Han sendte en masse e-mail. ;0
- Han var i karantæne. ;cause;Han blev udsat for sygdommen. ;Han kom sig fra sygdommen. ;0
Pigen huskede koden. ;cause;Hun reciterede den for sig selv. ;Hun glemte at skrive det ned. ;0
Jeg hældte vandet i glasset. ;effect;Vandet slukkede min tørst. ;Glasset blev fyldt. ;1
Manden forblev tavs, da hans ven var færdig med at tale. ;cause;Han ville støtte sin ven. ;Han tænkte på sin vens ord. ;1
Ulykken var min skyld. ;effect;Jeg følte mig skyldig. ;Jeg rejste anklage. ;0
Kæden gik fra hinanden. ;cause;Kæden var viklet om et dæk. ;Der var et brudt led i kæden. ;1
Parret besluttede at gå på kompromis. ;cause;De blev trætte af at skændes. ;De undgik at diskutere problemet. ;0
Kvinden besluttede at stille op til et offentligt embede. ;effect;Hun hyrede en kampagnechef. ;Hun vidnede i retten. ;0
Manden forventede koldt vejr på sin rejse. ;effect;Han pakkede varmt tøj i sin kuffert. ;Han rejste med en stor kuffert. ;0
Studenten kendte svaret på spørgsmålet. ;effect;Han rakte hånden op. ;Han dummede sig. ;0
Manden fik tårer i øjnene. ;cause;Støv kom i hans øjne. ;Han satte beskyttelsesbriller over øjnene. ;0
Spilleren vandt fem kampe i træk. ;effect;Hendes modstander beskyldte hende for at snyde. ;Hendes modstander havde ondt af hende. ;0
Læreren rev elevens eksamen i stykker. ;cause;Han fangede den studerende i at snyde. ;Den studerendes svar var forkerte. ;0
Jeg holdt op med at tale. ;cause;Jeg mistede min stemme. ;Jeg var helt åndeløs. ;1
Den frosne mad er blevet aftavet. ;cause;Jeg lagde den i mikrobølgeovnen. ;Jeg dækkede den med plastikfolie. ;0
Ansatte fejet syge. ;cause;Han havde mave kramper. ;Han ville have fri. ;1
Pigen landede i poolen. ;cause;Hun løb på pooldækket. ;Hun sprang fra springbrættet. ;1
Billetterne er udsolgt. ;cause;Det var filmens premiere. ;Filmen fik dårlige anmeldelser. ;0
Manden har tabt sig. ;effect;Folk isolerede ham. ;Folk komplimenterede ham. ;1
Pigen fik blærer i hænderne. ;cause;Hun skrev et brev. ;Hun klatrede op ad et reb. ;1
Cirkusartisten jonglerede mens han kørte på en enhjuls cykel. ;effect;Publikum jublede i forbløffelse. ;Akrobaten svingede fra en trapez. ;0
Jeg mistede tålmodigheden. ;cause;Min ven lod mig vente. ;Min ven kom til tiden. ;0
De krigsførende lande ønskede fred. ;effect;De udviklede atomvåben. ;De forhandlede en traktat. ;1
Manden tog sovepiller. ;effect;Han blev døsig. ;Han havde feber. ;0
Kvinden ramte sofaen. ;effect;Sofas ben slap løs. ;Hun har fået blå mærker på knæet. ;1
Drengen klemte ballonen. ;effect;Ballonen knækkede. ;Ballonen fløj væk. ;0
De er rejsende, der har checket ind på deres hotelværelse. ;effect;De pakkede deres kufferter ud. ;De tog til lufthavnen. ;0
Jeg bed i fersken. ;effect;Fersken er blå. ;- Der er væske ud. ;1
Mine hænder blev klæbrige. ;cause;Jeg spiste en doughnut. ;Jeg var en sød tand. ;0
Jeg skubbede døren. ;effect;Døren åbnede sig. ;Døren er låst. ;0
Aktivister boykottede produkterne. ;cause;Produkterne blev testet med henblik på kvalitetssikring. ;Produkterne blev fremstillet ved hjælp af børnearbejde. ;1
Jeg borede et hul i væggen. ;effect;En mus kravlede ud af hullet. ;Støvet blæste ud af hullet. ;1
Kvinden følte misundelse af sin søster. ;cause;Hendes søster var glad. ;Hendes søster blev skilt. ;0
Jeg spildte vin på min skjorte. ;effect;Jeg tog et forklæde på. ;Jeg skiftede skjorte. ;1
Kassereren åbnede kasseapparatet. ;cause;Kunden gennemsøgte hans tegnebog. ;Kunden gav hende pengene. ;1
Gadespilleren tiltrak en skare. ;effect;Folk gav ham penge. ;Han sendte folkene væk. ;0
Den lille dreng græd til sin babysitter. ;cause;Han savnede sine forældre. ;Det var snack tid. ;0
Pilotens radar opdagede en storm. ;effect;Piloten sejlede væk fra stormen. ;Piloten fløj gennem stormen. ;0
Træet har mistet sine blade. ;effect;Bladene skiftede farver. ;Bladene ophobede sig på jorden. ;1
Drengen var i et sjoft humør. ;effect;Han besluttede at spille et kortspil med sin søster. ;Han besluttede at spille en practical joke på sin søster. ;1
Barnet klagede over at det skulle på toilettet. ;effect;Hans far gav ham en sodavand at drikke. ;Hans far stoppede bilen ved en tankstation. ;1
