premise;question;choice1;choice2;label
ही वस्तू बबल रॅपमध्ये पॅक करण्यात आली होती. ;cause;ते नाजूक होते. ;ते लहान होते. ;0
मी माझी खिशं रिकामी केली. ;effect;मला तिकिटाचा तुकडा मिळाला. ;मला एक शस्त्र सापडलं. ;0
घरावर अळींनी आक्रमण केले. ;effect;घरातून उंदीर गायब झाले. ;घरातील लाकडाला उंदीर खाऊन गेले. ;1
प्रवासी सीमेवर पोहोचले. ;effect;गस्त एजंटने त्यांचे पासपोर्ट तपासले. ;गस्त एजंटने त्यांच्यावर तस्करीचा आरोप केला. ;0
कार्यालय बंद होतं. ;cause;ती सुट्टी होती. ;उन्हाळा होता. ;0
मुलीची ऊर्जा संपली. ;cause;ती दासी खेळत होती. ;ती दोरीने उडी मारली. ;1
त्या महिलेने रांगेत आपली जागा गमावली. ;cause;अधिक लोक रांगेत आले. ;ती ओळीतून बाहेर आली. ;1
मुलीने आपला नाक पिळला. ;cause;बाळाला तिच्या पेंटीवर लार पडली. ;बाळाने तिच्या डायपरला गलिच्छ केले. ;1
बँडने त्यांचे हिट गाणे वाजवले. ;effect;प्रेक्षक संगीताच्या आवाजात टाळ्या वाजवतात. ;प्रेक्षक सभ्यपणे शांतपणे ऐकत होते. ;0
त्या मुलीला तिच्या गणिताच्या शिक्षकाचे आभार मानायचे होते. ;effect;ती मुलगी शाळेनंतर शिक्षेसाठी राहिली. ;मुलगी शिक्षकाला सफरचंद आणली. ;1
तरुण कॅम्पर घाबरले होते. ;cause;त्यांच्या कॅम्प काउंसलरने त्यांना भूत कथा सांगितली. ;त्यांनी कॅम्पफायरवर मार्शमॅलो टोस्ट केले. ;0
त्या माणसाने डोक्याला धक्का मारला. ;effect;तो विचारात गमावला. ;त्याला मेंदूचा धक्का बसला आहे. ;1
मी लिहिलेला चेक परत आला नाही. ;cause;माझं बँक खातं रिक्त होतं. ;मी वेतनवाढ मिळवली. ;0
त्या माणसाच्या इनबॉक्समध्ये स्पॅम भरले होते. ;effect;त्याने स्पॅम हटवला. ;त्याने एक सामूहिक ईमेल पाठवला. ;0
त्या खलाशीला क्वारंटाईन करण्यात आलं होतं. ;cause;त्याला रोगाचा संसर्ग झाला. ;तो आजारातून बरा झाला. ;0
मुलीला कोड लक्षात आला. ;cause;ती स्वतःच ती वाचत होती. ;ती लिहायला विसरली. ;0
मी ग्लासमध्ये पाणी ओतलं. ;effect;त्या पाण्याने माझी तहान भागवली. ;ग्लास भरला. ;1
