premise;question;choice1;choice2;label
이 제품은 거품 포장에 포장되어 있었습니다. ;cause;은 상태였죠. ;작은 거였어 ;0
주머니를 텅 비어봤어요 ;effect;티켓을 가져왔어요 ;무기를 찾았어 ;0
흰개미가 집을 침입했다. ;effect;흰개미는 집 밖으로 사라졌다. ;흰개미는 집의 나무를 뜯어 먹었다. ;1
여행자들은 국경에 도착했다. ;effect;순찰 요원이 여권을 확인했어요 ;순찰 요원은 그들을 밀수범으로 고발했습니다. ;0
사무실은 닫혀있었어요 ;cause;휴일이었죠 ;여름이었죠. ;0
그 소녀는 에너지가 다 떨어졌어요. ;cause;그녀는 체커를 치고 있었습니다. ;그녀는 로프를 뛰어넘었다. ;1
그 여자는 줄을 서서 자리를 잃었습니다. ;cause;더 많은 사람들이 줄을 섰습니다. ;그녀는 줄을 벗어났어요. ;1
소녀는 코를 찌르다. ;cause;아기 콧수염에 침을 흘렸어 ;아기가 기저귀에 더러워졌어. ;1
밴드는 그들의 히트곡을 연주했다. ;effect;관객들은 음악에 따라 박수를 치었습니다. ;청중 들 은 정중 히 침묵 으로 들였다. ;0
그 소녀는 수학 선생님께 감사하고 싶어 했습니다. ;effect;그 소녀는 학교가 끝나고 교정으로 남았어요. ;소녀는 선생님에게 사과 한 개를 가져왔다. ;1
어린 캠핑 참가자들은 겁을 먹었습니다. ;cause;캠프 상담사가 유령 이야기를 들려줬어요 ;그들은 캠프 불 위에 마시멜로를 토스트했습니다. ;0
그 남자는 머리를 부딪혔다. ;effect;그는 생각 속으로 빠져들었다. ;뇌진탕이 났어요 ;1
내가 쓴 수표는 부과됐어 ;cause;제 은행 계좌는 텅 비었습니다. ;월급을 올릴 자격이 있어요 ;0
그 사람의 이메일 메일 상자는 스팸으로 가득 차 있었습니다. ;effect;스팸을 삭제했습니다. ;그는 대량 이메일을 보냈습니다. ;0
선원은 격리됐어요 ;cause;그는 질병에 노출됐어요 ;그는 병에서 회복되었다. ;0
