premise;question;choice1;choice2;label
Predmet je bil pakiran v folijo. ;cause;Bil je krhki. ;Majhen je bil. ;0
Izpraznila sem žepe. ;effect;Našel sem vstopnico. ;Našel sem orožje. ;0
Termiji so napadli hišo. ;effect;Termiti so izginili iz hiše. ;Termiti so požrli les v hiši. ;1
Potniki so prišli do meje. ;effect;Patruljni agent je preveril njihove potne liste. ;Patruljni agent jih je obtožil tihotapljenja. ;0
Urad je bil zaprt. ;cause;Bil je praznik. ;Bilo je poletje. ;0
Dekletu je zmanjkalo energije. ;cause;Igrala je dame. ;Skočila je s vrvi. ;1
Ženska je izgubila svoje mesto v vrsti. ;cause;Še več ljudi je stojalo v vrsto. ;-Izstopila je iz vrstice. ;1
Dekle si je stisnilo nos. ;cause;Dojenček je slinila na njen brisač. ;Dojenček ji je umazal pleničko. ;1
Skupina je predvajala svojo pesem. ;effect;Občinstvo je skupaj z glasbo ploskalo. ;Občinstvo je vljudno poslušalo v tišini. ;0
Deklica se je želela zahvaliti učiteljici matematike. ;effect;Dekle je ostalo po šoli zaradi kazni. ;Dekle je prineslo učitelju jabolko. ;1
Mladi taborci so se bali. ;cause;Njihov taborski svetovalec jim je povedal zgodbo o duhovih. ;Na ognju so pecali slaščice. ;0
Človek se je udaril v glavo. ;effect;Zgubil se je v mislih. ;-Poboj možganov. ;1
Ček, ki sem ga napisal, ni bil plačan. ;cause;Moj bančni račun je bil prazen. ;Zaslužil sem povišico. ;0
Njegov e-poštni nabiralnik je bil poln spama. ;effect;Izbrisal je spam. ;Poslal je množično e-pošto. ;0
Mornar je bil v karanteni. ;cause;Bil je izpostavljen bolezni. ;Ozdravel je. ;0
Dekle se je naučilo kodo. ;cause;Sama si jo je recitirala. ;Pozabila je zapisati. ;0
Vodo sem nalila v kozarec. ;effect;Voda mi je ugasnila žejo. ;Kozarček se je napolnil. ;1
Ko je prijatelj končal, je človek molčal. ;cause;Hotel je ponuditi podporo prijatelju. ;Razmišljal je o besedah svojega prijatelja. ;1
Nesreča je bila moja krivda. ;effect;Počutil sem se krivega. ;Obtožil sem ga. ;0
Verige so se razpadle. ;cause;Verige je bil zavit okoli pnevmatike. ;V veriži je bila zlomljena veriga. ;1
Par se je odločil za kompromis. ;cause;Utrujen sta bila od prepirov. ;Izogibal se je razpravljanju o težavi. ;0
Ženska se je odločila, da bo kandidirala za javni urad. ;effect;Najela je vodjo kampanje. ;Pričala je na sodišču. ;0
Mož je pričakoval, da bo na potovanju hladno vreme. ;effect;V kovček je spravil nekaj toplih oblačil. ;Potoval je z velikim kovčkom. ;0
Študent je vedel odgovor na vprašanje. ;effect;Dvignil je roko. ;Zmešal se je. ;0
Moški je imel solzne oči. ;cause;Prah mu je prišel v oči. ;Oči je imel obtičane. ;0
Igralec je zmagal pet iger zapored. ;effect;Njena nasprotnica jo je obtožila goljufanja. ;Njena nasprotnica jo je obžalovala. ;0
Učitelj je raztrgal študentov izpit. ;cause;Ujel je študenta, ko je goljufal. ;Odgovori učenca so bili napačni. ;0
Ustavil sem se, da bi nehal govoriti. ;cause;Izgubil sem glas. ;Izgubil sem dih. ;1
Zamrznjena hrana se je odtopila. ;cause;Dal sem ga v mikrovalovno pečico. ;Pokril sem ga s plastično folijo. ;0
Delavec se je pretvarjal, da je bolan. ;cause;Imel je krče v želodcu. ;Hotel je prosti dan. ;1
Dekle je padlo v bazen. ;cause;Teče na palubi bazena. ;Skočila je s skakalice. ;1
Vstopnice za film so bile razprodane. ;cause;Bil je dan premiere filma. ;Film je dobil slabe kritike. ;0
Človek je shujšal. ;effect;Ljudje so ga izolirali. ;Ljudje so mu komplimentirali. ;1
Dekletom so se obrnile mehurčki na rokah. ;cause;Napisala je pismo. ;Splezala se je po vrvi. ;1
Cirkusana igralka je žonglirala med vožnjo na enokolniku. ;effect;Občinstvo je presenečeno navijalo. ;Akrobat se je zamahnil z trapeza. ;0
Izgubil sem potrpljenje. ;cause;Prijatelj me je pustil čakati. ;Prijatelj je prišel pravočasno. ;0
Vojne države so si želele miru. ;effect;Razvili so jedrsko orožje. ;Dogovorili so se o pogodbi. ;1
Človek je vzel uspavalno tableto. ;effect;Zaspal je. ;Imel je vročino. ;0
Ženska se je zaletela v kavč. ;effect;-Nogla sofe se je odtulila. ;Poškodovala si je koleno. ;1
Fant je stisnil balon. ;effect;Balon je počil. ;Balon je odletel. ;0
Potniki so se prijavili v hotelsko sobo. ;effect;Razpakirali so kovčke. ;Odšli so na letališče. ;0
Ugriznil sem breskev. ;effect;Breskev je modrica. ;Izlil sem sok. ;1
Roke so mi postale lepljive. ;cause;Jedla sem krofe. ;-Sladko sem jedel. ;0
Potisnil sem vrata. ;effect;Odprla se je. ;Vrata so zaklenjena. ;0
Aktivisti so jih bojkotirali. ;cause;Proizvodi so bili testirani za zagotavljanje kakovosti. ;Izdelki so bili izdelani z otrokovim delom. ;1
Vdrl sem luknjo v steno. ;effect;Miš je iztrgala iz luknje. ;Prah je odletel iz luknje. ;1
Ženska je bila ljubosumna na svojo sestro. ;cause;Njena sestra je bila srečna. ;Njena sestra se je ločila. ;0
Na srajco sem si polila vino. ;effect;Oblečila sem si predpasnik. ;Preoblekel sem si majico. ;1
Kasir je odprl blagajno. ;cause;Stranka je preiskovala denarnico. ;Stranka ji je dala denar. ;1
Ulični glasbenik je pritegnil množico. ;effect;Ljudje so mu dali drobiž. ;Odpustil je množico. ;0
Mali fantek je jokal do varuške. ;cause;Pogrešal je starše. ;Čas je bil za prigrizek. ;0
Pilotov radar je zaznal nevihto. ;effect;Pilot je odplul stran od nevihte. ;Pilot je letel skozi nevihto. ;0
Drevo je izgubilo liste. ;effect;Listi so se spremenili v barve. ;Listje se je kopičilo na tleh. ;1
Fant je bil v zlobnem razpoloženju. ;effect;Odločil se je, da se bo igral s sestro. ;Odločil se je, da se bo šalil s svojo sestro. ;1
Otrok se je pritoževal, da mora na stranišče. ;effect;Njegov oče mu je dal sok. ;Njegov oče je ustavil avto na bencinski črpalki. ;1
Otrok je v akvarij posipal hrano za ribe. ;effect;Ribe so skočile iz rezervoarja. ;Ribe so plavale proti hrani. ;1
Politična stališča ženske so se spremenila. ;effect;Spremenila je stranko. ;Protestirala je. ;0
Kopalnica je bila zaprta. ;effect;Odprl sem vodo. ;Vlil sem čistilo za kanalizacijo. ;1
Potniki so izstopili iz vlaka. ;cause;Vlak je prispel na postajo. ;Vlak je zavihtel. ;0
Moški je pritisnil na vlažno loputo kuverte. ;effect;Na kuverto je dal žig. ;Zapiral je kuverto. ;1
Prijatelji so izgubili stik. ;cause;Uživali so v družbi drug drugega. ;Preselili so se v druga mesta. ;1
Računovodja je slabo upravljal s podjetjem. ;effect;Odpuščena je bila. ;Odšla je na porodniški dopust. ;0
Pogledala sem na uro. ;cause;Slišal sem, da tičeta ura. ;Hotel sem preveriti čas. ;1
Moja roka se je stisnila. ;cause;Esej sem napisal ročno. ;Z ženo sva se držala za roke. ;0
Zaprto je. ;cause;Nadomestila sem vijak. ;-Zamočil sem ključ. ;1
Par je podpisal najemnino za stanovanje. ;effect;Par se je preselil v stanovanje. ;Mesto je stanovanje obsodilo. ;0
Ženska je sedela zunaj na verandi. ;cause;Hotela je gledati sončni zahod. ;Mislila je, da je videla streho. ;0
Človek je nosil rešilni jopič v vodi. ;cause;Ni znal plavati. ;Voda je bila plitva. ;0
Ženska je napisala napako v besedilnem procesorju. ;effect;Izbrisala je dokument. ;Pritisnila je na ključ za nazaj. ;1
Dekle se je hvalilo pred prijatelji. ;cause;Slaba ocena je dobila. ;Zmagala je na tekmovanju. ;1
Trava je bila blata. ;cause;Vso noč je deževalo. ;Polno plevela je bilo. ;0
Ženska je prespala. ;cause;Noč je preživela v hotelu. ;Pozabila je nastaviti budilko. ;1
Človek je dal na kremo za sončenje. ;cause;Sedel je v senci. ;Šel je na plažo. ;1
Raziskovalci so dokazali teorijo. ;effect;Raziskovalci so teorijo umaknili. ;Posamezniki so to teorijo sprejeli. ;1
Oboževalci na tekmi so zavijali. ;cause;Igra je šla v predčasno. ;Sodnik je naredil slabo odločitev. ;1
Vstopil sem kombinacijo na ključavnico. ;effect;Zaprla sem ključavnico. ;Zaklenitev se je odprla. ;1
Množica se je povečala. ;effect;Oče je sinu dal nekaj denarja. ;Oče je zgrabil sina za roko. ;1
Sneg je blokiral avtocesto. ;effect;Snežico sem zbral v sneg. ;Snež sem odrinil s poti. ;1
Kajakarji so veslali vesla. ;effect;Kajak je dosegel obalo. ;Kajak je zadel val. ;0
Dekle je izgubilo nadzor nad kolesom. ;effect;Odpustila je ročaj. ;-Srečala se je v ograjo. ;1
Ventilator sem vklopil. ;effect;Voda, ki se je posipala po moji koži. ;Čutil sem, kako hladni zrak prehaja čez mene. ;1
Surferji so se vrnili na plažo. ;cause;Bila sta prehlajena. ;Videl je morskega psa. ;1
Vlekel sem odvod v kadi. ;effect;Voda je iztekla iz kadi. ;Voda je šprickala po tleh. ;0
Mož se je počutil krivega, ker je varal ženo. ;effect;Obtožil jo je nevere. ;Priznal ji je svojo nezvestobo. ;1
Tinta na plakatu je razmazana. ;cause;Počakal sem, da se črnilo posuši. ;Na plakat sem polila vodo. ;1
Otrok se je zbujal v krik. ;cause;-Nekako. ;Poscal se je v posteljo. ;0
Fant je položil noge na mizo. ;effect;Njegov oče je sedel za mizo. ;Njegov oče ga je poučeval. ;1
Prijatelj je obrnil glavo v mojo smer. ;cause;Vpil sem njegovo ime. ;Mahala sem z rokami. ;0
Vlada je zatirala svoje državljane. ;effect;Državljani so se uprli. ;Državljani so se registrirali za glasovanje. ;0
Fant se je izgubil v gozdu. ;effect;Postavil je šotor. ;Kričal je po pomoč. ;1
Ženska je potovala v tujino. ;cause;Hotela se je naučiti risati. ;Želela se je naučiti o drugih kulturah. ;1
Mož je bil ljubosumen na svojega sodelavca. ;cause;Njegov sodelavec je napredoval. ;Njegov sodelavec je delal do pozno. ;0
-Človek je videl vesoljce. ;cause;-Haluciniral je. ;Meditirala je. ;0
Možak je postal blond. ;cause;Z beljenjem je. ;V to je dal šampon. ;0
Umetnik je ustvaril novo delo. ;cause;Kritikirala je njeno prejšnjo delo. ;Začutila je napad navdiha. ;1
Sin se je odselil od doma. ;cause;Iz vojske je bil odpuščen. ;Šel je na faks. ;1
Knjige so padle iz knjižnice. ;cause;Ravne so bile prekrite z prahom. ;Potres je pretresel knjižnico. ;1
V moji hiši je zmanjkalo elektrike. ;effect;Prižgal sem luč. ;Ponastavil sem preklopnik. ;1
Vozili smo se na valovski nizki. ;cause;Videti je bilo strašljivo. ;Videti je bilo zabavno. ;1
Vreča s kokicami je začela pop. ;cause;V vrečo sem nalila maslo. ;V mikrovalovni sem ga segrela. ;1
Drevo je padlo na električni vod. ;effect;V soseski je zmanjkalo elektrike. ;Napovedala je močan veter. ;0
Govornik je dal politično nekorektne komentarje. ;effect;-Prosim? -Prosim? ;Obžaloval je občinstvo. ;1
Z iglo sem se zabodla. ;effect;Iz obraza mi je kapljala pot. ;Na prst sem dobil kapljico krvi. ;1
Ribe so plavale na površini rezervoarja. ;cause;Lačen je bil. ;Bila je mrtva. ;1
Mož je imel hrupen glas. ;cause;Prehlajen je bil. ;Ne kadi več. ;0
Odprla sta se vrata dvigala. ;cause;Dvigalo je prispelo na določeno nadstropje. ;Dvigalo je obtičalo med dvorišči. ;0
Najstnica se je izmuznila iz hiše. ;cause;Lagal je staršem. ;Starši so ga kaznovali. ;1
Kopalnico je poplavila voda. ;cause;Toaleta je preplavila. ;Vročič vode je pokvarjen. ;0
Kužek je ostal blizu lastnika. ;cause;Lastnik je naval ovratnico na kužka. ;Lastnik je imel kužka na vrvi. ;1
Človek je zaznal njegov odsev. ;cause;Stal je pod velikim drevesom. ;Stal je nad mirnim jezerom. ;1
Zamudila sem klic svoje punce. ;effect;Poklical sem jo nazaj. ;Srečala sva se na večerji. ;0
Družina je preiskovala sosesko. ;cause;Njihov pes je pobegnil od doma. ;Iz njunega doma je izginilo drago nakit. ;0
Videl sem svoj dih, ko sem izdihnil. ;cause;Vreme je bilo hladno. ;Občutek sem imela, da mi je prsni koš stisnil. ;0
Zaposleni so ustanovili sindikat. ;cause;Želeli so boljše delovne pogoje. ;Njihov delodajalec jim je dvignil plačo. ;0
Pečal sem jabolčno pito. ;effect;V kuhinji je zaznal smrdeč vonj. ;V kuhinji je zaznal topel vonj. ;1
Ženska se je borila, da bi hodila. ;cause;Nosila je visoke pete. ;Slekla je čevlje. ;0
Iz lonca z vodo se je dvignila para. ;cause;Voda je vrela. ;Jaz sem pokril lonček. ;0
Vse nogavice so bile v pralnici. ;effect;Nosil sem sandale. ;Nosil sem škornje. ;0
Argument tega politika je bil absurd. ;effect;Izgubil je podporo volivcev. ;Obtožen je bil korupcije. ;0
Vsi niso bili zadovoljni z zaroko. ;effect;Par je zanosil. ;Par je pobegnil. ;1
Zgradba je bila posvečena milijonarju. ;cause;Milijonar je hotel, da zgrada zraste. ;Milijonar je prispeval sredstva za gradnjo. ;1
Trgovalec je dekle obtožil kraje. ;cause;Prodajalka je videla dekle, kako je dala blago v torbico. ;Prodajalka je dekletu pomagala najti torbico, ki ji je bila všeč. ;0
Država je napovedala vojno sosednjemu ozemlju. ;effect;Vojaki so bili poslani v boj. ;Vojaki so se ponovno združili s svojimi družinami. ;0
Sodišče je potrdilo sporno sodbo. ;effect;Pred sodiščem je izbruhnil nemir. ;Par si je pred sodiščem izmenjal zaobljube. ;0
Dekle je začutilo nekaj, kar gori. ;cause;Iz vrča je vzela piškotke. ;Piškote je pustila v pečici. ;1
Deževalo je kot iz dežja. ;effect;Nevihta se je poslabšala. ;Pohitela sem noter. ;1
Zgradba je bila evakuirana. ;cause;Dvigalo je nehal delovati. ;Požarni alarm se je sprožil. ;1
Oče je bil jezen na sinovo alkoholizem. ;effect;Oče je sinu kupil pivo. ;Oče je izgnal sina iz hiše. ;1
Odvetnica je šla po stopnicah v pisarno. ;cause;Sekretarka je šla domov. ;Dvigalo je bilo pokvarjeno. ;1
Moški se je razjezil na svojega prijatelja. ;cause;Prijatelj ga je prekinil. ;Prijatelj mu je kupil kosilo. ;0
Dekle je denar dalo blagajniku. ;effect;Kasir je dal dekletu drobiž. ;Kasir je pozabil dati dekletu račun. ;0
Žensko so namestili v invalidski voziček. ;cause;Po nesreči je bila paralizirana. ;V bolnišnico je prišla na nosilcu. ;0
Državljani so pred svojimi domovi obesili državno zastavo. ;cause;Država je praznovala svojo neodvisnost. ;Država je bila v gospodarskih težavah. ;0
Ekipa je izgubila turnir. ;effect;Razočarala sta svoje oboževalce. ;Navdihnili so svoje oboževalce. ;0
Prijatelj je opozoril, da imam hrano v zobeh. ;effect;Sram me je bilo. ;Počutil sem se ponosnega. ;0
Fant ni opustil izpita iz zgodovine. ;cause;V razredu je bil pozoren. ;Pozabil se je učiti. ;1
Zgradba v centru se je zrušila. ;cause;Zemljotres je zadel mesto. ;Stopnja kriminala v mestu se je povečala. ;0
Njegova punca ga je pustila. ;effect;Prosil jo je, naj ga sprejme nazaj. ;Spoznala ga je s svojimi starši. ;0
Oba otroka sta hkrati posegla dol, da bi vzel žogo. ;effect;Žoga se je odvrgla. ;Njihove glave so se trgale. ;1
Rakun je pretresel smetnjak. ;cause;V smetnjaku je bil karton. ;Pokrov je bil na smetnjaku. ;1
Fant je oštril svinčnik. ;cause;Bil je poceni. ;Bilo je dolgočasno. ;1
Kasir je ženski zavrnil povračilo plačila za obleko. ;cause;Izgubila je račun. ;-Obleka ni pristajala. ;0
Poškodba na moji koži je bila globoka. ;effect;Hitro se je zacelila. ;Pustil je brazgotino. ;1
