question;answer;answer_ab
"硬幣是頭上的. 威特尼投了硬幣. 艾瑞卡沒有投硬幣. 沒有任何人會投硬幣. 便尼托投了硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 幸運的人不會投硬幣. 我們的國家, 沒有任何問題. 這樣的情況下, 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 卡勒布投了硬幣. 查斯投了硬幣. 利雅撒投了硬幣. 香奈兒不會硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 塞爾維亞投了硬幣. 卡羅琳娜沒有投硬幣. 史丹投了硬幣. 查克投了硬幣, 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 布里安娜投了硬幣. 沒有任何人會這樣做. 奧馬爾投了硬幣. 帕特里斯沒有投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 利利安投了硬幣. 伊恩投了硬幣. 布萊斯投了硬幣. 沒有任何人會把錢投. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 沃爾特沒有投硬幣. 沒有任何理由. 拉里沒有投硬幣. 沒有任何人會把錢投. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 莉娜投了硬幣. 萊拉投了硬幣. 珍妮投了硬幣. 沒有任何人會投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 利投了硬幣. 胡安尼沒有投硬幣. 艾莎投了硬幣. 布蘭達沒有投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 艾麗絲投了硬幣. 盧佩投了硬幣. 雷尼不會投硬幣. 奈米沒有投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 傑西投了硬幣. 羅德里克投了硬幣. 沒有任何人會把錢投. 羅塔不會硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 辛西亞不會投硬幣. 洛伊德不會投硬幣. 傑奎琳投了硬幣. 沒有任何問題. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 這種情況下, 珍妮弗投了硬幣. 帕西投了硬幣. 丹尼斯投了硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 貝特瑞斯投了硬幣. 吉利安不會投硬幣. 可不會投硬幣. 維維安不會投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 太子硬幣. 雷內投了硬幣. 維沙爾投了硬幣. 帕特里克沒有投硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 沒有任何幣. 丹尼斯沒有投硬幣. 這樣的情況下, 伯納投了硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 哈克沒有投硬幣. 珍妮不會硬幣. 弗蘭基投了硬幣. 艾莎投了硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
"硬幣是頭上的. 麥克斯沒有投硬幣. 沒有任何人會投硬幣. 辛西亞不會投硬幣. 霍莉投了硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";沒有 ;B
"硬幣是頭上的. 克里斯蒂投了硬幣. 雷沒有投硬幣. 爾斯表示: 杜莉不會硬幣. 這樣的情況下, 這裡的""翻轉""是""逆轉"". ";是的 ;A
