question;answer;answer_ab
"Een munt is heads up. Whitney gooit de munt om. Erika gooit de munt niet om. TJ gooit de munt niet om. Benito gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Lucky gooit de munt niet om. Mireya gooit de munt. JJ gooit de munt. KC gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Caleb gooit de munt om. Chase gooit de munt. Eleazar gooit de munt om. Chanel gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Silvia gooit de munt om. Carolina gooit de munt niet om. Stan gooit de munt om. Chuck gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Breanna gooit de munt. Trey gooit de munt niet om. Omar gooit de munt om. Patrice gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Lilian gooit de munt om. Ian gooit de munt om. Bryce gooit de munt. Aracely gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Walter gooit de munt niet om. Mikayla gooit de munt niet om. Larry gooit de munt niet om. Ryan gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Angelina gooit de munt. Layla gooit de munt om. Jenny gooit de munt. Zane gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Lizzy gooit de munt. Juany gooit de munt niet om. Aisha gooit de munt. Brenda gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Elise gooit de munt. Lupe gooit de munt. Renee gooit de munt niet om. Noemi gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Jesse gooit de munt. Roderick gooit de munt om. Travis gooit de munt niet om. Rita gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Cinthia gooit de munt niet om. Lloyd gooit de munt niet om. Jacqueline gooit de munt om. JC gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Sterling gooit de munt om. Jenifer gooit de munt om. Patsy gooit de munt. Denise gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Beatriz gooit de munt om. Gillian gooit de munt niet om. Coco gooit de munt niet om. Vivian gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Prince gooit de munt om. Rene gooit de munt om. Vishal gooit de munt. Patrick gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Jae gooit de munt niet om. Dennis gooit de munt niet om. Cris gooit de munt. Bernadette gooit de munt. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Hank gooit de munt niet om. Janine gooit de munt niet om. Frankie gooit de munt om. Isa gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Max gooit de munt niet om. Mikey gooit de munt niet om. Cynthia gooit de munt niet om. Holly gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Christy gooit de munt. Rey gooit de munt niet om. Michelle gooit de munt. Dolly gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Annie gooit de munt niet om. Toño gooit de munt. Sharon gooit de munt om. Delores gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Jessy gooit de munt niet om. Libby gooit de munt niet om. Danielle gooit de munt. Rood gooit de munt. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Jorge gooit de munt niet om. Natalia gooit de munt niet om. Bryant gooit de munt. Kiran gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Yan gooit de munt niet om. Eunice gooit de munt niet om. Joseph gooit de munt om. Hugh gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Melody gooit de munt niet om. Ramiro gooit de munt niet om. Humberto gooit de munt niet om. Jacob gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Domingo gooit de munt niet om. Briana gooit de munt om. Michael gooit de munt om. Joan gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Kristopher gooit de munt niet om. Deb gooit de munt. Jake gooit de munt. Tammy gooit de munt. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Morgan gooit de munt om. Perla gooit de munt niet om. Joao gooit de munt niet om. Marta gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Nee, nee. ;B
"Een munt is heads up. Penny gooit de munt. Harry gooit de munt niet om. Jessica gooit de munt niet om. Horacio gooit de munt om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
"Een munt is heads up. Billie gooit de munt niet om. Paloma gooit de munt niet om. Tanner gooit de munt niet om. Raul gooit de munt niet om. Is de munt nog steeds omhoog? Merk op dat ""omdraaien"" hier ""omkeren"" betekent. ";Ja, dat klopt. ;A
