question;answer;answer_ab
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ཝིཊི་ནི་ཡིས་དངུལ་སྒོར་འབོར་ཆེན་པོ་ཞིག་འཕངས་སོ། ཨེ་རི་ཀ་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། TJ གིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། བེ་ནི་ཏོས་དངུལ་སྒོར་འབོར་ཆེན་པོ་རྒྱབ་སོང་། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";ལགས་ ;A
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ལག་ཀི་ (Lucky) ནི་དངུལ་སྒོར་ (coin) ལ་རྒྱབ་མི་འདེབས། མིར་ཡས་དངུལ་རྡུང་རྒྱབ་པ། ཇེ་ཇེ་ཡིས་དངུལ་སྒོར་འབོར་འདོན། ཀི་སི་ཡིས་དངུལ་སྒོར་འབོར་འདོན། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";མེད། ;B
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ཀ་ལེབ་ཀྱིས་དངུལ་རྡུང་རྒྱབ་པ། Chase གིས་དངུལ་སྒོར་འབོར་ཆེན་པོ་ཞིག་འབོར་སོང་། ཨེ་ལི་ཛར་གྱིས་དངུལ་རྡུང་། ཤ་ནེལ་གྱིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";མེད། ;B
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། སི་ལི་ཝི་ཡ་ཡིས་དངུལ་སྒོར་འབོར་ཆེན་པོ་ཞིག་འཕངས་སོ། ཀ་རོ་ལི་ན་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། སེན་གྱིས་དངུལ་སྒོར་འབོར་འབོར་བྱས། ཊ་ཀ་གྱིས་དངུལ་སྒོར་འབོར་འབོར་བྱས། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";མེད། ;B
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། བི་རི་ན་ན་དངུལ་སྒོར་འབོར་རྒྱབ་པ། ཐེ་རེ་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། ཨོ་མཱར་གྱིས་དངུལ་སྒོར་འབོར་ཆེན་པོ་རྒྱབ་སོང་། པ་ཊི་སི་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";ལགས་ ;A
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ལི་ལིང་གྱིས་དངུལ་རྡུང་། ཨི་ཨན་གྱིས་དངུལ་སྒོར་འབོར་རྒྱབ་པ། བརའེ་སི་ཡིས་དངུལ་སྒོར་འབོར་འདོན། ཨ་རཱ་སི་ལི་ཡིས་དངུལ་སྒོར་རྒྱབ་མི་ཐུབ། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";མེད། ;B
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ཝལ་ཊར་གྱིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། མའི་ཀ་ཡལ་གྱིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། ལ་རི་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། རིན་ཡན་གྱིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";ལགས་ ;A
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ཨེན་ཇི་ལི་ནཱ་ཡིས་དངུལ་སྒོར་རྒྱབ་སོང་། ལེ་ལཱས་དངུལ་སྒོར་རྒྱབ་སོང་། ཇེ་ནི་ཡིས་དངུལ་སྒོར་རྒྱབ་སོང་། ཛེ་ནེས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";མེད། ;B
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ལི་ཛི་གྱིས་དངུལ་རྡུང་། ཧུའུ་ནི་དངུལ་སྒོར་འཕེན་མི་ཐུབ། ཨ་ཤི་ས་དངུལ་སྒོར་འབོར་འདོན། བརེན་ད་ས་དངུལ་རྡུང་མི་བྱེད། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";ལགས་ ;A
"དངུལ་ཀྲམ་ནི་མགོ་ཡར་ཡིན། ཨེ་ལི་ཛས་དངུལ་སྒོར་འབོར་ཆེན་པོ་རྒྱབ་སོང་། ལུའུ་པིས་དངུལ་སྒོར་འབོར་འདོན། རིན་ནཱ་ཡིས་དངུལ་སྒོར་འཕེན་མི་ཐུབ། ནོ་ཨེམ་ནི་དངུལ་རྡུང་མི་བྱེད། དངུལ་གྱི་སྒོར་དེ་ད་དུང་ཡར་འདུག་གམ། ""flip"" འདི་ན་ ""reverse"" ཟེར་བ་དེར་དོ་སྣང་བྱོས་དང་། ";ལགས་ ;A
