question;answer;answer_ab
"Novčić je glava gore. Whitney baca novčić. Erika ne baca novčić. Tj ne baca novčić. Benito baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Lucky ne baca novčić. Mireja baca novčić. JJ baca novčić. KC baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
"Novčić je glava gore. Caleb baca novčić. Chase baca novčić. Eleazar baca novčić. Šanel ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
"Novčić je glava gore. Silvia baca novčić. Karolina ne baca novčić. Stan baca novčić. Chuck baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
"Novčić je glava gore. Breanna baca novčić. Trey ne baca novčić. Omar baca novčić. Patrice ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Lilian baca novčić. Ian baca novčić. Brajs baca novčić. Aracely ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
"Novčić je glava gore. Walter ne baca novčić. Mikayla ne baca novčić. Larry ne baca novčić. Ryan ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Angelina baca novčić. Lejla baca novčić. Jenny baca novčić. Zane ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
"Novčić je glava gore. Lizzy baca novčić. Juani ne baca novčić. Aisha baca novčić. Brenda ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Elise baca novčić. Lupe baca novčić. Renee ne baca novčić. Noemi ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Džesi baca novčić. Roderick baca novčić. Travis ne baca novčić. Rita ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Cinthia ne baca novčić. Lloyd ne baca novčić. Jacqueline baca novčić. JC baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Sterling baca novčić. Dženifer baca novčić. Patsy baca novčić. Denise baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Da, da, da ;A
"Novčić je glava gore. Beatriz baca novčić. Gillian ne baca novčić. Coco ne baca novčić. Vivian ne baca novčić. Da li je novčić još uvek na vrhu? Zapazi da ""prevrnuti"" ovde znači ""okrenuti"". ";Ne, ne, ne ;B
