question;answer;answer_ab
"Qullqiqa, umantaqa, wichayman. Whitneyqa, qolqe t'ikrasqanta t'ikran. Erikaqa, mana tʼaqaspachu tʼaqasqa. TJqa, mana qolqe tʼaqaspachu tʼaqasqa. Benitoqa, qolqeta churan. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Luckyqa, mana qolqe tʼaqasqa. Mireyaqa, qolqeta churan. JJqa qolqe t'ikrasqanta t'ikran. KCqa qolqeta qʼepichin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Calebqa, qolqeta churan. Chaseqa qolqeta qʼolachin. Eleazarqa, qolqeta churan. Chanelqa, mana qolqe tʼaqasqata churakunchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Silviaqa, qolqeta qʼepichin. Carolinaqa, mana qolqewan tʼijurinchu. Stanqa qolqeta qʼepichin. Chuckqa qolqe t'ikrasqanta t'ikran. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Breannaqa, qolqeta qʼepichin. Treyqa, mana qolqewan qhawayta atillanchu. Omarqa, qolqeta qʼolachin. Patriceqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Lilianqa, qolqeta chʼinllapi churaykun. Ianqa qolqeta qʼepichin. Chaymantataq, Bryceqa qolqeta qʼolachin. Aracelyqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Walterqa, mana qolqewan tʼukurinchu. Mikaylaqa, mana qolqewan qhawayta atillanchu. Larryqa, mana qolqewan tʼukurinchu. Ryanqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Angelinaqa, qolqeta churan. Laylaqa qolqe t'ikraspa t'ikran. Jennyqa, qolqeta qʼepichin. Zaneqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Lizzieqa qolqeta qʼolachin. Juanyqa, mana qolqewan tʼijrachinchu. Aishaqa, qolqeta qʼepichin. Brendaqa, mana qolqewan tʼijrachinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Eliseqa, qolqeta churan. Lupeqa, qolqeta qʼepichin. Reneeqa, mana qolqewan tʼukurinchu. Noemiqa, mana tʼaqaspachu tʼaqasqa. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Jesseqa qolqeta qʼolachin. Roderickqa, qolqeta qʼolachin. Travisqa mana qolqewan qhawayta atillanchu. Ritaqa, mana tʼaqaspachu tʼaqasqa. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Cinthiaqa, mana qolqewan tʼukurinchu. Lloydqa, mana qolqewan tʼukurinchu. Jacquelineqa, qolqeta chʼinllapi churaykun. Jcqa qolqe t'ikrasqanta t'ikran. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Sterlingqa, qolqe t'ikrasqanta t'ikran. Jeniferqa, qolqeta qʼepichin. Patsyqa, qolqeta qʼepichin. Deniseqa, qolqeta qʼepichin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Beatrizqa, qolqeta qʼepichin. Gillianqa, mana qolqetaqa churanchu. Cocoqa, mana qolqetaqa qʼepichinchu. Vivianqa, mana tʼaqaspachu tʼaqasqa. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Prinsipqa qolqeta qʼepichin. Renéqa, qolqeta churan. Vishalqa, qolqeta qʼepichin. Patrickqa, mana qolqewan tʼijurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Jaeqa, mana qolqewan qhawayta atillanchu. Dennisqa, mana tʼaqaspachu tʼaqasqa. Crisqa qolqeta qʼepichin. Bernadetteqa, qolqeta qʼolachin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Hankqa, mana qolqewan tʼukurinchu. Janineqa, mana qolqetaqa churanchu. Frankieqa qolqe t'ikrasqanta t'ikran. Isaqa, qolqeta qʼolachin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Maxqa, mana tʼaqaspachu tʼaqasqa. Mikeyqa, mana qolqetaqa churanchu. Cynthiaqa, mana tʼaqaspachu tʼaqasqa. Hollyqa qolqeta qʼolachin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Christyqa qolqeta qʼolachin. Reyqa, mana qolqewanchu tʼukurqa. Michelleqa, qolqeta qʼolachin. Dollyqa, mana qolqe tʼaqasqata churakunchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Annieqa, mana qolqewan tʼukurinchu. Toñoqa, qolqeta qʼepichin. Sharonqa, qolqeta churan. Deloresqa qolqeta qʼepichin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Jessyqa, mana qolqewan tʼukurinchu. Libbyqa, mana qolqewan tʼukurinchu. Danielleqa, qolqeta churan. Pukaqa, qolqe tʼaqasqa. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Jorgeqa, mana qolqetaqa churanchu. Nataliaqa, mana tʼaqaspachu tʼaqasqa. Bryantqa, qolqeta qʼolachin. Kiranqa, qolqeta churan. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Yanqa, mana qolqewanchu tʼukurin. Euniceqa, mana tʼaqaspachu tʼaqasqa. Joseqa, qolqeta chʼinllapi churarqa. Hughqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
"Qullqiqa, umantaqa, wichayman. Melodyqa, mana qolqewanchu tʼukurqa. Ramiroqa, mana qolqetaqa churanchu. Humbertoqa, mana qolqetaqa qʼochunchu. Jacobqa, mana qolqewan tʼijurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Domingoqa, mana qolqewan tʼijurinchu. Brianaqa, qolqeta chʼinllapi churaykun. Michaelqa, qolqeta churan. Juanqa, mana qolqewan tʼukurinchu. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";allin ;A
"Qullqiqa, umantaqa, wichayman. Kristopherqa, mana qolqewan qhawayta atillanchu. Debqa qolqeta qʼepichin. Jakeqa qolqe t'ikrasqanta t'ikran. Tammyqa qolqeta qʼolachin. ¿Mallquqa manaraqchu chinkapun? Kaypi ""kʼumuy"" nisqaqa ""kʼumuy"" ninanmi. ";mana ;B
