question;answer;answer_ab
"Una moneta è testa in su. Whitney lancia la moneta. Erika non lancia la moneta. TJ non lancia la moneta. Benito lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Lucky non lancia la moneta. Mireya lancia la moneta. JJ lancia la moneta. KC lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Caleb lancia la moneta. Chase lancia la moneta. Eleazar lancia la moneta. Chanel non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Silvia lancia la moneta. Carolina non lancia la moneta. Stan lancia la moneta. Chuck lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Breanna lancia la moneta. Trey non lancia la moneta. Omar lancia la moneta. Patrice non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Lilian lancia la moneta. Ian lancia la moneta. Bryce lancia la moneta. Aracely non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Walter non lancia la moneta. Mikayla non lancia la moneta. Larry non lancia la moneta. Ryan non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Angelina lancia la moneta. Layla lancia la moneta. Jenny lancia la moneta. Zane non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Lizzy lancia la moneta. Juany non lancia la moneta. Aisha lancia la moneta. Brenda non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Elise lancia la moneta. Lupe lancia la moneta. Renee non lancia la moneta. Noemi non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Jesse lancia la moneta. Roderick lancia la moneta. Travis non lancia la moneta. Rita non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Cinthia non lancia la moneta. Lloyd non lancia la moneta. Jacqueline lancia la moneta. JC lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Sterling lancia la moneta. Jenifer lancia la moneta. Patsy lancia la moneta. Denise lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Beatriz lancia la moneta. Gillian non lancia la moneta. Coco non lancia la moneta. Vivian non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Prince lancia la moneta. Rene lancia la moneta. Vishal lancia la moneta. Patrick non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Jae non lancia la moneta. Dennis non lancia la moneta. Cris lancia la moneta. Bernadette lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Hank non lancia la moneta. Janine non lancia la moneta. Frankie lancia la moneta. Isa lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Max non lancia la moneta. Mikey non lancia la moneta. Cynthia non lancia la moneta. Holly lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Christy lancia la moneta. Rey non lancia la moneta. Michelle lancia la moneta. Dolly non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Annie non lancia la moneta. Toño lancia la moneta. Sharon lancia la moneta. Delores lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Jessy non lancia la moneta. Libby non lancia la moneta. Danielle lancia la moneta. Red lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Jorge non lancia la moneta. Natalia non lancia la moneta. Bryant lancia la moneta. Kiran lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Yan non lancia la moneta. Eunice non lancia la moneta. Joseph lancia la moneta. Hugh non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Melody non lancia la moneta. Ramiro non lancia la moneta. Humberto non lancia la moneta. Jacob non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Domingo non lancia la moneta. Briana lancia la moneta. Michael lancia la moneta. Joan non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Kristopher non lancia la moneta. Deb lancia la moneta. Jake lancia la moneta. Tammy lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Morgan lancia la moneta. Perla non lancia la moneta. Joao non lancia la moneta. Marta non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Penny lancia la moneta. Harry non lancia la moneta. Jessica non lancia la moneta. Horacio lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Billie non lancia la moneta. Paloma non lancia la moneta. Tanner non lancia la moneta. Raul non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Rena non lancia la moneta. Devon non lancia la moneta. Rosalinda non lancia la moneta. Paulina non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Axel lancia la moneta. Osvaldo lancia la moneta. Mildred non lancia la moneta. Sylvia lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Emiliano lancia la moneta. Jasmin lancia la moneta. Wade lancia la moneta. Vilma non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Lino non lancia la moneta. Mariel non lancia la moneta. Aditya non lancia la moneta. Elisabeth lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Jacky lancia la moneta. Socorro lancia la moneta. Mark lancia la moneta. Wanda non lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Mauricio lancia la moneta. Lee non lancia la moneta. Madi non lancia la moneta. Lizzie lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";Sì, sì ;A
"Una moneta è testa in su. Ruben lancia la moneta. Bernardo lancia la moneta. Ariel non lancia la moneta. Shelley lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Phillip non lancia la moneta. Ajay lancia la moneta. Janie lancia la moneta. Augusto lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
"Una moneta è testa in su. Ari lancia la moneta. Jasmine non lancia la moneta. Elliot lancia la moneta. Kendrick lancia la moneta. La moneta è ancora a testa in su? Si noti che ""flip"" qui significa ""inversione"". ";No, no, no. ;B
