Response:  Яна заarablaе 80 даляров на фермерском рынке заstoppa качки яйки за день.
Response:  У нас є 4 шпульки (blue) і 3 белагих валків (white).
Response:  Джosh зарабіў $20 000 (50 000 - 30 000).
Response: 2100 метраў.
Response:  Вендзі складае 40 кубкаў ежы за дзень.
Response:  Яму заплатіцца за 16 шклянак, як і за 5 даляраў. Каждый шклянка коштует 60% від ціни, тому загальна варта всіх 16 шклянак буде: 16 шклянак x 60% = 960%.
Response:  У Тулузы авечак удвяся больш, чем у Чарльстона. У Чарльстона авечак у 4 раза больше, чем у Сиэтла. Коли авечак в Тулузе, CHARLESTON и SEATTLE, коли в Seattle 20 авечак?
Response:  Karla must wait for 8 hours and 40 minutes to finish the download of a file that is 200 GB in size. The computer can handle 2 GB per hour, but due to the large size of the file, it takes 40% of the way through the download before Windows forces a restart, taking 20 minutes to install the updates, which brings the total time to 8 hours and 40 minutes.
Response:  John traveled for 2 hours at a speed of 100 km/h and then turned back, realizing he had forgotten something very important at home. He tried to calculate how long it would take him to get home in 4 hours, but the first 2 hours were spent in slow motion. The next hour he drove at a speed of 30 miles per hour, before finally managing to cover the remaining 4 hours at a speed of 80 miles per hour. How far is John from home after these 4 hours?
Response:  Если Элизе заработала 10 даляраў за first 40 hours of work and then she got a raise to 1.2 times her regular hourly rate for the remaining 20 hours of work, how much did she earn in total for that day?
Response:  У третьеї місяця загрузки були 45 загрузок.
Response:  Яна купила 17 дзьятків (3 + 2 + 6) пончыкаў, які каштавалі 1094 даляраў (68 + 80 + 105). Агульная вартість виробітку складає 1094 даляраў / 17 дзьятків = 63 даляраў за дзьяток.
Response:  Яму спатрэбіцца 24 гадоў, чтобы пачать заrabляць грошы на цытрынавомым древе.
Response:  У Мелані заставалось 3 пыласосава.
Response:  Out of the total number of students in the class (20), 6 students were enrolled in hip hop dance, so the percentage of students who studied hip hop dance is 30%.
Response:  У касці місяця гэтага дарадачы мяркуе финансавы, прыбытком у ювелірных вырабоў будет $ 3750 (2,5% від $ 5000), а у електронных гаджэтаў - $ 960 (1,2% від $ 8000). Таким чином, прыбыток уканцы місяця будет $ 4710 ($ 3750 + $ 960).
Response:  Яны падарожнічаюць на 160 км за други дзьня, і на заході 320 км за п'ятницю.
Response:  Яна працае 50 тыдняў у году, тобраз 35 гадзін у тыдзень у якасці настаўніцы і 15 гадзін у тыдзень у якасці трэнера. Яна зарплата буде 7500 даляраў (35 гадзін у тыдзень \* 20 даляраў за гадзину + 15 гадзін у тыдзень \* 30 даляраў за трэніроўку).
Response:  Якoby 100 яєк амелетів, то за 4 дні вони будуть розміщені на сняданку у вигляді 3 яиків кожен день.
