Response: 48$
Response: 4
Response: 
Response: 270
Response: 60
"Response: 

Per calcular quants han de pagar les ulleres, podem utilitzar l'equació:

Preu total = Preu d'un got x Quantitat de got

En aquest cas, el preu d'un got és de 5 dòlars i la quantitat de got que vol comprar Kylar és de 16 (per tant, el preu total serà):

Preu total = 5 dòlars x 16 got = 80 dòlars

Així, Kylar hauria de pagar 80 dòlars per les ulleres."
Response: 36
Response: 160 minuts
Response: 56,79 km
"Response: 

Estructura de la resposta:

* Calcular la quantitat de diners guanyats per Eliza en funció del temps worked (45 hores) i les seves tarifes horàries (10 dòlars/hora + 1,2 vegades la tarifa horària habitual)."
Response: 120
Response: 149$
Response: 24
Response: 3
Response: 16%.
Response: 
Response: 570 quilòmetres
Response: 
Response: 12 dotzenes
Response: 5 milles per hora
Response: 7,6 litres
Response: 4
Response: 7
Response: 3600
Response: 48,75
Response: 7
Response: 79.50
Response:  $210.00
Response: 30
Response: 10
Response: 40
Response:  La meva estimació mitjana és de 140 gelatines al tarro.
Response: 5 hours
Response: 40
Response: 26
Response: 
Response: 12$
Response: 9
Response: 4h/día
Response: 
Response: 8
Response: 275 peus
Response: 14
Response: 
"Response:  Benefici net = (Preu de les veles venudes x Quantitat de veles venudes) - Cost total dels materials
Benefici net = ($20 x 20) - ($10 + $10)
Benefici net = $400 - $20
Benefici net = $380"
Response: 70 hores
Response: 4
Response: 160 dòlars
Response: 80
Response: 27
Response: 528 dolars
Response: 5 hours
Response: 7
Response: 380$
Response: 40
Response: 4
Response: 3
Response: 12
Response:  $47.00
Response: 134
Response: 7
Response: 2300
Response: 
Response: 235$
Response: 320 quilòmetres
Response: 160 hores (o 720 minuts)
Response: 20
Response: 200
Response: 3
Response: 40
Response:  $ 750.00
Response: 40
Response: 106
"Response: 

Per calcular el cost total de les subscripcions, primer caldrem multiplicar el preu dels telèfons per nombre de telèfons i afegir l'interès pel temps que duren les subscripcions. Així doncs:
Cost total = Preu del telèfon x Nombre de telèfons + Interès x Temps
En aquest cas, el preu del telèfon és de 150 dòlars, Shelia ha comprat cinc telèfons, així que el cost total de les subscripcions serà:
Cost total = 150 x 5 + (2 x 150) x 3
Cost total = 750 + 300
Cost total = 1050
Per tant, Shiella pagarà 1050 dòlars cada tres mesos per les subscripcions."
Response: 35,60
Response: 20/3 = 6,67
Response: 4
Response: 250 kg
Response: 18
Response: 70 dòlars
Response: 8 litres
Response:  Charlie li queda 4 adhesius (28 - 9 = 4).
Response: 307 lliures
Response: 200
Response: 10
Response: 108
Response:  L'alarma va sonar un total de 14 vegades.
Response: 72.000
Response: 24.000
Response:  $350
Response: 
Response: 21
Response:  Jackson té 7 anys.
Response: 42
Response: 120
Response: 16
Response: 4
Response: 16
Response: 15
Response: 36
Response: 
Response: 
Response: 7
Response: 56 minutes
Response: 495
Response: 12
Response: 2100 cubits
Response: 4
Response: 80
"Response: 

