m_query;response
జూలియా 18 పిల్లలతో సోమవారం టాగ్ ఆడాడు. ఆమె మంగళవారం 10 పిల్లలతో టాగ్ ఆడాడు. ఆమె మంగళవారం కంటే సోమవారం ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;8.0
జూలియా సోమవారం 11 పిల్లలతో టాగ్ ఆడాడు. ఆమె మంగళవారం 12 పిల్లలతో టాగ్ ఆడాడు. ఆమె సోమవారం కంటే మంగళవారం ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;1.0
జూలియా 5 పిల్లలతో సోమవారం టాగ్ ఆడాడు. ఆమె మంగళవారం కొన్ని మరింత పిల్లలతో టాగ్ ఆడాడు. ఆమె మొత్తం 15 మంది పిల్లలతో ఆడితే మంగళవారం ఆమె ఎంత మంది పిల్లలతో ఆడింది? ;10.0
జూలియా సోమవారం కొన్ని పిల్లలతో టాగ్ ఆడాడు. ఆమె మంగళవారం 14 పిల్లలతో టాగ్ ఆడాడు. ఆమె మొత్తం 16 మంది పిల్లలతో ఆడితే సోమవారం ఆమె ఎంత మంది పిల్లలతో ఆడింది? ;2.0
జూలియా సోమవారం 16 పిల్లలతో టాగ్ ఆడాడు. ఆమె మంగళవారం కంటే సోమవారం 12 మంది పిల్లలతో టాగ్ ఆడితే మంగళవారం ఆమె ఎన్ని పిల్లలతో ఆడింది? ;4.0
జూలియా మంగళవారం 14 పిల్లలతో టాగ్ ఆడాడు. ఆమె సోమవారం 8 మంది పిల్లలతో మంగళవారం కంటే ఎక్కువ పిల్లలతో టాగ్ ఆడితే సోమవారం ఆమె ఎన్ని పిల్లలతో ఆడింది? ;22.0
జూలియా 17 పిల్లలతో సోమవారం టాగ్ ఆడాడు 15 మంగళవారం పిల్లలు మరియు 2 పిల్లలు బుధవారం. ఆమె మొత్తం ఎన్ని పిల్లలతో ఆడింది? ;34.0
జూలియా 15 పిల్లలతో సోమవారం 18 పిల్లలతో మంగళవారం మరియు 97 పిల్లలతో బుధవారం టాగ్ ఆడాడు. ఆమె సోమవారం మరియు మంగళవారం ఎన్ని పిల్లలతో ఆడాడు? ;33.0
జూలియా 5 పిల్లలతో సోమవారం 9 పిల్లలతో మంగళవారం మరియు 15 పిల్లలతో బుధవారం టాగ్ ఆడాడు. ఆమె సోమవారం మరియు బుధవారం ఎన్ని పిల్లలతో ఆడాడు? ;20.0
జూలియా సోమవారం 2 పిల్లలతో టాగ్ ఆడాడు 14 మంగళవారం పిల్లలు మరియు 16 పిల్లలు బుధవారం. ఆమె మంగళవారం మరియు బుధవారం ఎన్ని పిల్లలతో ఆడాడు? ;30.0
జూలియా 9 పిల్లలతో సోమవారం టాగ్ ఆడాడు 7 మంగళవారం పిల్లలు మరియు 96 పిల్లలు బుధవారం. ఆమె మంగళవారం కంటే సోమవారం ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;2.0
జూలియా 14 పిల్లలతో సోమవారం టాగ్ ఆడాడు మంగళవారం 2 పిల్లలు మరియు బుధవారం 8 పిల్లలు. ఆమె సోమవారం బుధవారం కంటే ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;6.0
జూలియా 8 పిల్లలతో సోమవారం 11 పిల్లలతో మంగళవారం మరియు 9 పిల్లలతో బుధవారం టాగ్ ఆడాడు. ఆమె బుధవారం కంటే మంగళవారం ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;2.0
జూలియా 15 పిల్లలతో సోమవారం 18 పిల్లలతో మంగళవారం మరియు 7 పిల్లలతో బుధవారం టాగ్ ఆడాడు. ఆమె సోమవారం మరియు మంగళవారం బుధవారం కంటే ఎన్ని ఎక్కువ పిల్లలతో ఆడాడు? ;26.0
