m_query;response
Naglaro si Julia ng tag kasama ang 18 na bata noong Lunes. Naglaro siya ng tag kasama ang 10 na bata noong Martes. Ilang bata pa ang kasama niya noong Lunes kaysa noong Martes? ;8.0
Naglaro si Julia ng tag kasama ang 11 na bata noong Lunes. Naglaro siya ng tag kasama ang 12 na bata noong Martes. Ilang bata pa ang kasama niya noong Martes kaysa noong Lunes? ;1.0
Naglaro si Julia ng tag kasama ang 5 na bata noong Lunes. Naglaro siya ng tag kasama ang ilang iba pang mga bata noong Martes. kung siya ay naglalaro sa isang kabuuang 15 mga bata kung magkano ang mga bata siya ay naglalaro sa Martes? ;10.0
Naglaro si Julia ng tag kasama ang ilang mga bata noong Lunes. Naglaro siya ng tag kasama ang 14 na bata noong Martes. kung siya ay naglalaro sa isang kabuuang 16 na mga bata kung magkano ang mga bata siya ay naglalaro sa Lunes? ;2.0
Naglaro si Julia ng tag kasama ang 16 na bata noong Lunes. kung siya ay naglalaro ng tag sa 12 higit pang mga bata sa Lunes kaysa sa Martes kung magkano ang mga bata siya ay naglalaro sa Martes? ;4.0
Naglaro si Julia ng tag kasama ang 14 na bata noong Martes. kung siya ay naglaro ng tag sa 8 higit pang mga bata sa Lunes kaysa sa Martes kung gaano karaming mga bata ang siya ay naglaro sa Lunes? ;22.0
Si Julia ay naglaro ng tag kasama ang 17 na bata noong Lunes 15 na bata noong Martes at 2 na bata noong Miyerkules. Ilang bata ang kasama niyang nilalaro sa kabuuan? ;34.0
Si Julia ay naglaro ng tag kasama ang 15 na bata noong Lunes 18 na bata noong Martes at 97 na bata noong Miyerkules. Ilang bata ang kasama niya noong Lunes at Martes? ;33.0
Naglaro si Julia ng tag kasama ang 5 na bata noong Lunes 9 na bata noong Martes at 15 na bata noong Miyerkules. Ilang bata ang kasama niya noong Lunes at Miyerkules? ;20.0
Naglaro si Julia ng tag kasama ang 2 bata noong Lunes 14 bata noong Martes at 16 bata noong Miyerkules. Ilang bata ang kasama niya noong Martes at Miyerkules? ;30.0
Naglaro si Julia ng tag kasama ang 9 na bata noong Lunes 7 na bata noong Martes at 96 na bata noong Miyerkules. Ilang bata pa ang kasama niya noong Lunes kaysa noong Martes? ;2.0
Naglaro si Julia ng tag kasama ang 14 na bata noong Lunes 2 na bata noong Martes at 8 na bata noong Miyerkules. Ilang bata pa ang kasama niya noong Lunes kaysa noong Miyerkules? ;6.0
Naglaro si Julia ng tag kasama ang 8 na bata noong Lunes 11 na bata noong Martes at 9 na bata noong Miyerkules. Ilang bata pa ang kasama niya noong Martes kaysa noong Miyerkules? ;2.0
Si Julia ay naglaro ng tag kasama ang 15 na bata noong Lunes 18 na bata noong Martes at 7 na bata noong Miyerkules. Ilang bata pa ang kasama niya noong Lunes at Martes kaysa noong Miyerkules? ;26.0
Naglaro si Julia ng tag kasama ang 13 na bata noong Lunes at 10 na bata noong Martes. Naglaro siya ng mga card kasama ang 15 na bata noong Miyerkules. Ilang bata ang kasama niyang nilalaro sa kabuuan? ;38.0
Naglaro si Julia ng tag kasama ang 7 na bata noong Lunes at 13 na bata noong Martes. Naglaro siya ng mga card kasama ang 20 na bata noong Miyerkules. Ilang bata ang kasama niya sa paglalaro ng tag? ;20.0
Naglaro si Julia ng tag kasama ang 12 na bata noong Lunes. Naglaro siya ng tag kasama ang 14 na bata noong Martes. Nagtagal siya ng 34 oras sa pag-play ng tag sa parehong araw. Ilang bata ang kasama niyang nilalaro sa kabuuan? ;26.0
Naglaro si Julia ng tag kasama ang 19 na bata noong Lunes. Naglaro siya ng tag kasama ang 18 na bata noong Martes. Nagtagal siya ng kabuuang 38 oras sa paglalaro ng tag sa parehong araw. Ilang bata pa ang kasama niya noong Lunes kaysa noong Martes? ;1.0
Naglaro si Julia ng tag kasama ang 5 na bata noong Martes. Naglaro siya ng tag kasama ang 6 na bata noong Lunes. Ilang bata pa ang kasama niya noong Lunes kaysa noong Martes? ;1.0
Si Julia ay naglalaro ng tag kasama ang 18 na bata. Naglaro siya sa 4 na bata noong Lunes at may ilang mga bata pa noong Martes. Ilang bata ang kasama niya noong Martes? ;14.0
Naglaro si Julia ng tag kasama ang 4 na bata noong Miyerkules. Naglaro siya sa 6 na bata noong Lunes at 17 na bata noong Martes. Ilang bata pa ang kasama niya noong Lunes kaysa noong Miyerkules? ;2.0
Kumain si Bobby ng ilang mga piraso ng kendi. Pagkatapos ay kumain pa siya ng 25. kung siya ay kumain ng kabuuang 43 piraso ng kendi kung magkano ang mga piraso ng kendi na siya ay kumain sa simula? ;18.0
Kumain si Bobby ng 28 piraso ng kendi. Pagkatapos ay kumain siya ng 42 pa. Kumain din siya ng 63 piraso ng tsokolate. Ilang piraso ng kendi ang kinain ni Bobby? ;70.0
Kumain si Bobby ng 33 piraso ng kendi. Pagkatapos ay kumain pa siya ng apat. Kumain din siya ng 14 piraso ng tsokolate. Ilang piraso ng kendi at tsokolate ang kabuuang kinain ni Bobby? ;51.0
Kumain si Bobby ng 38 piraso ng kendi. Pagkatapos ay kumain pa siya ng 36. Kumain din siya ng 16 piraso ng tsokolate. Ilang mas maraming piraso ng kendi kaysa tsokolate ang kinain ni Bobby? ;58.0
Si Bobby ay nagkaroon ng 20 piraso ng kendi. Kumain siya ng 34 piraso ng kendi. Pagkatapos ay kumain pa siya ng 18. Ilang piraso ng kendi ang kinain ni Bobby? ;52.0
Si Bobby ay nagkaroon ng 21 piraso ng kendi. Kumain siya ng 5 piraso ng kendi. Pagkatapos ay kumain pa siya ng 9. Ilang piraso pa ba ng kendi ang natitira sa kanya? ;7.0
Si Bobby ay nagkaroon ng 22 piraso ng kendi. Kumain siya ng ilang mga piraso ng kendi. Pagkatapos ay kumain siya ng 5 pang. kung mayroon pa siyang 8 piraso ng kendi natitira kung gaano karaming piraso ng kendi ang kanyang kinain sa simula? ;9.0
Si Bobby ay nagkaroon ng 19 piraso ng kendi. Kumain siya ng 2 piraso ng kendi. Ilang piraso pa ba ng kendi ang natitira sa kanya? ;17.0
