m_query;response
Julia si v pondělí hrála s 18 dětmi. V úterý si hrála s deseti dětmi. S kolika dětmi si v pondělí hrála víc než v úterý? ;8.0
Julia si v pondělí hrála s 11 dětmi. Hrála si s 12 dětmi v úterý. S kolika dětmi si v úterý hrála víc než v pondělí? ;1.0
Julia si v pondělí hrála s pěti dětmi. V úterý si hrála s dalšíma dětma. Pokud hrála s 15 dětmi, s kolika dětmi si hrála v úterý? ;10.0
Julia si v pondělí hrála s klukama. V úterý si hrála s 14 dětmi. Pokud hrála s 16 dětmi, s kolika dětmi si hrála v pondělí? ;2.0
Julia si v pondělí hrála s 16 dětmi. Jestli hrála v pondělí s 12 dětmi víc než v úterý, s kolika dětmi si hrála v úterý? ;4.0
Julia si v úterý hrála s 14 dětmi. Pokud hrála v pondělí s 8 dětmi víc než v úterý, s kolika dětmi si v pondělí hrála? ;22.0
Julia si hrála s 17 dětmi v pondělí, 15 dětmi v úterý a dvě děti ve středu. S kolika dětmi si spolu hrála? ;34.0
Julia hrála tag s 15 dětmi v pondělí, 18 dětmi v úterý a 97 dětmi ve středu. S kolika dětmi si hrála v pondělí a úterý? ;33.0
Julia si hrála s pěti dětmi v pondělí, s devíti v úterý a s patnácti ve středu. S kolika dětmi si hrála v pondělí a ve středu? ;20.0
Julia si hrála s dvěma dětmi v pondělí, 14 dětmi v úterý a 16 dětmi ve středu. S kolika dětmi si hrála v úterý a ve středu? ;30.0
Julia hrála tag s 9 dětmi v pondělí, 7 dětmi v úterý a 96 dětmi ve středu. S kolika dětmi si v pondělí hrála víc než v úterý? ;2.0
Julia hrála tag s 14 dětmi v pondělí, 2 děti v úterý a 8 dětí ve středu. S kolika dětmi si v pondělí hrála víc než ve středu? ;6.0
Julia si hrála s osmi dětmi v pondělí, s jedenácti v úterý a s devíti ve středu. S kolika dětmi si v úterý hrála víc než ve středu? ;2.0
Julia hrála tag s 15 dětmi v pondělí, 18 dětmi v úterý a 7 dětmi ve středu. S kolika dětmi si hrála v pondělí a úterý víc než ve středu? ;26.0
Julia si hrála s 13 dětmi v pondělí a s 10 dětmi v úterý. Ve středu hrála karty s patnácti dětmi. S kolika dětmi si spolu hrála? ;38.0
Julia si hrála s 7 dětmi v pondělí a s 13 dětmi v úterý. Ve středu hrála karty s 20 dětmi. S kolika dětmi si hrála na hádanku? ;20.0
Julia si v pondělí hrála s dvanácti dětmi. V úterý si hrála s 14 dětmi. Celkem strávila 34 hodin hraním tagů oba dny. S kolika dětmi si spolu hrála? ;26.0
Julia si v pondělí hrála s 19 dětmi. V úterý si hrála s 18 dětmi. V obou dnech strávila 38 hodin hraním na kolečko. S kolika dětmi si v pondělí hrála víc než v úterý? ;1.0
Julia si v úterý hrála s pěti dětmi. V pondělí si hrála s šesti dětmi. S kolika dětmi si v pondělí hrála víc než v úterý? ;1.0
Julia hrála tag s celkem 18 dětmi. Hrála se čtyřmi dětmi v pondělí a ještě s několika dalšími dětmi v úterý. S kolika dětmi si v úterý hrála? ;14.0
Julia si ve středu hrála s 4 dětmi. V pondělí si hrála se šesti dětmi a v úterý se sedmnácti. S kolika dětmi si v pondělí hrála víc než ve středu? ;2.0
Bobby snědl pár kousků bonbónů. a pak jich snědl dalších 25. Pokud snědl celkem 43 kousků bonbónů, kolik kousků bonbónů snědl na začátku? ;18.0
Bobby snědl 28 kousků bonbónů. a pak jich snědl dalších 42. Taky snědl 63 kusů čokolády. Kolik kousků bonbónů Bobby snědl? ;70.0
