m_query;response
Julia te jwe ak 18 timoun lendi. li te jwe ak 10 timoun nan Madi. konbyen timoun li te jwe ak Lendi pase Madi? ;8.0
Julia te jwe ak 11 timoun lendi. li te jwe ak 12 timoun nan Madi. konbyen timoun li te jwe ak nan Madi pase nan Lendi? ;1.0
Julia te jwe ak 5 timoun nan Lendi. li te jwe ak kèk lòt timoun nan Madi. si li te jwe ak yon total de 15 timoun konbyen timoun li te jwe ak nan Madi? ;10.0
Julia te jwe ak kèk timoun nan Lendi. li te jwe ak 14 timoun nan Madi. si li te jwe ak yon total de 16 timoun konbyen timoun li te jwe ak nan Lendi? ;2.0
Julia te jwe ak 16 timoun nan Lendi. si li te jwe ak 12 timoun plis nan Lendi pase nan Madi konbyen timoun li te jwe ak nan Madi? ;4.0
Julia te jwe ak 14 timoun nan Madi. si li te jwe ak 8 timoun plis lendi pase madi konbyen timoun li te jwe ak lendi a? ;22.0
Julia te jwe ak 17 timoun nan Lendi 15 timoun nan Madi ak 2 timoun nan Mèkredi. konbyen timoun li te jwe ak an total? ;34.0
Julia te jwe ak 15 timoun nan Lendi 18 timoun nan Madi ak 97 timoun nan Mèkredi. konbyen timoun li te jwe ak Lendi ak Madi? ;33.0
Julia te jwe ak 5 timoun nan Lendi, 9 timoun nan Madi ak 15 timoun nan Mèkredi. konbyen timoun li te jwe ak Lendi ak Mèkredi? ;20.0
Julia te jwe ak 2 timoun nan Lendi, 14 timoun nan Madi ak 16 timoun nan Mèkredi. konbyen timoun li te jwe ak nan Madi ak Mèkredi? ;30.0
Julia te jwe ak 9 timoun nan Lendi 7 timoun nan Madi ak 96 timoun nan Mèkredi. konbyen timoun li te jwe ak Lendi pase Madi? ;2.0
Julia te jwe ak 14 timoun nan Lendi 2 timoun nan Madi ak 8 timoun nan Mèkredi. konbyen timoun li te jwe ak Lendi pase Mèkredi? ;6.0
Julia te jwe ak 8 timoun nan Lendi 11 timoun nan Madi ak 9 timoun nan Mèkredi. konbyen timoun li te jwe ak nan madi pase nan mèkredi? ;2.0
Julia te jwe ak 15 timoun nan Lendi 18 timoun nan Madi ak 7 timoun nan Mèkredi. konbyen timoun li te jwe ak Lendi ak Madi pase Mèkredi? ;26.0
Julia te jwe ak 13 timoun lendi ak 10 timoun madi. li te jwe kat ak 15 timoun nan Mèkredi. konbyen timoun li te jwe ak an total? ;38.0
Julia te jwe ak 7 timoun lendi ak 13 timoun madi. li te jwe kat ak 20 timoun nan Mèkredi. konbyen timoun li te jwe ak ansanm? ;20.0
Julia te jwe ak 12 timoun nan Lendi. li te jwe ak 14 timoun nan Madi. li te pase yon total 34 èdtan pou jwe tag sou tou de jou. konbyen timoun li te jwe ak an total? ;26.0
Julia te jwe ak 19 timoun nan Lendi. li te jwe ak 18 timoun nan Madi. li te pase yon total de 38 èdtan pou jwe tag sou tou de jou. konbyen timoun li te jwe ak Lendi pase Madi? ;1.0
Julia te jwe ak 5 timoun nan Madi. li te jwe ak 6 timoun nan Lendi. konbyen timoun li te jwe ak Lendi pase Madi? ;1.0
Julia te jwe ak 18 timoun. li te jwe ak 4 timoun nan Lendi e ankò ak kèk timoun plis nan Madi. konbyen timoun li te jwe ak nan madi? ;14.0
Julia te jwe ak 4 timoun nan Mèkredi. li te jwe ak 6 timoun nan Lendi ak 17 timoun nan Madi. konbyen timoun li te jwe ak Lendi pase Mèkredi? ;2.0
Bobby te manje kèk moso sirèt. apre sa li manje 25 lòt. si li te manje 43 moso sirèt totalman konbyen moso sirèt li te manje nan kòmansman an? ;18.0
Bobby te manje 28 moso sirèt. apre sa li manje 42 lòt. li te manje 63 moso chokola tou. konbyen moso sirèt Bobby te manje? ;70.0
Bobby te manje 33 moso sirèt. Apre sa, li te manje 4 lòt. li te manje 14 moso chokola tou. konbyen moso sirèt ak chokola Bobby te manje an total? ;51.0
Bobby te manje 38 moso sirèt. apre sa li manje 36 lòt. li te manje 16 moso chokola tou. konbyen moso sirèt plis pase chokola Bobby te manje? ;58.0
Bobby te gen 20 moso sirèt. li te manje 34 moso sirèt. apre sa, li manje 18 lòt. konbyen moso sirèt Bobby te manje? ;52.0
Bobby te gen 21 moso sirèt. li te manje 5 moso sirèt. Apre sa, li manje 9 lòt. konbyen moso sirèt li genyen toujou? ;7.0
Bobby te gen 22 moso sirèt. li te manje kèk moso sirèt. Apre sa, li manje 5 lòt. si li toujou gen 8 moso sirèt ki rete konbyen moso sirèt li te manje nan kòmansman an? ;9.0
Bobby te gen 19 moso sirèt. li te manje 2 moso sirèt. konbyen moso sirèt li genyen toujou? ;17.0
Bobby te gen 32 moso sirèt. li te manje kèk moso sirèt. si li gen 20 moso sirèt ki rete konbyen moso sirèt Bobby te manje? ;12.0
Bobby te manje 17 moso sirèt. apre sa li manje 15 lòt. si li te gen 36 moso sirèt okòmansman konbyen moso sirèt li genyen ankò? ;4.0
Bobby te manje 23 moso sirèt. si li te genyen 30 moso sirèt okòmansman konbyen moso sirèt li genyen ankò? ;7.0
Allan te pote 5 balon e Jake te pote 3 balon nan pak la. konbyen balon Allan te genyen plis pase Jake nan pak la? ;2.0
Allan te pote 2 balon e Jake te pote 3 balon nan pak la. konbyen balon Jake te genyen plis pase Allan nan pak la? ;1.0
Allan ak Jake te pote 3 balon nan pak la. si Allan te pote 2 balon konbyen balon Jake te pote nan pak la? ;1.0
Jake te pote 6 balon nan pak la. si Jake te pote 4 balon plis pase kantite balon ke Allan te pote konbyen balon Allan te pote nan pak la? ;2.0
Allan te pote 5 balon nan pak la. si Jake te pote 6 balon plis pase kantite balon ke Allan te pote konbyen balon Jake te pote nan pak la? ;11.0
Allan te pote 3 balon e Jake te pote 5 balon nan pak la. Allan te achte 2 lòt balon nan pak la. konbyen balon Allan ak Jake te genyen nan pak la? ;10.0
Allan te pote 2 balon e Jake te pote 4 balon nan pak la. Allan te achte 3 lòt balon nan pak la. konbyen balon Allan te genyen plis pase Jake nan pak la? ;1.0
Allan te pote 2 balon e Jake te pote 6 balon nan pak la. Allan te achte 3 lòt balon nan pak la. konbyen balon Jake te genyen plis pase Allan nan pak la? ;1.0
Allan te pote 5 balon e Jake te pote 4 balon nan pak la. Allan te achte 3 lòt balon nan pak la. konbyen balon Allan te pote nan pak la? ;8.0
Allan te pote 6 balon e Jake te pote 2 balon nan pak la. Jake te achte 3 lòt balon nan pak la. konbyen balon Allan te genyen plis pase Jake nan pak la? ;1.0
Allan te pote 6 balon e Jake te pote 3 balon nan pak la. Jake te achte 4 lòt balon nan pak la. konbyen balon Jake te genyen plis pase Allan nan pak la? ;1.0
Allan te pote 5 balon e Jake te pote 6 balon nan pak la. Jake te achte 3 lòt balon nan pak la. konbyen balon Jake te pote nan pak la? ;9.0
Allan te pote 3 balon ak 20 boul pandan Jake te pote 5 balon ak 59 boul nan pak la. konbyen balon Allan ak Jake te genyen nan pak la? ;8.0
Allan te pote 7 balon ak 5 boul pandan Jake te pote 6 balon ak 4 boul nan pak la. konbyen boul Allan ak Jake te genyen nan pak la? ;9.0
Allan te pote 5 balon. si Allan ak Jake te pote 6 balon nan pak la konbyen balon Jake te pote nan pak la? ;1.0
Allan te pote 2 balon nan pak la e li te achte 3 balon anplis la. si Jake te pote 6 balon nan pak la konbyen balon Jake te genyen plis ke Allan nan pak la? ;1.0
chak jou Ryan pase 6 èdtan ap aprann angle ak 2 èdtan ap aprann Chinwa. konbyen èdtan li pase pou l aprann angle pase pou l aprann chinwa? ;4.0
chak jou Ryan pase 6 èdtan ap aprann angle ak 7 èdtan ap aprann Chinwa. konbyen èdtan li pase pou l aprann Chinwa pase pou l aprann Anglè? ;1.0
chak jou Ryan pase 3 èdtan ap aprann anglè ak kèk lòt èdtan ap aprann chinwa. si li pase 4 èdtan nan total pou aprann angle ak Chinwa chak jou konbyen èdtan li pase nan aprann Chinwa? ;1.0
chak jou Ryan pase 7 èdtan ap aprann angle ak kèk lòt èdtan ap aprann Chinwa. si li pase 2 zè de tan plis ap aprann angle pase ap aprann chinwa konbyen zè de tan li pase ap aprann chinwa? ;5.0
chak jou Ryan pase 5 èdtan ap aprann Chinwa ak kèk lòt èdtan ap aprann Anglè. si li pase 2 zè de tan plis ap aprann angle pase ap aprann chinwa konbyen zè de tan li pase ap aprann angle? ;7.0
chak jou Ryan pase 6 èdtan ap aprann angle ak 7 èdtan ap aprann Chinwa. si li aprann pandan 5 jou konbyen èdtan li pase nan aprann angle ak Chinwa an total? ;65.0
chak jou Ryan pase 6 èdtan ap aprann angle ak 5 èdtan ap aprann Chinwa. si li aprann pandan 2 jou konbyen èdtan li pase nan aprann angle an total? ;12.0
