question;answer_number
Kaczki Janet składają 16 jaj dziennie. Każdego ranka zjada trzy na śniadanie i codziennie piecze muffiny dla przyjaciół z czterema. Pozostałe sprzedaje na targu codziennie za 2 dolary za świeże kaczorskie jajko. Ile dolarów zarabia codziennie na targu? ;18
Na szlafrok potrzeba dwóch śrub błękitnych włókien i połowy tej ilości białych włókien. Ile w sumie śrub potrzeba? ;3
Josh postanawia spróbować przewrócić dom. Kupuje dom za 80 tysięcy dolarów i wkłada 50 tysięcy na naprawy. To zwiększyło wartość domu o 150%. Ile zarobił? ;70000
James postanowił biegać 3 razy w tygodniu. Biega 60 metrów na sprint. Ile metrów w tygodniu biega? ;540
Każdego dnia Wendi karmi każde z kurcząt trzema filiżankami mieszanego pokarmu dla kurcząt, zawierającego nasiona, robaki i warzywa, aby utrzymać je w dobrym zdrowiu. Karmi kurczaki trzy razy. Rano daje swemu stado kurczakom 15 kubków paszy. Po południu daje swoim kurczakom kolejne 25 kubków paszy. Ile kubków paszy potrzebuje, by podać kurczakom ostatni posiłek dnia, jeśli stada Wendi liczy 20 kurczaków? ;20
Kylar poszedł do sklepu kupić okulary na nowe mieszkanie. Jedna szklanka kosztuje 5 dolarów, ale każda druga szklanka kosztuje tylko 60% ceny. Kylar chce kupić 16 szklanek. Ile musi za nie zapłacić? ;64
Toulouse ma dwa razy więcej owiec niż Charleston. W Charleston jest cztery razy więcej owiec niż w Seattle. Ile owiec mają Toulouse, Charleston i Seattle razem, jeśli Seattle ma 20 owiec? ;260
Carla pobiera plik o pojemności 200 GB. Normalnie może pobrać 2 GB/minutę, ale 40% drogi przez pobranie, Windows zmusza do ponownego uruchomienia, aby zainstalować aktualizacje, co zajmuje 20 minut. Carla musi ponownie rozpocząć pobieranie od początku. Ile czasu zajmie pobranie pliku? ;160
John jeździ 3 godziny z prędkością 100 km/h, a potem odwraca się, bo uświadamia sobie, że zapomniał coś bardzo ważnego w domu. Próbuje wrócić do domu w ciągu 4 godzin, ale pierwsze 2 spędza w korku. Następne pół godziny spędza na jazdzie z prędkością 30 mil na godzinę, zanim będzie mógł jechać przez pozostałe 4 godziny z prędkością 80 mil na godzinę. Jak daleko jest od domu po tych czterech godzinach? ;45
Stawka godzinowa Elizy za pierwsze 40 godzin pracy tygodniowo wynosi 10 dolarów. Otrzymuje również wynagrodzenie za nadgodziny, które jest 1,2 razy większe niż jej stawka godzinowa. Jeśli Eliza pracowała 45 godzin w tym tygodniu, to ile zarabia w tym tygodniu? ;460
W pierwszym miesiącu nowy program miał 60 pobrań. Liczba pobrań w drugim miesiącu była trzykrotnie większa niż w pierwszym miesiącu, ale następnie zmniejszyła się o 30% w trzecim miesiącu. Ile ściągnięć program miał w ciągu trzech miesięcy? ;366
Toula poszła do piekarni i kupiła różnego rodzaju ciastka. Kupiła 3 tuziny pączków, które kosztowały 68 dolarów za tuzin, 2 tuziny mini babeczek, które kosztowały 80 dolarów za tuzin, i 6 tuzinów mini cheesecakes za 55 dolarów za tuzin. Ile kosztowała całość? ;694
Carlos sadzi drzewo cytrynowe. Drzewo będzie kosztować 90 dolarów. Każdego roku wyrosną na nim siedem cytryn, które sprzedaje za 1,5 dolara za sztukę. Woda i żywność kosztują 3 dolary rocznie. Ile jeszcze lat minie zanim zacznie zarabiać na drzewie cytrynowym? ;13
Melanie jest sprzedawczynią od drzwi do drzwi. Sprzedała jedną trzecią odkurzaczy w zielonej, dwie kolejne w czerwonej, a połowę w pomarańczowej. Jeśli Melanie ma 5 odkurzaczy, to ile miała na początku? ;18
W klasie tańca z 20 uczniów, 20% zapisało się na taniec współczesny, 25% pozostałych zapisało się na taniec jazzowy, a reszta zapisała się na taniec hip-hop. Jaki procent wszystkich studentów zapisało się na hip-hop? ;60
Sprzedawca chce dokonać wyboru między dwoma planami zakupu: biżuterii o wartości 5000 dolarów lub gadżetów elektronicznych o wartości 8000 dolarów. Jego doradca finansowy spekuluje, że rynek biżuterii wzrośnie o 2,5%, a rynek gadżetów elektronicznych wzrośnie o 1,2% w tym samym miesiącu. Jeśli kupiec chce zwiększyć zysk pod koniec miesiąca, dokonując wyboru, to ile to będzie zysku? ;125
Dwa pociągi wyjeżdżają z San Rafael w tym samym czasie. Zaczynają podróżować na zachód, obie podróżują 80 mil. Następnego dnia podróżują na północ, pokonując 240 km. Jaką odległość pokonał każdy pociąg w ciągu dwóch dni? ;230
Jill dostaje 20 dolarów za godzinę za nauczanie i 30 dolarów za bycie trenerem cheerleaderek. Jeśli pracuje 50 tygodni w roku, 35 godzin tygodniowo jako nauczycielka i 15 godzin tygodniowo jako trenerka, jaka jest jej roczna pensja? ;57500
Claire robi omlet z 3 jajkami każdego ranka na śniadanie. Ile tuzinów jaj zje w ciągu 4 tygodni? ;7
Marissa idzie na 12-milę szlaku. Zajęło jej godzinę, by przejść pierwsze 4 mile, następnie kolejne dwie. Jeśli chce, aby jej średnia prędkość wynosiła 6 km/h, to jaka prędkość (w milach na godzinę) potrzebuje, aby przejść pozostałą odległość? ;6
Mam 10 litrów napoju pomarańczowego, który jest w dwóch trzecich wodą i chcę dodać go do 15 litrów napoju ananasowego, który jest w trzech piątych wodą. Ale kiedy ją wylewam, rozlewa się litr pomarańczowego napoju. Ile wody jest w pozostałych 24 litrach? ;15
Raymond i Samantha są kuzynami. Raymond urodził się 6 lat przed Samanthą. Raymond miał syna w wieku 23 lat. Jeśli Samantha ma teraz 31 lat, to ile lat temu urodził się syn Raymonda? ;14
Billy sprzedaje DVD. Wtorek ma 8 klientów. Jego pierwsi 3 klienci kupują po jednym DVD. Jego następni klienci kupują po 2 DVD. Jego ostatni klienci nie kupują żadnych DVD. Ile DVD Billy sprzedał we wtorek? ;7
Świeca topi się o 2 centymetry za każdą godzinę spalania. Ile centymetrów krótsza będzie świeca po zapaleniu od 13:00 do 17:00? ;8
Kyle kupił najlepszą książkę z zeszłego roku za 19,50 dolarów. To z 25% zniżką od ceny pierwotnej. Jaka była pierwotna cena książki? ;26
Marie zamówiła jeden posiłek z kurczaka, który kosztował 12 dolarów, 5 paczek mleka, które kosztowały 3 dolary, 4 jabłka, które kosztowały po 1,50 dolara, oraz kilka pudełek pizzy. Marie zapłaciła łącznie 50 dolarów. Ile pudełek pizzy zamówiła Marie, jeśli każda kosztuje 8,50$? ;2
Mishka kupiła 3 pary szortów, 3 pary spodni i 3 pary butów. Jedna para szortów kosztuje 16,50 dolarów. Jedna para spodni kosztuje 22,50 dolarów, a jedna para butów 42 dolarów. Ile dolarów wydała Mishka na wszystkie ubrania? ;243
Cynthia je jedną porcję lodów co wieczór. Kupuje kartony z 15 porcjami lodów za 4 dolary za karton. Po 60 dniach, ile wyda na lody? ;16
Henry zatrzymał się dwa razy podczas swojej 60-milnej wycieczki rowerowej. Zatrzymał się po 20 milach. Jego drugi przystanek był 15 mil przed końcem podróży. Ile mil przejechał między pierwszym a drugim przystankiem? ;25
Gloria robi zakupy, kiedy natknęła się na buty, które pasują do jej budżetu. Jednakże musi wybierać między butami a dwiema parami wysokich obcasów, które razem kosztują pięć dolarów mniej niż buty. Jeśli jedna para obcasów kosztuje 33 dolary, a druga dwa razy tyle, ile to jest za buty? ;104
Stosunek wieku Darrella i Allena to 7:11. Jeśli ich łączny wiek wynosi teraz 162, oblicz wiek Allena za 10 lat. ;109
Gunter próbuje policzyć marmeladę w słoiku. Pyta przyjaciół, ilu ich jest w słoiku. Jeden mówi 80. Drugi mówi, że 20 więcej niż połowa pierwszego. Trzeci mówi o 25% więcej niż pierwszy. Jakie jest ich średnie oszacowanie? ;80
John opiekuje się 10 psami. Każdy pies potrzebuje pół godziny dziennie na spacery i zajęcie się swoimi sprawami. Ile godzin tygodniowo spędza opiekując się psami? ;35
Gretchen ma 110 monet. Jest 30 więcej złotych monet niż srebrnych. Ile złotych monet ma Gretchen? ;70
Siobhan ma o 2 klejnoty mniej niż Aaron. Aaron ma pięć więcej klejnotów niż połowa klejnotów Raymonda. Jeśli Raymond ma 40 klejnotów, to ile ma Siobhan? ;23
Mike gra w ping pong przez 40 minut. W pierwszych 20 minutach zdobywa 4 punkty. W drugiej połowie zdobywa o 25% więcej punktów. Ile punktów zdobył? ;9
Terry je dwa jogurty dziennie. Obecnie są one w sprzedaży za 4 jogurty za 5 dolarów. Ile wyda na jogurt w ciągu 30 dni? ;75
John planuje sprzedać wszystkie swoje zabawki i użyć pieniędzy, by kupić gry wideo. Ma 13 zestawów Lego i sprzedaje je za 15 dolarów za sztukę. W końcu kupuje osiem gier za 20 dolarów każda i zostaje mu 5 dolarów. Ile zestawów Lego ma? ;2
John biega 100 km tygodniowo. Biega 3 dni w tygodniu. Pierwszego dnia biega 3 godziny, a następnych 2 razy mniej. Jak szybko biega? ;10
Dana biega czterokrotnie szybciej niż chodzi, ale potrafi skakać z prędkością połowę niżej. Jeśli potrafi skakać z prędkością 5 km/h, ile kilometrów może przebyć w ciągu 6 godzin, jeśli spędza jedną trzecią czasu na bieganiu, a dwie trzecie na chodzeniu? ;18
iPhone Brandona jest cztery razy starszy od iPhone'a Bena. iPhone Bena jest dwa razy starszy od iPhone'a Suzy. Jeśli iPhone Suzy ma 1 rok, to ile ma iPhone Brandona? ;8
Wielki smok, Perg, siedział wysoko na szczycie góry Farbo, dmuchając ogniem na wszystko w odległości 1000 stóp. Polly potrafiła rzucić złotą włócznię, jedyną znaną broń, która mogła zwinąć smoka, na odległość 400 stóp, w zasięgu płomieni smoka. Ale kiedy Polly trzymała szafir, mogła rzucić włócznią trzy razy dalej niż gdy nie trzymała. Jeśli trzymając kamień, jak daleko poza zasięgiem płomieni smoka, Polly może stać i nadal uderzyć smoka złotą włócznią? ;200
Babcia Jones upieczona 5 ciastek jabłkowych na strażacy lunch. Każde ciasto rozcięła na osiem kawałków i położyła na stole, aby goście mogli je sobie podać. Pod koniec wieczoru, gdy goście zjadli swoje kawałki ciasta, pozostało 14 kawałków. Ile kawałków zabrali goście? ;26
Według informacji o wartości odżywczej, worek chipsów ma 250 kalorii na porcję. Jeśli worek 300g ma 5 porcji, ile gramów możesz zjeść, jeśli Twoim dziennym celem kalorii jest 2000 i już spożyłeś 1800 kalorii? ;48
Charlie chce sprzedawać świece z wosku pszczeli. Za każdy kilogram wosku pszczeli może zrobić 10 stożkowych świec. Kilogram wosku pszczeli i szwy kosztują 10 dolarów. Jeśli sprzedaje każdą świecę za 2 dolary, jaki jest jego zysk netto, jeśli wyprodukuje i sprzeda 20 świec? ;20
Meredith jest niezależną blogerką, która pisze o tematach zdrowotnych i codziennie przedstawia je klientom jako stałą pracę. Na opracowanie i napisanie artykułu na blogu potrzeba średnio 4 godzin. W zeszłym tygodniu napisała 5 artykułów w poniedziałek i 2/5 więcej artykułów we wtorek niż w poniedziałek. W środę napisała dwa razy więcej artykułów niż we wtorek. Oblicz całkowitą liczbę godzin, które spędziła na pisaniu artykułów w ciągu trzech dni. ;104
"Candice włożyła 80 kartek do torebki, zanim wyjechała do pracy w kawiarni. W drodze zatrzymała się w sklepie i kupiła paczkę kartek z napisem ""Post-it""; w pracy umieściła jedną kartkę z napisem ""Post-it"" na każdej z 220 różnych filiżanek kawy. Jeśli miała 23 notatki, ile notatek było w paczce, którą kupiła? ";163
John kupuje dwa razy więcej czerwonych krawatów niż niebieskich. Czerwone krawaty kosztują 50% więcej niż niebieskie. Wydał 200 dolarów na niebieskie krawaty, które kosztowały po 40 dolarów. Ile wydał na krawaty? ;800
Tracy użyła kawałka drutu o długości 4 stóp do podtrzymywania roślin pomidorów w ogrodzie. Drut został pocięty na kawałki o długości 15 cm. Ile sztuk zdobyła? ;8
Richard mieszka w piętnastopiętrowym budynku. Każde piętro zawiera 8 jednostek, a 3/4 budynku jest zajęte. Jaka jest całkowita liczba wolnych mieszkań w budynku? ;30
Lloyd ma farmę jaj. Jego kury wydają 252 jaja dziennie i sprzedaje je za 2 dolary za tuzin. Ile zarabia Lloyd na jajach tygodniowo? ;294
Statek Toma może poruszać się z prędkością 10 mil na godzinę. Pływa od 1 do 4 po południu. Potem wraca z prędkością 6 mil na godzinę. Ile mu zajmie powrót? ;5
Torba Uriaha staje się dla niego za ciężka. Musi zrzucić z niego 15 funtów. Jego komiksy ważą po pół kilograma, a zabawki po pół kilograma. Jeśli usunie 30 komiksów, ile zabawek musi usunąć? ;15
Mechanik pobiera różne stawki za naprawę opon ciężarówek i samochodów. Za każdą naprawę opony ciężarówki mechanik pobiera 60 dolarów, a za każdą naprawę opony samochodu 40 dolarów. W czwartek mechanik naprawia 6 opon ciężarówek i 4 samochodowe. W piątek, mechanik naprawia 12 samochodów, ale nie naprawia żadnych opon. Ile więcej zarobił mechanik w dniu, w którym dochód był wyższy? ;40
Siostry Doubtfire wracają do domu z siedmioma kociętami adoptowanymi z lokalnego schroniska dla zwierząt, kiedy ich matka dzwoni, aby poinformować, że ich dwa koty domowe właśnie miały kocięta. Mówi, że Patchy, pierwszy kot, miał trzy razy więcej adoptowanych kociaków, podczas gdy Trixie, drugi kot, miał 12. Ile kotków ma teraz rodzina Doubtfire? ;40
Jean ma 30 lizaków. Jean zjada dwa lizaka. Z pozostałymi lizakami, Jean chce spakować dwa lizaky w jednym worku. Ile torb Jean może wypełnić? ;14
Peter planuje pójść do kina w tym tygodniu. Zawsze dostaje bilet za 7 dolarów i popcorn za 7 dolarów. Jeśli ma 42 dolary na tydzień, ile razy może iść do kina? ;3
Drewniany most nie może przenieść więcej niż 5000 funtów. Po mostku przejedzie ciężarówka z identycznymi pudełkami, każdy ważący 5 kilogramów. Łączna waga kierowcy i pustej ciężarówki to 3755 funtów. Jaka jest maksymalna liczba skrzynek, które mogą być załadowane na ciężarówkę, nie przekraczając ograniczenia masy mostu? ;83
Stephen zamówił na sieci artykuły spożywcze. Jego ostatni rachunek wyniósł 40 dolarów. Ponieważ dostawy były przez dostawcę, dodali 25% opłaty do jego całkowitej kwoty i naliczyli mu 3 dolary za dostawy. Stephen dodał też cztery dolary napiwku. Po dodatkowych opłatach, jaka była ostateczna cena zakupów Stephena? ;57
Budzik malinowy ma 6 gromad po 20 owoców i 67 pojedynczych owoców rozrzuconych po całym krzewie. Ile małą ma w sumie? ;187
Kosz zawiera 25 pomarańczy, z których 1 jest zła, 20% jest niedojrzała, 2 są kwaśne, a reszta jest dobra. Ile pomarańczy jest dobrych? ;17
Janet kupuje broszkę dla córki. Za materiał płacą 500 dolarów, a za biżuterię 800. Potem płaci 10% za ubezpieczenie. Ile zapłaciła? ;1430
Jeśli Marcy pracuje dla tej samej firmy przez 40 lat, otrzymuje roczną emeryturę w wysokości 50 000 dolarów rocznie. Po 20 latach ma prawo do 5% rocznie wartości renty. Jeśli odejdzie po 30 latach, jaka będzie jej roczna emerytura? ;25000
Aleena zapisała się na strumieniowy serwis, który kosztuje jej 140 dolarów miesięcznie. Jeśli firma streamowa obciążyła ją początkową kwotą za pierwszą połowę roku, a następnie obciążyła ją o 10% mniej pieniędzy w drugiej połowie roku, oblicz całkowitą kwotę, którą zapłaciła za usługę strumieniową do końca roku. ;1596
Sophia myśli o wyjeździe samochodem i chciałaby wiedzieć, jak daleko może się przejechać na jednym zbiorniku paliwa. Przejechała 160 kilometrów od ostatniego tankowania i musiała dodać 4 galony benzyny, żeby ją napełnić. W podręczniku do jej samochodu jest napisane, że jej zbiornik ma 12 galonów paliwa. Ile kilometrów Sophia może przejechać na jednym zbiorniku paliwa? ;300
Jim spędza 2 godziny oglądając telewizję, a potem idzie do łóżka i czyta przez połowę tego czasu. Robi to 3 razy w tygodniu. Ile godzin spędza na telewizji i czytaniu w ciągu 4 tygodni? ;36
W turnieju koszykówki rywalizują cztery szkoły. Każda szkoła wysłała drużynę koszykówki dla dziewcząt i drużynę koszykówki dla chłopców, a każda drużyna składa się z 5 zawodników. Każda szkoła wysłała też trenera dla każdej drużyny. W sumie, ilu ludzi wysłały wszystkie szkoły? ;48
Łowca skarbów znalazł zakopane skrzynię pełną klejnotów. Było tam 175 diamentów, 35 rubinów mniej niż diamentów, a dwukrotnie więcej szmaragdów niż rubinów. Ile klejnotów było w skrzyni? ;595
W szkole dr. Wertza jest dwa razy więcej chłopców niż dziewczynek. Jeśli na każdego nauczyciela jest 60 dziewcząt i 5 uczniów, to ilu jest nauczycieli? ;36
Bailey zaczyna z pewną sumą pieniędzy. Potem otrzymuje tygodniowe 5 dolarów przez 8 tygodni. Jeśli na koniec ośmiu tygodni ma 100 dolarów, to ile Bailey miała na początku? ;60
Judy uczy pięciu zajęć tańca każdego dnia w dni powszednie i osiem zajęć w soboty. Jeśli każda klasa ma 15 uczniów i ona pobiera 15 dolarów za ucznia, ile pieniędzy zarabia w 1 tydzień? ;7425
Kelian ma dwa przepisy na przygotowanie potraw, jeden zawiera 20 instrukcji, a drugi dwa razy więcej. Ile instrukcji musi przeczytać Kelian, żeby przygotować dwa dania? ;60
Tommy zbiera fundusze dla swojej organizacji charytatywnej, sprzedając ciasteczka za 3 dolary za kawałek i serniki za 4 dolary za kawałek. Jeśli Tommy sprzedaje 43 brownie i 23 kawałki serówki, ile pieniędzy Tommy zbiera? ;221
Shiela kupiła pięć telefonów komórkowych za 150 dolarów za każdy, za trzymiesięczną ratę. Za każdą jednostkę zostanie naliczony odsetek w wysokości 2%. Ile będzie płacić Shiela co miesiąc przez 3 miesiące? ;255
Artie ma kwiaciarnię na targu. Sprzedaje trzy rodzaje kwiatów: nagietki, petunie i begonie. Zazwyczaj sprzedaje naczelne za 2,74 dolara za garnek, petunię za 1,87 dolara za garnek i begonię za 2,12 dolara za garnek. Artie nie ma dziś drobnych, więc postanowił zaokrąglić wszystkie ceny do najbliższego dolara. Jeśli Artie sprzeda 12 doniczek nagiet, 9 doniczek petunii i 17 doniczek begonii, ile zarobi? ;88
Luke spędza czas na plaży budując zamki z piasku. W końcu zauważa, że każdy poziom zamku piaskowego będzie miał połowę powierzchni kwadratowej niżej położonego poziomu. Jeśli zbuduje 4-poziomowy zamek piaskowy, którego najwyższy poziom ma powierzchnię 16 metrów kwadratowych, jaka jest średnia powierzchnia każdego poziomu? ;60
Cecilia właśnie kupiła nowego szczeniaka. Według lekarza weterynarii, musi karmić szczeniaka 1 filiżanką psiego jedzenia każdego dnia przez pierwsze 180 dni. Potem musi karmić szczeniaka 2 filiżankami psiego jedzenia każdego dnia przez resztę jego życia. Jeśli jeden worek z jedzeniem dla psów zawiera 110 kubków, ile worków z jedzeniem dla psów użyje Cecilia w pierwszym roku? ;5
Jeśli Raymond robi połowę mniej prania niż Sarah, a Sarah cztery razy więcej niż David, oblicz różnicę w ilości prania, jaką robią Raymond i David, jeśli Sarah robi 400 funtów prania. ;100
Vincent może kupić kwiaty w paczkach po 3 za 2,50 dolara lub w paczkach po 2 za 1 dolar. Ile pieniędzy zaoszczędzi, kupując 18 kwiatów po lepszej cenie? ;6
John adoptuje psa. Zabiera psa do pielęgniarki, która kosztuje 100 dolarów. Groomer oferuje mu 30% zniżki za bycie nowym klientem. Ile kosztuje pielęgnacja? ;70
Dwie dziewczyny dostały po 1/6 z 24 litrów wody. Potem chłopak dostał 6 litrów wody. Ile litrów wody zostało? ;10
Charlie miał 10 naklejek. Kupił 21 naklejek w sklepie w centrum handlowym i dostał 23 na urodziny. Potem Charlie dał 9 naklejek siostrze i użył 28 do dekoracji kartki. Ile naklejek zostało Charliemu? ;17
Grace waży 40 kg. Alex waży dwa funty mniej niż cztery razy tyle, ile waży Grace. Jaka jest ich łączna waga w funtach? ;623
Dan posadził 3 krzewy róż. Każdy krzew róży ma 25 róż. Każda róża ma 8 cierni. Ile jest ogonów? ;600
Drużyna piłkarska rozegrała 22 mecze. Wygrali o 8 więcej niż przegrali. Ile wygrali? ;15
Gene szyje kołdrę ze starych pamiątkowych koszulek. Ma jedną koszulkę z każdego wakacji, na którym był. Każda koszula jest własnym elementem. Każdy rząd składa się z bloków z różnych lat wakacji. Wybiera się na cztery wakacje rocznie i robi to od 23 roku życia. Ma teraz 34 lata. Ile ma w sumie płytek? ;44
Greg ustawił budzik, żeby dzwonił trzy razy dziennie, jako przypomnienie. Gdy alarm się włączy, to będzie dzwonił, aż Greg go wyłączy. Kiedy dzisiaj pierwszy raz wybuchł, zadzwonił cztery razy. Drugi raz zadzwonił trzy razy dłużej niż pierwszy raz. Trzeci raz, dzwonił przez połowę czasu. Ile razy w sumie zadzwonił alarm? ;22
Firma płaci każdemu pracownikowi 600 dolarów miesięcznie. Firma ma zasadę podnoszenia pensji każdego pracownika o 10% początkowej pensji każdego roku dla tych, którzy zostali w firmie przez pięć lat. Jeśli Sylvie właśnie odliczyła 5 lat w firmie w grudniu ubiegłego roku, jaka jest jej roczna pensja po trzech latach służby? ;9360
Pierwsza płyta Marilyn sprzedała się dziesięciokrotnie więcej niż Harald. Jeśli sprzedano razem 88 tysięcy egzemplarzy, ile egzemplarzy sprzedał Harald? ;8000
Christina planuje przyjęcie urodzinowe i potrzebuje 75 toreb na zaproszonych gości, bo 1/4 uczestników nie przyjdzie. Zaprosiła 16 przyjaciół. Torby prezentów kosztują po 2 dolary. Ile wyda? ;24
Ted T-Rex planował przynieść sałatkę ziemniaczaną na piknik z dinozaurami. Wie, że dorosły dinozaur zje 10 funtów sałatki ziemniaczanej, a dziecko zje połowę tego, co dorosły. Jeśli na pikniku będzie 20 dorosłych i 5 dzieci, ile kilogramów sałatki ziemniaczanej musi zabrać Ted, jeśli ma nadzieję, że będzie ich wystarczało na nasycenie wszystkich? ;225
Jan ma trzy razy więcej zwierząt niż Marcia. Marcia ma dwa zwierzęta więcej niż Cindy. Jeśli Cindy ma cztery zwierzęta, ile zwierząt mają te trzy? ;28
Emily ma czworo dzieci, Amy, Jacksona, Coreya i Jamesa. Amy jest 5 lat starsza od Jacksona i 2 lata młodsza od Coreya. Jeśli James ma 10 lat i jest o rok młodszy od Corey'a, to ile ma Jackson? ;4
Lee biegał 400 metrów z przeszkodami o dwie sekundy szybciej niż Gerald. Ale Gerald zmienił dietę, co poprawiło jego prędkość o 10%. Jeśli Lee biegnie 400 metrów z przeszkodami w 38 sekund, jak szybko Gerald, z jego poprawioną dietą, może biegać 400 metrów z przeszkodami, w sekundy? ;36
W sąsiedztwie liczba królików jest o dwanaście mniej niż łączna liczba psów i kotów. Jeśli na każdego psa jest dwa koty, a liczba psów wynosi 60, to ile zwierząt domowych jest w całej okolicy? ;348
Z 200 uczniów 5 klasy, 2/5 to chłopcy, a 2/3 dziewczynek jest w skautach. Ile dziewczyn nie jest w skautach? ;40
Harry spał 9 godzin. Jego przyjaciel James spał tylko 2/3 tego, co Harry. Ile godzin spał Harry więcej niż James? ;3
Kiedy Freda gotuje pomidory w sosie, tracą połowę objętości. Każda puszka pomidorów, którą używa, zawiera trzy pomidory. Ostatnia partia sosu pomidorowego Fredy wyniosła 32 uncje. Ile pomidorów Freda użyła? ;12
Samochody ustawiły się w kolejce na autostradzie. Niektóre samochody przejeżdżają przez korki w ciągu pierwszych 15 minut korku, a następnie kolejne 20 samochodów przejeżdża przez pozostałe 15 minut korku. Pięć samochodów z linii wychodzi, żeby nie musieli przejeżdżać przez korki. Jeśli pierwotnie na autostradzie było 30 samochodów, to ile samochodów przejechało przez korki w ciągu pierwszych 15 minut? ;5
Mary jest zapaloną ogrodniczką. Wczoraj otrzymała 18 nowych roślin w doniczkach od ulubionego szkółka. Na każdej z 40 oken w jej dużym wiejskim domu umieszcza już dwie rośliny w doniczce. Czując się hojna, postanowiła, że jutro podarować po 1 roślinę z każdego rożka znajomym i rodzinie. Ile roślin w doniczkach Mary będzie miała? ;58
Jerome miał czterech przyjaciół, którzy przyszli go odwiedzić pewnego dnia. Pierwszy przyjaciel nacisnął dzwonek dwadzieścia razy, zanim Jerome otworzył, drugi przyjaciel nacisnął dzwonek czwarty raz więcej niż pierwszy przyjaciel Jerome'a. Trzeci przyjaciel nacisnął dzwonek 10 razy częściej niż czwarty. Jeśli czwarty przyjaciel nacisnął dzwonek 60 razy, ile dzwonków wykonał dzwonek? ;175
Solo musi przeczytać 4 strony z podręcznika nauki, 20 stron z podręcznika nauki społecznej, 7 stron z podręcznika historii i 8 stron z podręcznika geografii. Solo przeczytał 15 stron w poniedziałek. Jeśli ma jeszcze 4 dni na przeczytanie całego tekstu, ile stron musi przeczytać średnio w ciągu jednego dnia? ;6
John lubi pić szklankę wody przy śniadaniu, obiedzie i kolacji. W końcu też ma jedną przed snem. John robi to codziennie, ale w weekendy lubi się zrelaksować i napić się napoju gazowanego z obiadem. Ile szklanek wody pije John w tygodniu? ;26
Z oceanu wpada mgła, która pokrywa miasto. Zajmuje 10 minut, by pokonać każde 3 mile miasta. Jeśli miasto jest 42 mil od brzegu oceanu do przeciwległej krawędzi lądu, ile minut zajmie, aż mgła pokryje całe miasto? ;140
Poppy rozwiązuje układankę z tysiącem elementów. Ona umieści ćwierć figur na tablicy, a jej mama położy trzecią z pozostałych figur. Ile jeszcze kawałków układanki trzeba rozłożyć? ;500
Cody je trzy razy więcej ciasteczek niż Amir. Jeśli Amir zje 5 ciasteczek, ile ciasteczek zje razem? ;20
John ma 3 pudełka. Każde pudełko ma 5 na 6 na 4 cali. Ściany są grube o 1 cali. Jaka jest całkowita wewnętrzna objętość wszystkich 3 pudełek? ;72
Frankie ogląda telewizję po wykonaniu lekcji. W poniedziałki i wtorki oglądał godzinny odcinek swojego ulubionego programu. W środę oglądał kilka odcinków 30-minutowego programu. W czwartek, skończył pracę domową wcześniej i obejrzał 1-godzinny odcinek i 30-minutowy program. W piątek musiał zostać do późna na weekend, więc obejrzał dwa 1-godzinne odcinki. Jeśli oglądał 7 godzin telewizji, ile 30-minutowych odcinków oglądał w środę? ;3
Henry robi ciasteczka na lokalny konkurs piekarniczy. Chce zarobić dwa razy więcej niż w zeszłym roku. Kiedy skończy pieczenie, uświadamia sobie, że upiecł 15 ciasteczek więcej niż zamierzał. Kiedy wypuścił je na chłodzenie, zrzucił 5 ciasteczek, a teraz ma ich w sumie 110. Ile ciasteczek upiecł Henry w zeszłym roku? ;50
