question;answer_number
Janetinog patka polaže 16 jaja dnevno. Ona jede tri za doručak svako jutro i peče kolače za svoje prijatelje svaki dan sa četiri. Ona prodaje ostatak na farmerskom tržištu dnevno za 2 dolara po svježem patkinjem jajetu. Koliko ona zarađuje u dolarima svaki dan na farmerskom tržištu? ;18
Za haljinu treba 2 šrafova plavih vlakana i pola toliko bijelih vlakana. Koliko je to šrafova ukupno potrebno? ;3
Džoš odluči da pokuša prevrnuti kuću. Kupuje kuću za 80.000 dolara i onda uloži 50.000 dolara u popravke. To je povećalo vrijednost kuće za 150%. Koliko je zaradio? ;70000
James odlučuje da trči 3 sprinta 3 puta nedeljno. Trči 60 metara svaki sprint. Koliko ukupno metara trči nedeljno? ;540
Svaki dan, Vendi hrani svaku od svojih pilića tri šolje mješovite hrane za piliće, koja sadrži seme, gliste i povrće da bi ih održala zdravim. Ona daje kokošima hranu u tri odvojena obroka. Ujutro, ona daje svom krdu kokoši 15 šolja hrane. Popodne, ona daje svojim kokošima još 25 šolja hrane. Koliko šolja hrane treba da da svojim kokošima u poslednjem obroku dana ako je veličina Wendijevog stada 20 kokoši? ;20
Kylar je otišao u trgovinu da kupi naočare za svoj novi stan. Jedna čaša košta 5 dolara, ali svaka druga čaša košta samo 60% cene. Kylar želi kupiti 16 čaša. Koliko treba da plati za njih? ;64
Tuluza ima dvostruko više ovaca od Čarlestona. Charleston ima 4 puta više ovaca nego Seattle. Koliko ovaca imaju Toulouse, Charleston i Seattle zajedno ako Seattle ima 20 ovaca? ;260
Carla preuzima 200 GB datoteke. Normalno može da preuzme 2 GB/min, ali 40% puta kroz preuzimanje, Windows primorava restart da instalira ažuriranja, što traje 20 minuta. Onda Carla mora da ponovo pokrene preuzimanje od početka. Koliko je potrebno da se skine datoteka? ;160
John vozi 3 sata brzinom od 100 km/h, a onda se okrene jer shvata da je zaboravio nešto veoma važno kod kuće. Pokušava da stigne kući za 4 sata, ali prva 2 sata provodi u saobraćaju. Proveo je sledeći pola sata vozeći brzinom od 30 milja na sat, prije nego što je mogao da vozi preostalih 4 sata vozeći 80 milja na sat. Koliko je daleko od kuće na kraju tih 4 sata? ;45
Eliza je za prvih 40 sati radne nedelje plaćena 10 dolara po satu. Takođe dobija nadčasnu platu od 1,2 puta njenog redovnog satnog plaća. Ako je Eliza radila 45 sati ove nedelje, koliko je njena zarada za ovu nedelju? ;460
Novi program je imao 60 preuzimanja u prvom mjesecu. Broj preuzimanja u drugom mjesecu je bio tri puta veći od broja preuzimanja u prvom mjesecu, ali se onda smanjio za 30% u trećem mjesecu. Koliko je preuzimanja programa bilo u tri meseca? ;366
Toula je otišla u pekarnu i kupila razne vrste peciva. Kupila je 3 desetine krafne koje su koštale 68 dolara po desetini, 2 desetine mini kolača koji su koštali 80 dolara po desetini, i 6 desetina mini kolača od sira za 55 dolara po desetini. Koliko je to ukupno koštalo? ;694
Carlos sadje drvo od limuna. Drvo će koštati 90 dolara da se posadi. Svake godine će uzgajati 7 limuna, koje može prodati po 1,5 dolara po komadu. Troši 3 dolara godišnje za zalivanje i hranjenje drveta. Koliko godina će mu trebati da počne da zarađuje na drvetu od limuna? ;13
Melanie je prodavačica od vrata do vrata. Prodala je trećinu usisivača u zelenoj kući, još dva u crvenoj kući, i pola onoga što je ostalo u narandžastoj kući. Ako Melanie ima 5 usisivača, sa koliko je počela? ;18
U klasi plesa od 20 studenata, 20% je upisano u savremeni ples, 25% preostalih je upisano u jazz ples, a ostatak je upisan u hip-hop ples. Koliko procenata od ukupnog broja studenata je upisano za hip-hop ples? ;60
Trgovac želi da bira kupovinu između 2 plana kupovine: nakita vrednog 5.000 dolara ili elektronskih uređaja vrednih 8.000 dolara. Njegov finansijski savjetnik nagađa da će tržište nakita porasti za 2,5%, dok će tržište elektronskih uređaja porasti za 1,2% u istom mjesecu. Ako trgovac želi da maksimizira profit na kraju ovog meseca tako što će napraviti izbor, koliko bi to bio profit? ;125
Dva voza odlaze iz San Rafaela u isto vreme. Počinju putovati na zapad, oboje putuju 80 milja. Sledećeg dana, oni putuju na sjever, pokrivajući 240 km. Kolika je udaljenost koju je svaki voz prešao u dva dana? ;230
Jill dobija 20 dolara na sat da predaje i 30 dolara da bude trener navijačica. Ako radi 50 nedelja godišnje, 35 sati sedmično kao učiteljica i 15 sati sedmično kao trener, koliko joj je godišnja plata? ;57500
Claire pravi omlet od 3 jaja svako jutro za doručak. Koliko će ona jesti jaja za 4 nedelje? ;7
Marisa je na planinarskoj stazi od 12 milja. Trebalo joj je jedan sat da pređe prve 4 milje, a onda još jedan sat da pređe sljedeće dvije milje. Ako želi da njena prosečna brzina bude 4 milje na sat, koja je brzina (u miljama na sat) potrebna da pređe preostali put? ;6
Imam 10 litara narančastog napitka koji je 2/3 vode i želim ga dodati 15 litara pića od ananasa koji je 3/4 vode. Ali dok ga zalijem, prolivam jedan litar narandžastog napitka. Koliko vode ima u preostalih 24 litara? ;15
Rejmond i Samantha su rođaci. Raymond je rođen 6 godina pre Samanthe. Raymond je imao sina sa 23 godine. Ako je Samantha sada 31, koliko je godina prošlo od kada je Raymondov sin rođen? ;14
Billy prodaje DVD-ove. Ima 8 klijenata u utorak. Njegovi prva 3 klijenta kupe po jedan DVD. Sledeća dva klijenta kupila su po dva DVD-a. Njegovi poslednja 3 klijenta ne kupuju nikakve DVD-e. Koliko je Billy prodao DVD-a u utorak? ;7
Svjetilka se topi za 2 centimetra svakih sat vremena. Koliko centimetara će svijeća biti kraća nakon što gori od 13:00 do 17:00? ;8
Kyle je kupio prošlogodišnju najprodavaniju knjigu za 19,50 dolara. Ovo je sa 25% popusta od prvobitne cijene. Kolika je bila originalna cena knjige? ;26
Marie je naručila jednu kokošju porciju koja košta 12 dolara, 5 pakovanja mleka koji košta 3 dolara po pakovanju, 4 jabuke koje koštaju po 1,50 dolara po pakovanju i nekoliko kutija pice. Marie je platila ukupno 50 dolara. Koliko kutija pizze je Marie naručila ako svaka kutija košta 8,50 dolara? ;2
Miška je kupila 3 para šorc, 3 para hlača i 3 para cipela. Jedan par kratkih hlača košta 16,50 dolara. Jedan par pantalona košta 22,50 dolara, a jedan par cipela 42 dolara. Koliko je Mishka potrošila na odeću? ;243
Sintija jede jednu porciju sladoleda svake večeri. Kupuje kutije sladoleda sa 15 porcija sladoleda po kutiji po ceni od 4 dolara po kutiji. Nakon 60 dana, koliko će ona potrošiti na sladoled? ;16
Henry je dva puta stao na biciklu. Prvo je stao nakon 20 milja. Njegova druga stanica je bila 15 milja pre kraja putovanja. Koliko kilometara je prešao između prve i druge stanice? ;25
Glorija je u kupovini cipela kad naiđe na par čizama koje odgovaraju njenom budžetu za cipele. Međutim, mora da bira između čizama i dva para visokih potpetica koje zajedno koštaju pet dolara manje od čizama. Ako jedan par petaka košta 33 dolara, a drugi duplo više, koliko dolara koštaju čizme? ;104
Darrell i Allen su u odnosu 7:11. Ako je njihova ukupna starost sada 162, izračunajte Alenovu starost za 10 godina. ;109
Gunter pokušava da broji želatine u staklenci. Pita svoje prijatelje koliko ih je u staklenci. Jedan kaže 80. Drugi kaže 20 više od polovine prvog. Trećina kaže 25% više od prve. Šta je njihov prosječni procenat? ;80
Džon se brine o 10 pasa. Svaki pas treba pola sata dnevno da šeta i da se brine o svom poslu. Koliko sati sedmično provodi brinući se za pse? ;35
Gretchen ima 110 novčića. Ima 30 više zlatnika nego srebrnika. Koliko zlatnika ima Gretchen? ;70
