question;answer_number
जेनेटका हाँसहरू दिनमा १६ वटा अण्डा दिन्छन्। उनी हरेक बिहान बिहानको खानामा तीन वटा खान्छन् र हरेक दिन आफ्ना साथीहरूको लागि चार वटामा माफिन पकाउँछिन्। [पृष्ठ २-मा भएको चित्र] उनले हरेक दिन किसानको बजारमा कति डलर कमाउँछिन्? ;18
एउटा रुबामा २ वटा नीलो र आधा सेतो फाइबर चाहिन्छ। कुलमा कतिवटा बोल्ट चाहिन्छ? ;3
जोशले घर पल्टाउने प्रयास गर्ने निर्णय गरे। उनले ८०,००० डलरमा घर किने र त्यसको मर्मतमा ५०,००० डलर खर्च गरे। यसले घरको मूल्य १५०% ले बढायो। उनले कति नाफा कमाए? ;70000
जेम्सले हप्तामा तीन पटक तीन पटक दौडने निर्णय गरे। उनी प्रत्येक स्प्रिन्टमा ६० मिटर दौडिन्छन्। उसले एक हप्तामा कुल कति मिटर दौड्छ? ;540
हरेक दिन, वेंडीले आफ्ना कुखुराहरूलाई तीन कप मिश्रित कुखुराको खाना खुवाउँछिन्, जसमा बीउ, मासुको कीरा र तरकारीहरू छन् जसले तिनीहरूलाई स्वस्थ राख्न मद्दत गर्दछ। [पृष्ठ २३-मा भएको चित्र] बिहानै, उनले आफ्ना कुखुराहरूको झुण्डलाई १५ कप खाना दिन्छन्। [पृष्ठ २३-मा भएको चित्र] वेंडीको झुण्ड २० वटा कुखुराको छ भने उनले आफ्नो कुखुरालाई दिनको अन्तिम खानामा कति कप खुवाउनु पर्छ? ;20
काइलर आफ्नो नयाँ घरका लागि चश्मा किन्न पसल गए। एक गिलासको मूल्य ५ डलर छ तर प्रत्येक दोस्रो गिलासको मूल्य ६० प्रतिशत मात्र छ। काइलर १६ वटा गिलास किन्न चाहन्छन्। उनले कति तिर्नुपर्छ? ;64
टूलूजमा चार्लस्टनको भन्दा दुई गुणा बढी भेडा छन्। चार्लस्टनमा सिएटलको भन्दा ४ गुणा बढी भेडा छन्। यदि सिएटलमा २० वटा भेडा छन् भने टुलुज, चार्लस्टन र सिएटलमा कुल कति भेडा छन्? ;260
कार्लाले २०० जीबीको फाइल डाउनलोड गर्दैछ। सामान्यतया उसले २ जीबी/मिनेट डाउनलोड गर्न सक्छ, तर डाउनलोडको माध्यमबाट ४०% बाटोमा, विन्डोजले अपडेटहरू स्थापना गर्न पुनः सुरु गर्न बाध्य पार्छ, जसमा २० मिनेट लाग्छ। त्यसपछि कार्लाले डाउनलोडलाई सुरुबाटै सुरु गर्नुपर्नेछ। फाइल डाउनलोड गर्न कति लोड लाग्छ? ;160
जोनले ३ घण्टासम्म ६० माइल प्रतिघण्टाको गतिमा गाडी चलाए र त्यसपछि फर्किए किनभने उनले महसुस गरे कि उनले घरमा एउटा महत्त्वपूर्ण कुरा बिर्सिएका छन्। उनी ४ घण्टामा घर पुग्न खोज्छन् तर पहिलो २ घण्टा ट्राफिकमा खटिएका हुन्छन् । उनले ४ घण्टाको बाँकी समय ८० माइल प्रतिघण्टाको गतिमा चलाउन सक्नु अघि ३० माइल प्रतिघण्टाको गतिमा अर्को आधा घण्टा बिताउँछन्। यी चार घण्टाको अन्तमा उनी घरबाट कति टाढा छन्? ;45
एलिजाको प्रतिघण्टा दर हरेक हप्ताको पहिलो ४० घण्टाको कामको लागि १० डलर हो। उनले नियमित घण्टाको तलबभन्दा १.२ गुणा बढी ओभरटाइमको तलब पनि पाउँछिन्। यदि एलिजाले यस हप्ता ४५ घण्टा काम गरेकी थिइन् भने, यस हप्ताको उनको कमाई कति हो? ;460
एक नयाँ कार्यक्रमको पहिलो महिनामा ६० डाउनलोडहरू थिए। दोस्रो महिनामा डाउनलोडको संख्या पहिलो महिनामा भन्दा तीन गुणा बढी थियो, तर तेस्रो महिनामा ३०% ले घटेको थियो। तीन महिनामा यो कार्यक्रम कति पटक डाउनलोड भयो? ;366
टुला बेकरीमा गएर विभिन्न प्रकारका पेस्ट्री किन्छिन्। उनले ३ दर्जन डोनट किनेकी थिइन् जसको मूल्य ६८ डलर प्रति डोज थियो, २ दर्जन मिनी कपकेक जसको मूल्य ८० डलर प्रति डोज थियो, र ६ दर्जन मिनी चिजकेकको मूल्य ५५ डलर प्रति डोज थियो। कुल लागत कति थियो? ;694
कार्लोसले लसुनको रूख रोप्दैछन्। वृक्ष रोप्ने काम ९० डलर लाग्नेछ। [पृष्ठ २३-मा भएको चित्र] [पृष्ठ २३-मा भएको चित्र] कति वर्ष लाग्छ उसले लसुनको रूखबाट पैसा कमाउन सुरु गर्न? ;13
मेलेनी घर-घरमा बिक्री गर्ने महिला हुन्। उनले हरियो घरमा आफ्नो एक तिहाइ वाकुम क्लीनर बेचे, रातो घरमा दुईवटा, र सुन्तला घरमा बाँकी रहेको आधा बेचे। यदि मेलानीसँग ५ वटा वाकुम क्लीनर बाँकी छ भने, उनले कतिवटा प्रयोग गरेकी थिइन्? ;18
२० जना विद्यार्थीको नृत्य कक्षामा २० प्रतिशतले समकालीन नृत्यमा, २५ प्रतिशतले ज्याज नृत्यमा र बाँकीले हिप-हप नृत्यमा भर्ना भएका थिए। हिप-हप नृत्यमा भर्ना भएका सम्पूर्ण विद्यार्थीहरूको प्रतिशत कति थियो? ;60
एउटा व्यापारीले २ वटा खरिद योजनाहरूमध्ये एउटा खरिद गर्न चाहन्छ: ५,००० डलरको गहना वा ८,००० डलरको इलेक्ट्रोनिक ग्याजेटहरू। उनका वित्तीय सल्लाहकारले गहना बजार २.५ प्रतिशतले बढ्ने अनुमान गरेका छन् भने इलेक्ट्रोनिक ग्याजेट बजार पनि सोही महिनामा १.२ प्रतिशतले बढ्ने अनुमान गरेका छन्। यदि व्यापारीले यस महिनाको अन्त्यमा अधिकतम लाभ प्राप्त गर्न खोजिरहेको छ भने उसले कति लाभ प्राप्त गर्न सक्छ? ;125
दुईवटा रेलहरू एकै समयमा स्यान राफेलबाट छुट्छन्। तिनीहरू पश्चिमतिर यात्रा गर्न थाल्छन्, दुवै ८० माइलको यात्रा गर्छन्। अर्को दिन, तिनीहरू उत्तरतिर यात्रा गर्छन्, १ सय ५० माइल यात्रा गरेर। प्रत्येक रेलले दुई दिनमा कती दूरी पार गर्यो? ;230
जिल्लाई पढाउनका लागि प्रतिघण्टा २० डलर र चिर्लिडिङ कोच हुनका लागि ३० डलर दिइन्छ। यदि उनी वर्षमा ५० हप्ता, शिक्षकको रूपमा हप्तामा ३५ घण्टा र प्रशिक्षकको रूपमा हप्तामा १५ घण्टा काम गर्छिन् भने उनको वार्षिक तलब कति हुन्छ? ;57500
क्लेयरले हरेक बिहान बिहानको खाजामा ३ अण्डाको अम्लेट बनाउँछिन्। चार हप्तामा उनले कति दर्जन अण्डा खान सक्छिन्? ;7
मरिसा १२ माइलको पदयात्रा गर्दैछिन्। पहिलो ४ माइल हिंड्न १ घण्टा लाग्यो, त्यसपछि अर्को २ माइल हिंड्न अर्को एक घण्टा लाग्यो। यदि उसले आफ्नो औसत गति प्रतिघण्टा ४ माइल हुन चाहन्छ भने उसले बाँकी दूरी हिंड्न कति गति (प्रतिघण्टा माइलमा) चाहिन्छ? ;6
मसँग १० लिटर सुन्तलाको पेय छ जसको दुई तिहाइ पानी छ र म यसलाई १५ लिटर अनानासको पेयमा थप्न चाहन्छु जसको तीन पाँचौ पानी छ। तर मैले यसलाई खन्याउँदा, मैले एक लिटर सुन्तलाको पेय खन्याएँ। बाँकी २४ लिटरमा कति पानी छ? ;15
रेमन्ड र सामन्था दाजुभाइ हुन्। रेमन्डको जन्म सामन्थाभन्दा ६ वर्ष पहिले भएको थियो। रेमन्डको २३ वर्षको उमेरमा छोरा जन्मियो। यदि सामन्था अहिले ३१ वर्षकी भएकी छिन् भने, रेमन्डको छोरा कति वर्षअघि जन्मिएको थियो? ;14
बिलीले डीभीडी बेच्छन्। उनको मंगलबार ८ जना ग्राहक छन्। उनका पहिलो तीन ग्राहकले एक-एकवटा डीभिडी किन्छन्। उनका अर्को दुई ग्राहकले प्रत्येकले दुई-दुई वटा डीभिडी किन्छन्। उनका अन्तिम ३ ग्राहकले कुनै पनि डीभिडी किन्दैनन्। बिलीले मंगलवार कतिवटा डीभिडीहरू बेचे? ;7
एउटा मैनबत्ती जलेको हरेक घण्टामा २ सेन्टिमिटरले पग्लन्छ। दिउँसो १ बजेदेखि ५ बजेसम्म जलेपछि एउटा मोमबत्ती कति सेन्टिमिटर छोटो हुन्छ? ;8
काइलले गत वर्ष सबैभन्दा धेरै बिक्री भएको पुस्तक १९.५० डलरमा किनेका थिए। यो मूल मूल्यबाट २५ प्रतिशत छुटको साथ हो। पुस्तकको मूल मूल्य कति थियो? ;26
[पृष्ठ २३-मा भएको चित्र] मारीले जम्मा ५० डलर तिरेकी थिइन्। यदि प्रत्येक बाकसको मूल्य ८.५० डलर छ भने, मारिएले कतिवटा पिज्जाको बाकसहरू अर्डर गरिन्? ;2
मिश्काले ३ जोडी सर्ट, ३ जोडी प्यान्ट र ३ जोडी जुत्ता किनेका थिए। एउटा सर्टको मूल्य १६.५० डलर हुन्छ। एउटा प्यान्टको मूल्य २२.५० डलर र एउटा जुत्ताको मूल्य ४२ डलर हुन्छ। मिश्काले कपडाका लागि कति डलर खर्च गरेकी थिइन्? ;243
सिन्थिया हरेक रात एक सर्भिस आइसक्रिम खान्छन्। [पृष्ठ २३-मा भएको चित्र] ६० दिनपछि उनले आइसक्रिममा कति खर्च गर्नेछिन्? ;16
हेनरीले ६० माइलको साइकल यात्रामा दुई पटक रोके। उनी २० माइलपछि पहिलो पटक रोकिए। यात्राको अन्त्य हुन १५ माइल बाँकी हुँदा उनले दोस्रो रोक्नु पर्यो। पहिलो र दोस्रो स्थानको बीचमा उनले कति माइल यात्रा गरे? ;25
[पृष्ठ २३-मा भएको चित्र] [पृष्ठ २३-मा भएको चित्र] यदि एउटा जुत्ताको मूल्य ३३ डलर र अर्को जुत्ताको मूल्य दुई गुणा बढी छ भने जुत्ताको मूल्य कति डलर हुन्छ? ;104
डरेल र एलनको उमेरको अनुपात ७ः११ छ। [पृष्ठ २३-मा भएको चित्र] ;109
गुन्टरले जारमा भएको जेली बीनहरू गन्न खोजिरहेका छन्। [पृष्ठ २-मा भएको चित्र] एउटाले ८० भन्छ। अर्कोले २० भन्दा आधा बढी भनेको छ। एक तिहाइले भने पहिलोको तुलनामा २५ प्रतिशत बढी । उनीहरूको अनुमान के हो? ;80
जोनले १० वटा कुकुरको हेरचाह गर्छन्। हरेक कुकुरले आफ्नो काम सम्हाल्न दैनिक आधा घण्टा हिँडडुल गर्छन्। उनी हप्तामा कति घण्टा कुकुरहरूको हेरचाहमा बिताउँछन्? ;35
ग्रेचेनसँग ११० सिक्का छन्। चाँदीका सिक्का भन्दा ३० वटा बढी सुनका सिक्का छन्। ग्रेचेनसँग कति सुनका सिक्का छन्? ;70
