question;answer_number
Патетата на Джанет снасят 16 яйца на ден. Яде три за закуска всяка сутрин и пече кексчета за приятелите си всеки ден с четири. Тя продава останалите на пазара на фермерите всеки ден за 2 долара за всяко прясно яйце. Колко пари печели тя всеки ден на пазара? ;18
За да се направи халат, са необходими два болта сини влакна и половината от това количество бели влакна. Колко болтове са необходими? ;3
Джош решава да опита да преобърне къща. Купува къща за $80,000 и после внася $50,000 за ремонти. Това увеличи стойността на къщата с 150%. Колко печалба е направил? ;70000
Джеймс решава да бяга 3 пъти седмично. Той тича по 60 метра на всеки спринт. Колко метра бяга на седмица? ;540
Всеки ден Уенди храни всяко от пилетата си с три чаши смесени кокошки фуражи, съдържащи семена, брашно и зеленчуци, за да ги поддържа здрави. Тя дава на пилетата три отделни ястия. Сутринта тя дава на стадото си 15 чаши храна. Следобед тя дава на пилетата си още 25 чаши храна. Колко чаши храна трябва да даде на пилетата си за последното ястие на деня, ако стадото на Уенди е 20 пилета? ;20
Кайлър отиде в магазина да купи очила за новия си апартамент. Една чаша струва 5 долара, но всяка втора чаша струва само 60% от цената. Кайлър иска да купи 16 чаши. Колко трябва да плати за тях? ;64
Тулуза има два пъти повече овце от Чарлстън. Чарлстън има 4 пъти повече овце от Сиатъл. Колко овце имат заедно Тулуза, Чарлстън и Сиатъл, ако Сиатъл има 20 овце? ;260
Карла изтегля файл от 200 GB. Обикновено тя може да изтегли 2 GB/минута, но 40% от пътя през изтеглянето, Windows принуждава рестартиране, за да инсталира актуализации, което отнема 20 минути. Тогава Карла трябва да рестартира изтеглянето отначало. Колко време отнема да се изтегли файлът? ;160
Джон кара 3 часа със скорост 60 мили в час и после се обръща, защото осъзнава, че е забравил нещо много важно у дома. Опитва се да се прибере след 4 часа, но прекарва първите 2 часа в задръстване. Прекарва следващите половин час в шофиране със скорост 30 мили в час, преди да е в състояние да кара останалото време от 4 часа, докато се движи със 80 мили в час. Колко далеч е от дома си след тези 4 часа? ;45
Елиза плаща по 10 долара на час за първите 40 часа, които работи всяка седмица. Тя също така получава заплата за извънреден труд, която е 1,2 пъти по-голяма от нормалната й почасова заплата. Ако Елиза е работила 45 часа тази седмица, колко печели за тази седмица? ;460
Новата програма имаше 60 сваляния през първия месец. Броят на изтеглянията през втория месец е три пъти по-голям от изтеглянията през първия месец, но след това намалява с 30% през третия месец. Колко пъти е била свалена програмата през тези три месеца? ;366
Тула отиде в пекарната и купи различни видове сладки. Купила е 3 дузина понички, които стрували 68 долара за дузина, 2 дузина мини кексчета, които стрували 80 долара за дузина, и 6 дузина мини чийзкейкчета за 55 долара за дузина. Колко струваше всичко? ;694
Карлос засажда лимоново дърво. Дървото ще струва 90 долара. Всяка година отглежда 7 лимона, които продава за по $1,5 всеки. Струва 3 долара годишно да се напои и да се храни дървото. Колко години ще отнеме, преди да започне да печели пари от лимоновото дърво? ;13
Мелани е продавачка от врата на врата. Тя продаде една трета от прахосмукачките си в зелената къща, още 2 в червената къща, и половината от това, което остана в оранжевата къща. Ако на Мелани са й останали 5 прахосмукачки, с колко е започнала? ;18
В един танцов клас от 20 ученици, 20% са записани в съвременен танц, 25% от останалите са записани в джаз танц, а останалите са записани в хип-хоп танц. Какъв процент от всички ученици са записали хип-хоп танци? ;60
Търговец иска да направи избор между 2 планове за покупка: бижута на стойност 5000 долара или електронни устройства на стойност 8000 долара. Финансовият му съветник прогнозира, че пазарът на бижута ще се покачи с 2,5%, докато пазарът на електронните устройства ще се покачи с 1,2% през същия месец. Ако търговецът иска да увеличи печалбата си в края на месеца, като направи избор, колко печалба ще има? ;125
Два влака тръгват едновременно от Сан Рафаел. Те започват да пътуват на запад, и двамата пътуват за 80 мили. На следващия ден пътуват на север, преминавайки 240 км. Какво е разстоянието, което е преминало всеки влак за тези два дни? ;230
Джил получава 20 долара на час за преподаване и 30 долара за треньорка по мажоретки. Ако работи 50 седмици в годината, 35 часа седмично като учител и 15 часа седмично като треньор, каква е годишната й заплата? ;57500
Клеър прави омлет с 3 яйца всяка сутрин за закуска. Колко яйца ще изяде тя за 4 седмици? ;7
Мариса върви по 12-мили пътека. Отне й час да извърви първите 4 мили, след това още един час да извърви следващите две мили. Ако иска средната си скорост да бъде 4 мили в час, каква скорост (в мили в час) трябва да извърви останалото разстояние? ;6
Имам 10 литра портокалова напитка, която е 2/3 вода и искам да я добавя към 15 литра ананасова напитка, която е 3/4 вода. Но докато го наливам, проливам един литър от портокаловата напитка. Колко вода има в останалите 24 литра? ;15
Реймънд и Саманта са братовчеди. Реймънд е роден 6 години преди Саманта. Реймънд е имал син на 23 години. Ако Саманта е на 31, преди колко години е роден синът на Реймънд? ;14
Били продава DVD-та. Във вторник има осем клиенти. Първите му 3 клиенти купуват по едно DVD. Следващите му двама клиенти купуват по 2 DVD-та. Последните му 3 клиенти не купуват никакви DVD-та. Колко DVD-та продаде Били във вторник? ;7
Свещта се топи с 2 сантиметра на всеки час, в който гори. Колко сантиметра по-къса ще бъде свещта след като гори от 13:00 до 17:00? ;8
Кайл купи миналогодишната бестселър книга за 19.50 долара. Това е с 25% отстъпка от първоначалната цена. Каква беше първоначалната цена на книгата? ;26
Мари поръчала едно пилешко ястие, което струвало 12 долара, 5 пакета мляко, което струвало 3 долара, 4 ябълки, които стрували по 1,50 долара, и няколко кутии пица. Мари плати общо 50 долара. Колко кутии пица поръча Мари, ако всяка кутия струва 8,50 долара? ;2
Мишка си купи 3 чифта шорти, 3 чифта панталони и 3 чифта обувки. Един чифт шорти струва 16,50 долара. Един чифт панталони струва 22,50 долара, а един чифт обувки - 42 долара. Колко долара Мишка е похарчил за всички дрехи? ;243
Синтия яде по една порция сладолед всяка вечер. Тя купува кутии сладолед с 15 порции сладолед на кутия на цена от 4 долара за кутия. След 60 дни, колко ще похарчи за сладолед? ;16
Хенри направи две спирки по време на 60-милното си пътуване с колело. Той спря след 20 мили. Втората му спирка беше на 15 мили преди края на пътуването. Колко мили е изминал между първата и втората спирка? ;25
Глория е на пазар за обувки, когато попада на чифт ботуши, които отговарят на бюджета й за обувки. Но тя трябва да избере между ботушите и два чифта обувки с високи токчета, които заедно струват пет долара по-малко от ботушите. Ако един чифт токчета струва 33 долара, а другият - два пъти повече, колко долара струват ботушите? ;104
Възрастта на Даръл и Алън е 7:11. Ако общата им възраст сега е 162, изчисли възрастта на Алън след 10 години. ;109
Гюнтер се опитва да преброи желето в буркан. Пита приятелите си колко са в буркана. Единият казва 80. Друг казва 20 повече от половината от първия. Третият казва 25% повече от първия. Какво е средната им оценка? ;80
Джон се грижи за 10 кучета. Всяко куче отделя по половин час на ден, за да се разхожда и да се грижи за работата си. Колко часа седмично прекарва в грижа за кучета? ;35
Гречън има 110 монети. Има 30 повече златни монети, отколкото сребърни. Колко златни монети има Гречън? ;70
Шийбън има два камъка по-малко от Аарон. Аарон има 5 бижута повече от половината от тези на Реймънд. Ако Реймънд има 40 бижута, колко бижута има Шийбън? ;23
Майк играе пинг-понг 40 минути. В първите 20 минути той отбелязва 4 точки. В следващите 20 минути той отбелязва 25% повече точки. Колко точки взе? ;9
Тери яде по 2 кисела на ден. В момента са на продажба за 4 кисело мляко за $5.00. Колко харчи за кисело мляко за 30 дни? ;75
Джон планира да продаде всичките си играчки и да използва парите, за да си купи видео игри. Има 13 комплекта лего и ги продава за 15 долара всеки. В крайна сметка купува 8 видео игри за по 20 долара и му остават 5 долара. Колко лего комплекта има още? ;2
Джон бяга по 100 км седмично. Тренира 3 дни в седмицата. Първия ден бяга 3 часа, а в другите два дни е по-малко. Колко бързо бяга? ;10
Дана може да тича четири пъти по-бързо, отколкото ходи, но може да скача с скорост, която е наполовина по-бърза от тази, с която може да тича. Ако може да прескача с 3 мили в час, колко мили може да изминава за 6 часа, ако прекарва една трета от времето в бягане и две трети от времето в ходене? ;18
Айфонът на Брандън е четири пъти по-стар от този на Бен. Айфонът на Бен е два пъти по-стар от този на Сузи. Ако iPhone-ът на Сузи е на 1 година, колко е на Брандън? ;8
Великият дракон, Перг, седеше високо на върха на планината Фарбо, дишащ огън върху всичко на разстояние от 1000 фута. Поли може да хвърли златното копие, единственото известно оръжие, което може да изхвърли дракона, на разстояние от 400 фута, в обхвата на пламъците на дракона. Но когато Поли държеше сапфира, тя може да хвърли копието три пъти по-далеч, отколкото когато не държеше камъка. Ако държи скъпоценния камък, колко далеч от достъпа на пламъците на дракона може да стои Поли и все пак да удари дракона със златния копие? ;200
Баба Джоунс е изпекла 5 ябълкови пайове за обяда на пожарникаря. Тя разрязала всеки пай на осем парчета и поставила петте пайта на масата за гостите, за да се сервират сами. В края на вечерта, след като гостите взели и изяли парчетата си от пай, останали са 14 парчета пай. Колко парчета са взели гостите? ;26
Според хранителната информация, една торба чипс има 250 калории на порция. Ако 300 грамовата торба има 5 порции, колко грама можете да ядете, ако дневната ви цел за калории е 2000 и вече сте консумирали 1800 калории? ;48
Чарли иска да продава свещи от пчелен восък. За всеки килограм пчелен восък, той може да направи 10 конни свещи. Един килограм пчелен восък и фитичките струват 10 долара. Ако продаде всяка свещ за 2 долара, каква ще бъде нетната му печалба, ако направи и продаде 20 свещи? ;20
Мередит е блогър на свободна практика, която пише за здравни теми и ги представя на клиентите си всеки ден като постоянна работа. Една статия в блог отнема средно 4 часа за изследване и писане. Миналата седмица тя написа 5 статии в понеделник и 2/5 пъти повече статии във вторник, отколкото в понеделник. В сряда тя написа два пъти повече статии, отколкото във вторник. Изчисли общия брой часове, които е прекарала в писането на статии през тези три дни. ;104
"Кандис сложи 80 бележки в чантата си преди да тръгне на работа в кафенето. По пътя тя се спряла в магазина и купила пакет от бележки с Post-it; на работа сложила една бележка с Post-it върху всяка от 220 различни чаши кафе. Ако е имала 23 бележки, колко бележки са били в пакета, който е купила? ";163
Джон купува два пъти повече червени вратовръзки от сини. Червените вратовръзки струват 50% повече от сините. Той похарчи 200 долара за сини вратовръзки, които струват по 40 долара. Колко е похарчил за вратовръзки? ;800
Трейси използва парче тел с дължина 4 фута, за да поддържа доматени растения в градината. Провока е била нарязана на парчета с дължина 15 см. Колко парчета е получила? ;8
Ричард живее в 15-етажна сграда. Всеки етаж съдържа 8 единици, и 3/4 от сградата е заета. Какъв е общият брой на свободните апартаменти в сградата? ;30
Лойд има ферма за яйца. Кокошките му произвеждат 252 яйца на ден и ги продава за 2 долара на дузина. Колко печели Лойд от яйца на седмица? ;294
Корабът на Том може да пътува с 10 мили в час. Отплава от 1 до 4 часа. След това се връща с скорост 6 мили в час. Колко време му отне да се върне? ;5
Чантата на Урия става твърде тежка за него. Трябва да махне 5 килограма от него. Комиксите му тежат по 1 килограм, а играчките му по 1 килограм. Ако махне 30 комикса, колко играчки трябва да махне? ;15
Механикът наема различни такси за ремонт на гуми на камиони и коли. За всяка поправка на гума на камион механикът ще взима 60 долара, а за всяка поправка на гума на кола - 40 долара. В четвъртък механикът поправя 6 гуми на камион и 4 гуми на кола. В петък механикът поправя 12 коли, но не поправя нито една гума. Колко повече приходи е спечелил механикът в деня с по-високи приходи? ;40
Сестрите Дъфтфайър се прибират с 7 котенца, осиновени от местния приют за животни, когато майка им им се обажда, за да ги информира, че двете им домашни котки току-що са родили котенца. Тя казва, че Патчи, първата котка, е имала три пъти повече осиновени котенца, докато Трикси, другата котка, е имала 12. Колко котенца има семейството на Дъфтфайър? ;40
