question;answer_number
Raţele lui Janet depun 16 ouă pe zi. Mănâncă trei la micul dejun în fiecare dimineaţă şi face brioşe pentru prietenele ei în fiecare zi cu patru. Ea vinde restul la piaţa fermierilor zilnic pentru 2 dolari pe ouă proaspete de raţă. Cât face în dolari în fiecare zi la piaţa fermierilor? ;18
O haină are nevoie de două șuruburi de fibră albastră și jumătate din fibră albă. Câte șuruburi în total este nevoie? ;3
Josh decide să încerce să răstoarne o casă. Cumpără o casă pentru 80.000 de dolari şi apoi pune 50.000 de dolari pentru reparaţii. Asta a crescut valoarea casei cu 150%. Cât profit a făcut? ;70000
James decide să alerge 3 sprinte de 3 ori pe săptămână. El alerga 60 de metri la fiecare sprint. Câţi metri aleargă într-o săptămână? ;540
În fiecare zi, Wendi hrănește fiecare din găinile ei cu trei cești de hrană mixtă pentru găini, care conține semințe, viermi și legume pentru a le ajuta să rămână sănătoși. Ea le dă puii mâncare în trei mese separate. Dimineaţa, ea dă turmei ei de găini 15 ceşti de hrană. După-amiază, ea le mai dă găinilor încă 25 de ceşti de hrană. Câte ceşti de hrană are nevoie să le dea găinilor ei în ultima masă a zilei dacă mărimea turmei lui Wendi este de 20 de găini? ;20
Kylar a mers la magazin să cumpere ochelari pentru noul său apartament. Un pahar costă 5 dolari, dar fiecare pahar de două ori costă doar 60% din preț. Kylar vrea să cumpere 16 pahare. Cât trebuie să plătească pentru ele? ;64
Toulouse are de două ori mai multe oi decât Charleston. Charleston are de 4 ori mai multe oi decât Seattle. Câte oi au Toulouse, Charleston şi Seattle împreună dacă Seattle are 20 de oi? ;260
Carla descarcă un fişier de 200 GB. În mod normal, ea poate descărca 2 GB/minută, dar 40% din drum prin descărcare, Windows forțează o reîncepere pentru a instala actualizări, ceea ce durează 20 de minute. Atunci Carla trebuie să repornească descărcarea de la început. Cât de mult e nevoie pentru a descărca fişierul? ;160
John conduce timp de 3 ore la o viteză de 60 de mile pe oră şi apoi se întoarce pentru că îşi dă seama că a uitat ceva foarte important acasă. Încearcă să ajungă acasă în 4 ore, dar primeşte două ore în trafic. Petrece următoarea jumătate de oră conducând cu o viteză de 30 de mile pe oră, înainte de a fi capabil să conducă restul de 4 ore mergând la 80 de mile pe oră. Cât de departe e de casă la sfârşitul celor 4 ore? ;45
Taxa pe oră a Elizei pentru primele 40 de ore de lucru pe săptămână este de 10 dolari. De asemenea, ea primeşte un salariu pentru orele suplimentare de 1,2 ori mai mare decât salariul normal. Dacă Eliza a lucrat 45 de ore săptămâna asta, cât a câştigat săptămâna asta? ;460
Un nou program a avut 60 de descărcări în prima lună. Numărul de descărcări în a doua lună a fost de trei ori mai mare decât în prima lună, dar apoi a scăzut cu 30% în a treia lună. Câte descărcări a avut programul în total în cele trei luni? ;366
Toula s-a dus la brutărie şi a cumpărat diferite tipuri de prăjituri. A cumpărat 3 duzini de gogoşi care costau 68 de dolari pentru fiecare duzină, 2 duzini de mini-cupcakes care costau 80 de dolari pentru fiecare duzină, şi 6 duzini de mini-cheesecakes pentru 55 de dolari pentru fiecare duzină. Cât a fost costul total? ;694
Carlos plantează un lămâie. Arborele va costa 90 de dolari pentru a planta. În fiecare an, va creşte 7 lămâi, pe care le poate vinde cu 1,5 dolari fiecare. Costă 3 dolari pe an să apezi şi să hrăneşti copacul. Câţi ani îi vor lua până când va începe să câştige bani din lemn? ;13
Melanie este vânzătoare de casă în casă. A vândut o treime din aspiratoarele sale la casa verde, încă două la casa roşie, şi jumătate din ce a rămas la casa portocalie. Dacă Melanie mai are 5 aspiratoare, cu câte a început? ;18
Într-o clasă de dans de 20 de studenți, 20% s-au înscris la dans contemporan, 25% din restul s-au înscris la dans jazz, iar restul s-au înscris la dans hip-hop. Ce procent din totalul elevilor înscriși în dans hip-hop? ;60
Un comerciant vrea să facă o alegere între 2 planuri de cumpărare: bijuterii în valoare de 5.000 de dolari sau dispozitive electronice în valoare de 8.000 de dolari. Consilierul său financiar speculează că piaţa bijuteriilor va creşte cu 2,5%, în timp ce piaţa gadgeturilor electronice va creşte cu 1,2% în aceeaşi lună. Dacă comerciantul caută să maximizeze profitul la sfârșitul acestei luni, făcând o alegere, cât de mult profit ar fi acest lucru? ;125
Două trenuri pleacă din San Rafael în acelaşi timp. Încep să călătorească spre vest, amândoi călătorind 80 de mile. A doua zi, ei călătoresc spre nord, acoperind 150 de mile. Care este distanţa acoperită de fiecare tren în cele două zile? ;230
Jill primeşte 20 de dolari pe oră ca profesoară şi 30 de dolari ca antrenor de majorete. Dacă lucrează 50 de săptămâni pe an, 35 de ore pe săptămână ca profesoară şi 15 ore pe săptămână ca antrenor, care e salariul ei anual? ;57500
Claire face o omletă cu 3 ouă în fiecare dimineaţă la micul dejun. Câte zeci de ouă va mânca în 4 săptămâni? ;7
Marissa face o drumeţie de 12 mile. I-a luat o oră să meargă primele 4 mile, apoi încă o oră să meargă următoarele două mile. Dacă vrea ca viteza ei medie să fie de 4 mile pe oră, la ce viteză (în mile pe oră) trebuie să meargă distanța rămasă? ;6
Am 10 litri de băutură portocalie care este compusă în două treimi din apă şi vreau să-l adaug la 15 litri de băutură de ananas care este compusă în trei cincimi din apă. Dar, în timp ce îl turnez, vărs un litru din băutura portocalie. Câtă apă este în restul de 24 de litri? ;15
Raymond şi Samantha sunt veri. Raymond s-a născut cu 6 ani înaintea Samanthei. Raymond a avut un fiu la vârsta de 23 de ani. Dacă Samantha are acum 31 de ani, acum câţi ani s-a născut fiul lui Raymond? ;14
Billy vinde DVD-uri. Are 8 clienţi marţi. Primii trei clienţi cumpără câte un DVD. Următorii doi clienţi cumpără câte 2 DVD-uri. Ultimii trei clienţi nu cumpără DVD-uri. Câte DVD-uri a vândut Billy marţi? ;7
O lumânare se topeşte cu 2 centimetri la fiecare oră în care arde. Câţi centimetri mai scurte va fi o lumânare după ce arde de la ora 1:00 p.m. până la 5:00 p.m.? ;8
Kyle a cumpărat cel mai bine vândut volum de anul trecut pentru 19,50 dolari. Asta e cu o reducere de 25% faţă de preţul iniţial. Care a fost preţul iniţial al cărţii? ;26
Marie a comandat o masă de pui care costa 12 dolari, 5 pachete de lapte care costa 3 dolari bucata, 4 mere care costa 1,50 dolari bucata şi câteva cutii de pizza. Marie a plătit un total de 50 de dolari. Câte cutii de pizza a comandat Marie dacă fiecare cutie costă 8,50 dolari? ;2
Mishka a cumpărat 3 perechi de pantaloni scurţi, 3 perechi de pantaloni şi 3 perechi de pantofi. O pereche de pantaloni scurţi costă 16,50 dolari. O pereche de pantaloni costă 22,50 dolari şi o pereche de pantofi costă 42 dolari. Câţi dolari a cheltuit Mishka pe toate articolele de îmbrăcăminte? ;243
Cynthia mănâncă o porţie de îngheţată în fiecare seară. Ea cumpără cutii de îngheţată cu 15 porţii de îngheţată pe cutie, la un preţ de 4 dolari pe cutie. După 60 de zile, cât va cheltui ea pe îngheţată? ;16
Henry a făcut două opriri în timpul călătoriei sale de 60 de mile cu bicicleta. S-a oprit după 20 de mile. A doua oprire a fost la 15 mile înainte de sfârşitul călătoriei. Câte mile a parcurs între prima şi a doua oprire? ;25
Gloria cumpără pantofi când găseşte o pereche de cizme care se potrivesc bugetului ei. Totuşi, ea trebuie să aleagă între cizme şi două perechi de tocuri înalte care costă împreună cu cinci dolari mai puţin decât cizmele. Dacă o pereche de tocuri costă 33 de dolari şi cealaltă costă de două ori mai mult, câţi dolari sunt cizmele? ;104
Vârstele lui Darrell şi Allen sunt în raport 7:11. Dacă vârsta lor totală este acum 162, calculează vârsta lui Allen peste 10 ani. ;109
Gunter încearcă să numere jeleu într-un borcan. Îşi întreabă prietenii câţi cred că sunt în borcan. Unul spune 80. Altul spune 20 mai mult decât jumătate din primul. O treime spune 25% mai mult decât primul. Care este presupunerea lor medie? ;80
John are grijă de 10 câini. Fiecare câine are nevoie de 0,5 ore pe zi pentru a merge pe jos și de a avea grijă de afacerile lor. Câte ore pe săptămână îşi petrece îngrijind câini? ;35
Gretchen are 110 monede. Sunt 30 de monede de aur mai multe decât monede de argint. Câte monede de aur are Gretchen? ;70
Siobhan are cu 2 bijuterii mai puţine decât Aaron. Aaron are cu 5 bijuterii mai multe decât jumătate din bijuteriile lui Raymond. Dacă Raymond are 40 de bijuterii, câte bijuterii are Siobhan? ;23
Mike joacă ping pong timp de 40 de minute. În primele 20 de minute, el a marcat 4 puncte. În următoarele 20 de minute, el a marcat cu 25% mai multe puncte. Câte puncte a înscris? ;9
Terry mănâncă 2 iaurturi pe zi. În prezent sunt la vânzare la 4 iaurturi pentru 5 dolari. Cât cheltuieşte el pe iaurt timp de 30 de zile? ;75
John intenţionează să-şi vândă toate jucăriile şi să folosească banii pentru a cumpăra jocuri video. Are 13 seturi de lego şi le vinde pentru 15 dolari fiecare. El ajunge să cumpere 8 jocuri video pentru 20 $ fiecare și are 5 $ rămas. Câte seturi de lego mai are? ;2
John aleargă 60 de mile pe săptămână. Fuge trei zile pe săptămână. A alergat 3 ore în prima zi şi jumătate în celelalte două zile. Cât de repede aleargă? ;10
Dana poate alerga de patru ori mai repede decât poate merge, dar poate sări cu o viteză de jumătate din viteza cu care poate alerga. Dacă poate sări cu 3 mile pe oră, câte mile poate călători în 6 ore dacă petrece o treime din timp alergând şi două treimi de timp mergând? ;18
IPhone-ul lui Brandon e de patru ori mai vechi decât cel al lui Ben. iPhone-ul lui Ben e de două ori mai vechi decât iPhone-ul lui Suzy. Dacă iPhone-ul lui Suzy are un an, cât are iPhone-ul lui Brandon? ;8
Marele dragon, Perg, stătea în vârful muntelui Farbo, aruncând foc peste tot ce se afla la o distanţă de 300 de metri. Polly putea arunca suliţa de aur, singura armă cunoscută care putea să tragă dragonul, la o distanţă de 120 de metri, bine la îndemâna flăcărilor dragonului. Dar când Polly ţinea pietrele preţioase de safir, putea arunca cu suliţa de trei ori mai departe decât atunci când nu ţinea pietrele preţioase. Dacă ţinând piatra preţioasă, cât de departe de flacăra dragonului putea să stea Polly şi să-l lovească cu suliţa de aur? ;200
Bunica Jones a făcut 5 plăcinte cu mere pentru prânzul pompierilor. A tăiat fiecare plăcintă în 8 bucăţi şi a pus cele cinci plăcintă pe masa de bufet pentru ca oaspeţii să se servească singuri. La sfârşitul serii, după ce oaspeţii şi-au luat şi mâncat bucăţile de plăcintă, au mai rămas 14 bucăţi de plăcintă. Câte bucăţi au luat oaspeţii? ;26
Conform informaţiilor nutriţionale, o pungă de cartofi are 250 de calorii pe porţie. Dacă un sac de 300 g are 5 porţii, câte grame poţi mânca dacă ţinta ta zilnică de calorii este 2000 şi ai consumat deja 1800 de calorii? ;48
Charlie vrea să vândă lumânări de ceară de albine. Pentru fiecare kilogram de ceară de albine, poate face 10 lumânări. Un kilogram de ceară de albine şi fitilul costă 10 dolari. Dacă el vinde fiecare lumânare pentru 2 dolari fiecare, care este profitul său net dacă el face și vinde 20 de lumânări? ;20
Meredith este un blogger independent care scrie despre subiecte legate de sănătate și le prezintă clienților în fiecare zi ca pe un loc de muncă permanent. Un articol de blog durează în medie 4 ore pentru a fi cercetat și scris. Săptămâna trecută, ea a scris 5 articole luni și 2/5 ori mai multe articole marți decât luni. Miercuri, ea a scris de două ori mai multe articole decât marţi. Calculează numărul total de ore petrecute de ea scriind articole în cele trei zile. ;104
"Candice a pus 80 de bilete în poşetă înainte să plece la locul ei de muncă la cafenea. Pe drum, s-a oprit la magazin și a cumpărat un pachet de bilete Post-it; la serviciu, a pus o singură bilețelă Post-it pe fiecare dintre cele 220 de cești diferite de cafea. Dacă mai avea 23 de bilete Post-it, câte bilete Post-it erau în pachetul pe care l-a cumpărat? ";163
John cumpără de două ori mai multe cravată roşii decât cele albastre. Cravata rosie costa cu 50% mai mult decat cea albastra. A cheltuit 200 de dolari pe cravate albastre care costau 40 de dolari bucata. Cât a cheltuit pe cravate? ;800
Tracy a folosit o bucată de sârmă de un metru şi jumătate pentru a susţine plantaţiile de roşii din grădină. Sârma a fost tăiat în bucăţi de 15 cm. Câte bucăţi a obţinut? ;8
Richard locuieşte într-o clădire cu 15 etaje. Fiecare etaj conține 8 unități, iar 3/4 din clădire este ocupată. Care este numărul total de unităţi libere din clădire? ;30
Lloyd are o fermă de ouă. Puiul lui produce 252 de ouă pe zi şi le vinde cu 2 dolari pe duzină. Cât face Lloyd pe oua pe saptamana? ;294
Nava lui Tom poate călători cu 10 mile pe oră. El navighează de la 1 la 4 PM. Apoi se întoarce cu o viteză de 6 km/h. Cât timp îi ia să se întoarcă? ;5
Sacul cu cărţi al lui Uriah devine prea greu pentru el. Trebuie să-i dea jos vreo 5 kg. Cartile lui de benzi desenate cantaresc fiecare 1 / 4 de kilogram si jucariile sale cantaresc fiecare 1/2 kilogram. Dacă el scoate 30 de cărţi de benzi desenate, câte jucării are nevoie să scoată? ;15
Un mecanic cere tarife diferite pentru a repara anvelopele camioanelor şi ale maşinilor. Pentru fiecare anvelopă de camion reparată, mecanicul va cere 60 de dolari, iar pentru fiecare anvelopă de maşină reparată, mecanicul va cere 40 de dolari. Joi, mecanicul repară şase anvelope de camion şi patru anvelope de maşină. Vineri, mecanicul repară 12 maşini şi nu repară nici o roată de camion. Cât de mult mai mult venit a făcut mecanic câștiga în ziua cu venituri mai mari? ;40
Surorile Doubtfire se întorc acasă cu 7 pisoi adoptați de la adăpostul de animale local când mama lor îi sună să le informeze că cele două pisici de casă au avut doar pisoi. Ea spune că Patchy, prima pisică, a avut de trei ori mai mulţi pui adoptaţi, în timp ce Trixie, cealaltă pisică, a avut 12. Câte pui are familia Doubtfire acum? ;40
Jean are 30 de acadei. Jean mănâncă două sucuri. Cu sucurile rămase, Jean vrea să împacheteze două sucuri într-o pungă. Câte saci poate umple Jean? ;14
Peter plănuieşte să meargă la film săptămâna asta. El primeşte întotdeauna un bilet pentru 7 dolari şi popcorn pentru 7 dolari. Dacă are 42 de dolari pe săptămână, de câte ori poate merge la film? ;3
Un pod din lemn nu poate transporta mai mult de 5000 de lire sterline. Un camion de livrare plin cu cutii identice, fiecare cântărind 15 de lire sterline, va trece peste pod. Greutatea combinată a şoferului şi a camionului gol este de 3755 de lire sterline. Care este numărul maxim de cutii care pot fi încărcate pe camion fără a depăși limita de greutate a podului? ;83
Stephen a comandat alimente pe internet. Factura lui finală a fost de 40 de dolari. Pentru că a fost printr-un furnizor de livrări, au adăugat o taxă de 25% la totalul final și i-au cerut 3.00 dolari pentru comisioane de livrare. Stephen a adăugat şi un bacşiş de 4 dolari. După taxele suplimentare, care a fost preţul final al alimentelor lui Stephen? ;57
Un tufiş de zmeură are 6 grupuri de câte 20 de fructe fiecare şi 67 de fructe individuale împrăştiate în tufiş. Câte zmeură sunt în total? ;187
Un coş conţine 25 de portocale dintre care 1 este rea, 20% sunt imature, 2 sunt acre şi restul sunt bune. Câte portocale sunt bune? ;17
Janet cumpără o broşă pentru fiica ei. Ea plăteşte 500 de dolari pentru materialul folosit pentru a-l face şi apoi alte 800 de dolari pentru bijuterie pentru a-l construi. După aceea, ea plăteşte 10% din asta pentru a-l asigura. Cât a plătit? ;1430
