question;answer_number
Janets andar legg 16 egg per dag. Ho et tre for frokost kvar morgon og bagar muffins for venene sine kvar dag med fire. Ho sel resten på markaden for to dollar per dag for eit ferskt andegg. Kor mykje i dollar tek ho til seg kvar dag på markaden? ;18
Ein kåpe treng to boltar med blå fiber og halvparten så mykje med kvit fiber. Kor mange boltar treng eg? ;3
Josh bestemmer seg for å prøve å venda eit hus. Han kjøpte eit hus for $80,000 og etterpå brukte han $50000 på å laga huset. Dette auka verdien av huset med 150%. Kor mykje vinn han? ;70000
James heldt på å løpe 3 sprint tre gonger i veka. Han løp 60 meter i kvar sprint. Kor mange meter løp han i helga? ;540
Kvar dag gjev Wendi kvart av kyllingane tre kopp med blanda kyllingefôr, som inneheld frø, mjølorm og grønnsaker for å halda dei sunne. Ho gjev kyllingane maten i tre ulike måltider. Om morgonen gjev ho hoina 15 koppar mat. På ettermiddagen gjev ho hønene sine 25 koppar mat til. Kor mange koppar mat treng ho å gje kyllingane sine i det siste måltidet for dagen viss storleiken på fjellet er 20 kyllingar? ;20
Kylar gjekk til butikken for å kjøpa briller til den nye leiligheten sin. Eit glas kostar fem dollar, men kvart andre glas kostar berre 60 prosent av prisen. Kylar vil kjøpa 16 glas. Kor mykje treng han å betale for dei? ;64
Toulouse har dobbelt så mange sauar som Charleston. Charleston har fire gonger så mange sauar som Seattle. Kor mange sauar har Toulouse, Charleston, og Seattle saman om dei har 20 sauar? ;260
Carla lastar ned ein 200 GB stor fil. Vanlegvis kan ho laste ned 2 GB/minutt, men 40% av vegen gjennom nedlastinga, Windows tvingar ein omstart for å installera oppdateringar, som tek 20 minutt. Så Carla må starta opp igjen. Kor mykje treng det å laste ned? ;160
John køyrer i tre timar med ein hastighet på 100 km/t og så vender han om fordi han veit at han har gløymt noko veldig viktig heime. Han prøver å koma heim om fire timar, men dei to første timane sit han i trafikken. Han held fram den neste halvtimma med å køyre med 30 km/t, før han kan køyre dei gjenverande 4 timene på 80 km/t. Kor langt var det til heime i dei 4 timane? ;45
Eliza får 10 dollar i timen for dei fyrste 40 timene ho jobbar kvar veke. Ho får òg overtidsløn på 1,2 gonger den vanlege timelønnen sin. Om Eliza har arbeidd 45 timar denne veken, kor mykje har ho då tenkt å tjene denne veken? ;460
Det blei sletta fleire opplastingar på eit nytt program ein månad sidan. I den andre måneden var det tre gonger så mange nedlastingar som i den første måneden, men så droppa dei med 30% i den tredje måneden. Kor mange gonger har programmet vore nedlast over denne tidsperioden? ;366
Toula gjekk til bageriet og kjøpte ulike slag bakverk. Ho kjøpte 3 dusin donuts som kosta 68 dollar per dusin, 2 dusin mini cupcakes som kosta 80 dollar per dusin, og 6 dusin mini cheesecakes for 55 dollar per dusin. Kor mykje kosta det totalt? ;694
Carlos plantar eit sitrontræ. Treet kostar 90 dollar å planta. Hvert år vil han få 7 sitronar, som han kan selja for 1,5 dollar kvar. Det kostar 3 dollar per år å vatna og føa treet. Kor mange år tar det før han tek vare på sitronet? ;13
Melanie er ein dør-til-dør seljarkvinne. Ho selde ein tredjedel av aksjene sine til det grøne huset, to til det raude huset, og ein halv til det oransje huset. Om Melanie har fem støvsugere, kor mange hadde ho då? ;18
I ein danseklasse med 20 studentar, gjekk 20 prosent inn på samtidsdans, 25 prosent på jazzdans og resten på hip-hop. Kor mange prosent av studentane som tok hip-hop-dans, ;60
Ein kjøpar vil velja mellom to kjøpsplanar: smykke til ein verdi av $5.000 eller elektroniske gadgets til ein verdi av $8.000. Han sa at den økonomiske veksten i USA var like stor som i Japan. Viss seljaren vil få ein maksimal wins ved slutten av denne månaden, kor mykje meir kan han tenkja på? ;125
To tog går frå San Rafael på same tid. Dei byrjar å reisa vestover, begge reiste 130 kilometer. Dagen etter reiste dei 150 km. Kva er avstanden etter kvart tog på to dagar? ;230
Jill får 20 dollar i timen for å undervisa, og 30 dollar for å vera cheerleading-trener. Om ho jobbar 50 veker om året, 35 timar kvar veke som lærar og 15 timar kvar veke som trener, kor mykje har ho då tenkt å få til? ;57500
Claire laga ein omelett med tre egg til frokost kvar morgon. Kor mange egg har ho så mykje i løpet av fire veker? ;7
Marissa går ein 12 mil lang fottur. Ho brukte ein time på å gå dei første fire kilometarane, og så ein time til på dei neste to. Om ho vil at gjennomsnittleg hastighet hennar skal vera 4 miles per time, kva for ein hastighet (i miles per time) treng ho å gå den gjenverande vegen? ;6
Eg har 10 liter appelsin drikk som er to tredjedel vatn og eg vil legge det til i 15 liter ananas drikk som er tre femtedel vatn. Men når eg drikk, tømde eg ein liter av denne drikken. Kor mykje vatn har dei i kvar 24 liter? ;15
Raymond og Samantha er syskenbarner. Raymond var fødd seks år før Samantha. Raymond fekk ein son då han var 23 år gamal. Om Samantha er 31 år gamal, kor mange år sidan vart sonen til Raymond fødd? ;14
Billy sel DVDar. Han har åtte kunder på tirsdag. Dei tre første kundane kjøpte ein DVD. Dei neste to kundane køyrer kvar sine DVDar. Dei tre siste kundane hans kjøpte ikkje DVDar. Kor mange DVD-ar selde Billy på tirsdag? ;7
Eit stearinlys smeltar med to centimeter kvar time det brenn. Kor mange centimeter kortare blir eit stearinlys når det brenn frå ein til fem? ;8
Kyle kjøpte den bestseljande boka i fjor for 19,50 dollar. Dette er med ein 25% rabatt frå den opphavlege prisen. Kva var den opphavlege prisen på boka? ;26
Marie bestilte ein kyllingmåltid som kosta $12 (USD), 5 pakkar mjølk som kosta $3, 4 eple som kosta $1,50 (USD) og nokre boksar med pizza. Marie betala totalt 50 dollar. Kor mange boksar med pizza bestilte Marie om kvar boks kostar 8,50 dollar? ;2
Mishka kjøpte 3 par korte bukser, 3 par bukser og 3 par sko. Eit par korte bukser kostar 16,50 dollar. Eit par bukser kostar 22,50 dollar og eit par sko kostar 42 dollar. Kor mange dollar brukte Mishka på alle kleda? ;243
Cynthia et ein porsjon av is kvar kveld. Ho kjøp eskelatar med 15 porsjonar av eskelat per eskelat, til ein pris av 4 dollar per eskelat. Etter 60 dagar, kor mykje brukar ho for å få is? ;16
Henry gjorde to stopp under sykkelturen sin på 100 kilometer. Han gjekk først forbi 20 miles. Det andre stoppet var 15 mil før slutten på reisa. Kor mange kilometer reiste han mellom det første og det andre stoppestedet? ;25
