question;answer_number
Janet ရဲ့ ဘဲတွေဟာ တစ်နေ့ကို ဥ ၁၆ လုံး ဥကြတယ် မနက်တိုင်း မနက်စာအတွက် သုံးခုစားပြီး မိတ်ဆွေတွေအတွက် နေ့စဉ် လေးခုနဲ့ မဖင်တွေ ဖုတ်ပါတယ်။ [စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ] လယ်သမားစျေးမှာ သူမနေ့စဉ် ဝင်ငွေ ဘယ်လောက်ရလဲ။ ;18
အပြာရောင်အမျှင် ၂ တောင့်နဲ့ အဖြူရောင်အမျှင်ရဲ့ တစ်ဝက်လောက်ကို ဝတ်ရုံနဲ့ ပြုလုပ်နိုင်တယ်။ စုစုပေါင်း ဝက်အူဘယ်နှစ်လုံးကို ဖယ်ရှားဖို့ လိုမလဲ။ ;3
Josh ဟာ အိမ်တစ်လုံး ဝယ်ဖို့ ကြိုးစားတယ်။ ဒေါ်လာ ၈၀၀၀၀ နဲ့ အိမ်တစ်လုံးဝယ်ပြီး ပြင်ဆင်ဖို့ ဒေါ်လာ ၅၀၀၀၀ ထည့်တယ်။ ဒါက အိမ်ရဲ့တန်ဖိုးကို ၁၅၀% တိုးပေးတယ်။ သူရလိုက်တဲ့ အမြတ်က ဘယ်လောက်များလဲ။ ;70000
James က တစ်ပတ်ကို ၃ ကြိမ် အမြန်ပြေးဖို့ ဆုံးဖြတ်တယ်။ သူ အပြေးတိုင်း မီတာ ၆၀ ပြေးတယ်။ တစ်ပတ်ကို မီတာ ဘယ်လောက်ပြေးနိုင်လဲ။ ;540
Wendi က ကြက်ကလေးတွေကို နေ့စဉ် ကြက်သားအရော သုံးခွက်ကျွေးတယ်၊ ၎င်းမှာ ကျန်းမာရေးကောင်းဖို့ အစေ့တွေ၊ ဂျုံမှုန့်နဲ့ ဟင်းသီးဟင်းရွက်တွေပါဝင်တယ်။ ကြက်တွေကို သီးခြားသုံးကြိမ် ကျွေးမွေးပါတယ်။ မနက်ခင်းမှာ သူမရဲ့ ကြက်သွန်နီ အုပ်စုကို ၁၅ ခွက်စာ ကျွေးပါတယ်။ မွန်းလွဲပိုင်းတွင် သူမဟာ ကြက်များကို ထပ်ပြီး အစာရေ ၂၅ ခွက် ကျွေးပါတယ်။ Wendi ရဲ့ ကြက်တွေ အုပ်စုက ကြက် ၂၀ ဆိုရင် သူမဟာ တစ်နေ့တာ နောက်ဆုံး အစာအတွက် ကြက်တွေကို ကျွေးဖို့ အစာရေဘယ်လောက် လိုမလဲ။ ;20
Kylar ဟာ သူ့တိုက်ခန်းအသစ်အတွက် မျက်မှန်ဝယ်ဖို့ စတိုးဆိုင်ကို သွားခဲ့တယ်။ တစ်ခွက်ကို ၅ ဒေါ်လာကျပေမဲ့ ဒုတိယခွက်တိုင်းဟာ ဈေးရဲ့ ၆၀% ပဲကျပါတယ်။ Kylar က ၁၆ လုံး ၀ယ်ချင်တယ်။ ဒါတွေအတွက် သူဘယ်လောက် ပေးဖို့လိုလဲ။ ;64
Toulouse မှာ Charleston ထက် သိုးတွေ နှစ်ဆများတယ်။ ချားလ်စတန်မှာ သိုးအရေအတွက်က ဆီယက်တယ်လ်ထက် လေးဆများတယ်။ Seattle မှာ သိုး ၂၀ ရှိရင် Toulouse, Charleston နဲ့ Seattle တို့မှာ သိုးဘယ်လောက်ရှိလဲ။ ;260
Carla က ဖိုင်အကြီး ၂၀၀ ကို ကူးယူနေတယ်။ ပုံမှန်ဆိုရင် တစ်မိနစ်ကို ၂ GB တင်နိုင်ပေမဲ့ ၄၀% ကျော်လောက်ကိုတော့ Windows က အပ်ဒိတ်လုပ်ပြီးပြန်စဖို့ ခိုင်းစေတယ်။ မိနစ် ၂၀ ကြာပါတယ်။ အဲဒီနောက်မှာ Carla ဟာ ကူးယူမှုကို အစကနေ ပြန်စရမယ်။ ဖိုင်ကို ကူးယူဖို့ ဘယ်လောက် ကြာနိုင်လဲ။ ;160
John က မိုင် ၆၀ နှုန်းနဲ့ သုံးနာရီ မောင်းပြီးတဲ့နောက်မှာ အိမ်မှာ အရေးကြီးတာတစ်ခုခု မေ့သွားတာ သဘောပေါက်လို့ ပြန်လှည့်လိုက်တယ်။ ၄ နာရီအတွင်း အိမ်ပြန်ဖို့ ကြိုးစားပေမဲ့ ပထမ ၂ နာရီလောက်တော့ ယာဉ်ကြောပိတ်ဆို့မှုဖြစ်နေတယ်။ မိုင် ၄၀ နှုန်းနဲ့ မောင်းနိုင်ဖို့ နောက် နာရီဝက်ကို တစ်နာရီ မိုင် ၃၀ နှုန်းနဲ့ မောင်းရမှာဖြစ်ပြီး ကျန်တဲ့ ၄ နာရီကို မိုင် ၈၀ နှုန်းနဲ့ မောင်းနိုင်တော့ပါဘူး။ ဒီလေးနာရီအပြီးမှာ သူအိမ်နဲ့ ဘယ်လောက် ဝေးလဲ။ ;45
Eliza ရဲ့ တစ်နာရီ လုပ်အားခဟာ တစ်ပတ် အလုပ်လုပ်တဲ့ ပထမ နာရီ ၄၀ အတွက် ၁၀ ဒေါ်လာပါ။ သူမဟာ ပုံမှန် တစ်နာရီ လုပ်အားခရဲ့ တစ်ဆခွဲလောက်ကို အချိန်ပို လုပ်အားခအဖြစ်လည်း ရရှိခဲ့ပါတယ်။ Eliza ဟာ ဒီတစ်ပတ်မှာ ၄၅ နာရီ အလုပ်လုပ်ခဲ့ရင် ဒီတစ်ပတ်မှာ သူမရတာက ဘယ်လောက်လဲ။ ;460
ပရိုဂရမ်အသစ်တစ်ခုကို ပထမလမှာတင် ဒေါင်းလုပ် ၆၀ လုပ်ခဲ့တယ်။ ဒုတိယလမှာ ဒေါင်းလုပ်လုပ်ချမှုတွေဟာ ပထမလကထက် သုံးဆပိုများခဲ့တယ်။ ဒါပေမဲ့ တတိယလမှာကျတော့ ၃၀% ကျသွားတယ်။ ဒီသုံးလအတွင်းမှာ ဒီပရိုဂရမ်ကို ဒေါင်းလုဒ် ဘယ်နှစ်ကြိမ်လောက် ပြုလုပ်ခဲ့လဲ။ ;366
Toula ဟာ မုန့်ဆိုင်ကိုသွားပြီး မုန့်အမျိုးမျိုးဝယ်တယ်။ ဒိုးနပ်တစ်ဒါဇင်ကို ဒေါ်လာ ၆၈ ပေးရတဲ့ ဒိုးနပ် ၃ဒါဇင်၊ ဒိုးနပ်တစ်ဒါဇင်ကို ဒေါ်လာ ၈၀ ပေးရတဲ့ ကိတ်မုန့်အသေး ၂ဒါဇင်၊ ဒိုးနပ်တစ်ဒါဇင်ကို ဒေါ်လာ ၅၅ ပေးရတဲ့ ကိတ်မုန့်အသေး ၆ဒါဇင်တို့ကို သူမဝယ်ခဲ့တယ်။ စုစုပေါင်း ကုန်ကျစရိတ်က ဘယ်လောက်ရှိလဲ။ ;694
Carlos ဟာ သံပုရာပင် စိုက်နေတယ်။ အဲဒီသစ်ပင်စိုက်ဖို့ ဒေါ်လာ ၉၀ ကုန်ကျပါတယ်။ တစ်နှစ်ကို ဒေါ်လာ ၁.၅ နဲ့ ရောင်းနိုင်တဲ့ သံပုရာသီး ၇ လုံး ပေါက်ပါတယ်။ ဒီသစ်ပင်ကို ရေလောင်း၊ကျွေးမွေးဖို့ တစ်နှစ်ကို ဒေါ်လာ ၃၀ ကုန်ကျပါတယ်။ သူ တကယ်တမ်း ငွေရှာဖို့ စိုက်တဲ့ သံပုရာပင်က ဘယ်နှစ်နှစ် အချိန်ယူမလဲ။ ;13
Melanie ဟာ အိမ်ပေါက်စေ့ အရောင်းသမားပါ။ စိမ်းလန်းတဲ့ အိမ်မှာ သူ့စုပ်စက် သုံးပုံတစ်ပုံရောင်းတယ်၊ အနီရောင်အိမ်မှာ နှစ်ခုထပ်ရောင်းပြီး လိမ္မော်ရောင်အိမ်မှာ ကျန်တာ တစ်ဝက်ရောင်းတယ် Melanie မှာ အငွေ့ပျံစက် ငါးလုံးလောက် ကျန်ခဲ့ရင် ပထမတော့ ဘယ်နှစ်လုံး သုံးခဲ့လဲ။ ;18
က လေး အ ရေ အ တွက် အ တွက် ၂၀ ခေတ်ပြိုင်အကကို ၂၀%၊ ဂျက်ဇ်အကကို ၂၅%၊ ဟစ် ဟော့ပ်အကကို ၂၅% စသည်ဖြင့် ကျင့် ကြတယ် ကျောင်းသားတွေအားလုံးရဲ့ ရာခိုင်နှုန်းဟာ ဟစ်ဟော့ပ် အကကို ဘယ်လောက်များများ သင်ယူနိုင်ခဲ့သလဲ။ ;60
