question;answer_number
ແບ້ຂອງ Janet ວາງໄຂ່ 16 ໂຕຕໍ່ມື້. ນາງກິນອາຫານເຊົ້າ 3 ບ່ວງແກງທຸກໆຕອນເຊົ້າ ແລະເຮັດແມຟິນໃຫ້ຫມູ່ເພື່ອນທຸກໆມື້ ພ້ອມກັບ 4 ບ່ວງແກງ. ນາງຂາຍສ່ວນທີ່ເຫຼືອຢູ່ຕະຫຼາດກະສິ ກໍາ ປະ ຈໍາ ວັນໃນລາຄາ 2 ໂດລາຕໍ່ໄຂ່ duck ໃຫມ່. ນາງໄດ້ເງິນຫຼາຍປານໃດໃນແຕ່ລະມື້ ທີ່ຕະຫຼາດຊາວນາ? ;18
ເສື້ອຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າຜ້າ ມັນໃຊ້ໄດ້ຈັກບອລທັງ ຫມົດ? ;3
ໂຈສ ຕັດສິນໃຈທີ່ຈະລອງປ່ຽນເຮືອນ. ລາວຊື້ເຮືອນໃນລາຄາ 80,000 ໂດລາ ແລະຫຼັງຈາກນັ້ນ ກໍໃຊ້ 50,000 ໂດລາ ໃນການສ້ອມແປງ. ນີ້ໄດ້ເພີ່ມມູນຄ່າຂອງເຮືອນຂຶ້ນ 150%. ລາວໄດ້ຜົນກໍາໄລເທົ່າໃດ? ;70000
James ຕັດສິນໃຈແລ່ນ 3 sprints 3 ຄັ້ງຕໍ່ອາທິດ. ລາວແລ່ນ 60 ແມັດໃນແຕ່ລະຄັ້ງ. ລາວແລ່ນໄດ້ທັງຫມົດເທົ່າໃດແມັດຕໍ່ອາທິດ? ;540
ທຸກໆມື້, Wendi ໃຫ້ອາຫານໄກ່ຂອງນາງແຕ່ລະຄົນ ສາມຈອກອາຫານໄກ່ປະສົມ, ເຊິ່ງປະກອບດ້ວຍເມັດ, ແມງກະດູກແລະຜັກເພື່ອຊ່ວຍໃຫ້ພວກເຂົາມີສຸຂະພາບດີ. ນາງໃຫ້ອາຫານແກ່ໄກ່ໃນສາມອາຫານແຍກຕ່າງຫາກ. ໃນຕອນເຊົ້າ, ນາງໃຫ້ອາຫານ 15 ຈອກແກ່ຫມູຂອງນາງ. ໃນຕອນບ່າຍ, ນາງໃຫ້ໄກ່ຂອງນາງອີກ 25 ຈອກອາຫານ. ຖ້າວ່າຂະຫນາດຂອງຝູງຂອງ Wendi ແມ່ນ 20 ໄກ່, ນາງຕ້ອງການອາຫານຫຼາຍປານໃດທີ່ຈະໃຫ້ໄກ່ຂອງນາງໃນອາຫານສຸດທ້າຍຂອງມື້? ;20
ຄາຍລາໄດ້ໄປຮ້ານ ເພື່ອຊື້ແວ່ນຕາ ສໍາລັບອາພາດເມັນໃຫມ່ຂອງລາວ. ແກ້ວຫນຶ່ງມີລາຄາ 5 ໂດລາ ແຕ່ແກ້ວທີສອງມີລາຄາພຽງ 60% ຂອງລາຄາ. ຄາຍລາຣ ຢາກຊື້ແກ້ວ 16 ແກ້ວ. ລາວຕ້ອງຈ່າຍເງິນເທົ່າໃດ ສໍາ ລັບພວກມັນ? ;64
Toulouse ມີແກະຫລາຍເທົ່າ Charleston ສອງເທົ່າ. ເມືອງ Charleston ມີແກະຫລາຍກວ່າເມືອງ Seattle 4 ເທົ່າ. Toulouse, Charleston, ແລະ Seattle ມີແກະເທົ່າໃດ ຖ້າ Seattle ມີ 20 ແກະ? ;260
Carla ກໍາລັງດາວໂຫລດເອກະສານ 200 GB. ໂດຍປົກກະຕິແລ້ວ, ນາງສາມາດດາວໂຫລດໄດ້ 2 GB/ນາທີ, ແຕ່ 40% ຂອງເສັ້ນທາງຜ່ານການດາວໂຫລດ, Windows ບັງຄັບໃຫ້ເລີ່ມຕົ້ນ ໃຫມ່ ເພື່ອຕິດຕັ້ງການອັບເດດ, ເຊິ່ງໃຊ້ເວລາ 20 ນາທີ. ແລ້ວ Carla ຕ້ອງເລີ່ມຕົ້ນການດາວໂຫລດຄືນໃຫມ່ຈາກຕອນເລີ່ມຕົ້ນ. ມັນໃຊ້ເວລາດາວໂຫລດໄຟລ໌ເທົ່າໃດ? ;160
ຈອນຂັບລົດເປັນເວລາ 3 ຊົ່ວໂມງ ດ້ວຍຄວາມໄວ 60 ໄມຕໍ່ຊົ່ວໂມງ ແລະຫຼັງຈາກນັ້ນ ກໍຫັນໄປ ເພາະວ່າ ລາວຮູ້ວ່າ ລາວລືມສິ່ງສໍາຄັນໆຢູ່ເຮືອນ. ລາວພະຍາຍາມທີ່ຈະກັບບ້ານໃນ 4 ຊົ່ວໂມງ ແຕ່ໃຊ້ເວລາ 2 ຊົ່ວໂມງທໍາອິດໃນການຈະລາຈອນທີ່ຢຸດ. ລາວໃຊ້ເວລາເຄິ່ງຊົ່ວໂມງຕໍ່ມາຂັບລົດດ້ວຍຄວາມໄວ 30 ໄມຕໍ່ຊົ່ວໂມງ, ກ່ອນທີ່ຈະສາມາດຂັບລົດໃນເວລາທີ່ເຫຼືອຂອງ 4 ຊົ່ວໂມງທີ່ຢູ່ 80 ໄມຕໍ່ຊົ່ວໂມງ. ລາວຢູ່ໄກຈາກບ້ານປານໃດ ໃນຕອນທ້າຍຂອງ 4 ຊົ່ວໂມງນັ້ນ? ;45
ຄ່າ ທໍາ ນຽມຕໍ່ຊົ່ວໂມງຂອງ Eliza ສໍາລັບ 40 ຊົ່ວໂມງ ທໍາ ອິດທີ່ນາງເຮັດວຽກໃນແຕ່ລະອາທິດແມ່ນ 10 ໂດລາ. ນາງຍັງໄດ້ຮັບເງິນຄ່າເຮັດວຽກນອກເວລາ 1.2 ເທົ່າຂອງຄ່າ ທໍາ ນຽມປະ ຈໍາ ຊົ່ວໂມງ. ຖ້າເອລີຊາເຮັດວຽກ 45 ຊົ່ວໂມງໃນອາທິດນີ້, ລາຍໄດ້ຂອງນາງໃນອາທິດນີ້ເທົ່າໃດ? ;460
ໂປຣແກຣມໃຫມ່ ມີຄົນດາວໂຫລດ 60 ເທື່ອໃນເດືອນທໍາອິດ. ຈໍານວນການດາວໂຫລດໃນເດືອນທີສອງແມ່ນສາມເທົ່າຂອງເດືອນທໍາອິດ, ແຕ່ຫລັງຈາກນັ້ນຫຼຸດລົງ 30% ໃນເດືອນທີສາມ. ມີຄົນດາວໂຫລດໂປຣແກຣມນີ້ໄດ້ເທົ່າໃດ ໃນໄລຍະສາມເດືອນ? ;366
Toula ໄປໂຮງງານເຂົ້າຈີ່ແລະຊື້ pastry ປະເພດຕ່າງໆ. ນາງໄດ້ຊື້ 3 ໂດນດອນທີ່ລາຄາ 68 ໂດລາຕໍ່ໂດນ, 2 ໂດນຄັອບເຄັກນ້ອຍທີ່ລາຄາ 80 ໂດລາຕໍ່ໂດນ, ແລະ 6 ໂດນຄັອບເຄັກນ້ອຍທີ່ມີເນີຍແຂງລາຄາ 55 ໂດລາຕໍ່ໂດນ. ຄ່າໃຊ້ຈ່າຍທັງຫມົດແມ່ນເທົ່າໃດ? ;694
ຄາລອສ ກໍາລັງປູກຕົ້ນເລີມອນ. ຕົ້ນໄມ້ຈະໃຊ້ຈ່າຍ 90 ໂດລາເພື່ອປູກ. ການ ສຶກສາ ແລະ ການ ຄ້າ ມັນໃຊ້ຈ່າຍ 3 ໂດລາຕໍ່ປີ ເພື່ອໃຫ້ນ້ໍາ ແລະອາຫານແກ່ຕົ້ນໄມ້. ມັນຈະໃຊ້ເວລາຫຼາຍປານໃດ ກ່ອນທີ່ລາວຈະເລີ່ມຫາເງິນຈາກຕົ້ນໄມ້ເລມອນ? ;13
ນາງ ເມລານີ ເປັນຜູ້ຂາຍປະຕູຕໍ່ປະຕູ. ນາງໄດ້ຂາຍເຄື່ອງດູດຝຸ່ນຂອງນາງ 1/3 ໃນເຮືອນສີຂຽວ, ອີກ 2 ເຄື່ອງໃຫ້ເຮືອນສີແດງ, ແລະເຄິ່ງຫນຶ່ງຂອງເຄື່ອງທີ່ຍັງເຫຼືອຢູ່ເຮືອນສີມ່ວງ. ຖ້າເມລານີມີເຄື່ອງດູດຝຸ່ນ 5 ເຄື່ອງ, ມັນເລີ່ມຕົ້ນມີຈັກເຄື່ອງ? ;18
ໃນຫ້ອງຮຽນເຕັ້ນຂອງນັກຮຽນ 20 ຄົນ, 20% ໄດ້ເຂົ້າຮຽນເຕັ້ນສະໄຫມ, 25% ຂອງທີ່ເຫຼືອໄດ້ເຂົ້າຮຽນເຕັ້ນ jazz, ແລະສ່ວນທີ່ເຫຼືອໄດ້ເຂົ້າຮຽນເຕັ້ນ hip-hop. ມີອັດຕາສ່ວນໃດຂອງນັກຮຽນທັງຫມົດ ທີ່ຈົດທະບຽນໃນເຕັ້ນ hip-hop? ;60
ພໍ່ຄ້າຕ້ອງການເລືອກຊື້ລະຫວ່າງ 2 ແຜນການຊື້: ເຄື່ອງປະດັບທີ່ມີມູນຄ່າ 5,000 ໂດລາຫຼືເຄື່ອງມືເອເລັກໂຕຣນິກທີ່ມີມູນຄ່າ 8,000 ໂດລາ. ທີ່ປຶກສາດ້ານການເງິນຂອງລາວ ຄາດຄະເນວ່າ ຕະຫຼາດເຄື່ອງປະດັບຈະເພີ່ມຂຶ້ນ 2.5% ໃນຂະນະທີ່ຕະຫລາດເຄື່ອງເອເລັກໂຕຣນິກຈະເພີ່ມຂຶ້ນ 1.2% ໃນເດືອນດຽວກັນ. ຖ້າຫາກວ່າພໍ່ຄ້າກໍາລັງຊອກຫາເພື່ອເພີ່ມກໍາໄລສູງສຸດໃນທ້າຍເດືອນນີ້ໂດຍການເລືອກ, ການກໍາໄລນີ້ຈະເປັນເທົ່າໃດ? ;125
ລົດໄຟສອງລໍາ ອອກຈາກເມືອງ San Rafael ໃນເວລາດຽວກັນ. ພວກເຂົາເລີ່ມເດີນທາງໄປທາງທິດຕາເວັນຕົກ, ທັງສອງເດີນທາງ 80 ໄມ. ມື້ຕໍ່ມາ, ພວກເຂົາເດີນທາງໄປທາງທິດເຫນືອ, ກວມເອົາ 150 ໄມ. ລົດໄຟແຕ່ລະຄັນໄດ້ເດີນທາງໄປໄກເທົ່າໃດໃນສອງມື້? ;230
ຈິລ ໄດ້ຮັບເງິນ 20 ໂດລາຕໍ່ຊົ່ວໂມງ ສໍາລັບການສອນ ແລະ 30 ໂດລາ ສໍາລັບການເປັນຄູຝຶກນັກຊ່ອຍກໍາລັງໃຈ. ຖ້ານາງເຮັດວຽກ 50 ອາທິດຕໍ່ປີ, 35 ຊົ່ວໂມງຕໍ່ອາທິດເປັນຄູສອນ ແລະ 15 ຊົ່ວໂມງຕໍ່ອາທິດເປັນຄູຝຶກ, ເງິນເດືອນປະຈໍາປີຂອງນາງແມ່ນເທົ່າໃດ? ;57500
Claire ເຮັດໄຂ່ 3 ຫມາກໄຂ່ທຸກຕອນເຊົ້າສໍາລັບອາຫານເຊົ້າ. ນາງຈະກິນໄຂ່ຫຼາຍສິບໂຕໃນ 4 ອາທິດ? ;7
ມາຣິຊາ ກໍາລັງຍ່າງຕາມເສັ້ນທາງ 12 ໄມລ໌. ນາງໃຊ້ເວລາ 1 ຊົ່ວໂມງເພື່ອຍ່າງ 4 ໄມທໍາອິດ, ຫຼັງຈາກນັ້ນອີກຫນຶ່ງຊົ່ວໂມງເພື່ອຍ່າງ 2 ໄມຕໍ່ໄປ. ຖ້າຫາກວ່າລາວຕ້ອງການຄວາມໄວສະເລ່ຍຂອງນາງໃຫ້ເປັນ 4 ໄມຕໍ່ຊົ່ວໂມງ, ຄວາມໄວ (ໃນໄມຕໍ່ຊົ່ວໂມງ) ທີ່ລາວຕ້ອງການທີ່ຈະຍ່າງໄລຍະທີ່ເຫຼືອ? ;6
