question;answer_number
Janet kacsa naponta 16 tojást rak. Minden reggel háromat eszik reggelire, és minden nap négyekkel süt muffint a barátainak. A maradékot napi 2 dollárért ad el a farmerek piacon egy friss kacsa tojásért. Mennyit keres dollárban naponta a farmer piacon? ;18
Egy köpenyhez 2 csavar kék szál és fele annyi fehér szál kell. Hány csavar van szükség? ;3
Josh úgy dönt, hogy megpróbál egy házat átfordítani. 80 ezer dollárért vesz egy házat, és 50 ezer dollárt tesz a javításokba. Ez 150%-kal növelte a ház értékét. Mennyi nyereséget hozott? ;70000
James úgy dönt, hogy hetente háromszor fut. Minden sprintben 60 métert fut. Hány métert fut egy héten? ;540
Wendi minden nap három csésze csirkeeledel kevert csirkeeledet eteti, amelyek magokat, lisztférgeket és zöldségeket tartalmaznak, hogy egészségesebben tartsák őket. Három különféle étkezésben adja a csirkéknek a kaját. Reggel 15 csésze kaját ad a csirkéknek. Délután újabb 25 csésze kaját ad a csirkéinek. Hány csésze kaját kell adnia a csirkéi számára a nap utolsó étkezésén, ha Wendi csordájának mérete 20 csirke? ;20
Kylar elment a boltba, hogy szemüveget vegyen az új lakására. Egy pohár 5 dollárba kerül, de minden második pohár csak az ár 60%-át teszi ki. Kylar 16 pohárral akar vásárolni. Mennyit kell fizetnie érte? ;64
Toulouse-ban kétszer annyi birka van, mint Charlestonban. Charlestonban négyszer annyi birka van, mint Seattle-ben. Hány birka van Toulouse-nak, Charleston-nak és Seattle-nek együtt, ha Seattle-nek 20 birka van? ;260
Carla letölt egy 200 GB-os fájlt. Általában 2 GB/perc lemezt tud letölteni, de a letöltés 40%-ánál a Windows újraindítást kényszerít a frissítések telepítésére, ami 20 percet vesz igénybe. Akkor Carla újra kell indítania a letöltést az elejétől. Mennyi időbe telik letölteni a fájlt? ;160
John 3 órán át vezet, 100 km/h sebességgel, aztán megfordul, mert rájön, hogy valami nagyon fontosat felejtett otthon. 4 órán belül haza akar menni, de az első 2 órát a forgalomban töltötte. A következő félórát 30 mérföld/órás sebességgel vezet, mielőtt képes lenne a 4 óra hátralévő idejét 80 mérföld/órás sebességgel vezetni. Milyen messze van otthonról a 4 óra végén? ;45
Eliza óránkénti díja az első 40 órában, amit heti 10 dollár. Ezenkívül a szokásos órabérének 1,2-szeresét kapja a túlórákért fizetett összegből. Ha Eliza 45 órát dolgozott ezen a héten, mennyi a keresete ezen a héten? ;460
Egy új programot 60 ember töltött le az első hónapban. A második hónapban a letöltések száma háromszor annyi volt, mint az első hónapban, de a harmadik hónapban 30%-kal csökkent. Hány letöltés volt a programnak a három hónap alatt? ;366
Toula elment a pékségbe, és különböző típusú süteményeket vásárolt. 3 tucat fánkot vett, ami 68 dollárba került, 2 tucat mini muffinot, ami 80 dollárba került, és 6 tucat mini sajtos sütit, ami 55 dollárba került. Mennyi volt a teljes költség? ;694
Carlos citromfát ültet. A fa 90 dollárba kerül. Minden évben 7 citromot termeszt, melyeket 1,5 dollárért tud eladni. Évente 3 dollárba kerül a fa vízbe és táplálékba dobása. Hány évbe telik, mire elkezd pénzt keresni a citromfáról? ;13
Melanie házról házra járó eladó. A porszívóinak egyharmadát eladta a zöld házban, kettőt a piros házban, és a felét, ami maradt a narancsszínű házban. Ha Melanie-nak már öt porszívója maradt, hányat használt először? ;18
Egy 20 fős táncórában 20%-uk kortárs táncra, 25%-uk jazz táncra, a többiek hip-hop táncra. Az összes diák hány százaléka volt beiratkozott hip-hop táncra? ;60
Egy kereskedő két vásárlási terv közül akar választani: ékszerek 5000 dollár értékben vagy elektronikus eszközök 8000 dollár értékben. A pénzügyi tanácsadója szerint az ékszerpiac 2,5%-kal fog emelkedni, míg az elektronikus eszközök piaca 1,2%-kal fog emelkedni ugyanabban a hónapban. Ha a kereskedő a profitot szeretné maximalizálni a hónap végén, ha választ, mennyi lenne a profit? ;125
Két vonat hagyja el San Rafael-t egyszerre. Nyugat felé kezdnek el utazni, mindketten 80 mérföldre. Másnap észak felé utaznak, 150 mérföldet tettek meg. Milyen távolságot tett meg minden vonat a két nap alatt? ;230
Jill 20 dollárt kap óránként, hogy tanítson, és 30 dollárt, hogy pomponlány-edző legyen. Ha 50 hetet dolgozik egy évben, 35 órát egy héten tanárként és 15 órát egy héten edzőként, mennyi az éves fizetése? ;57500
Claire minden reggel három tojás omlettet készít reggelire. Hány tucat tojást fog megenni 4 hét alatt? ;7
Marissa 12 mérföldes túraútvonalon jár. Egy órába telt az első 6 km gyaloglás, aztán még egy órába, hogy megcsinálja a következő 2 km-et. Ha azt akarja, hogy átlagos sebessége 4 mérföld legyen óránként, milyen sebességgel (mérföldben óránként) kell elvégezni a fennmaradó távolságot? ;6
Van 10 liter narancs ital, ami kétharmadban víz, és hozzá akarom adni 15 liter ananász italhoz, ami háromötödben víz. De ahogy öntöm, egy liter narancs italra is rámenekül. Mennyi víz van a fennmaradó 24 literben? ;15
Raymond és Samantha unokatestvérek. Raymond 6 évvel korábban született, mint Samantha. Raymondnak 23 évesen volt fia. Ha Samantha most 31 éves, hány éve született Raymond fia? ;14
Billy DVD-ket árul. Kedden 8 ügyfele van. Az első 3 ügyfele egy DVD-t vesz. A következő két ügyfele két DVD-t vesz. Az utolsó 3 ügyfele nem vesz DVD-ket. Hány DVD-t adott el Billy kedden? ;7
Egy gyertya 2 centiméterrel olvad el minden órában, amit ég. Hány centiméterrel lesz rövidebb egy gyertya, ha 13:00-tól 17:00-ig ég? ;8
Kyle 19.50 dollárért vette meg a tavalyi bestseller könyvet. 25%-os kedvezménnyel az eredeti áron. Mennyi volt a könyv eredeti ára? ;26
Marie rendelt egy csirke ételt, amely 12 dollárba került, 5 csomag tejet, amelyek 3 dollárba kerültek, 4 almát, amelyek 1,50 dollárba kerültek, és néhány doboz pizzát. Marie összesen 50 dollárt fizetett. Hány doboz pizzát rendelt Marie, ha minden doboz 8,50 dollárba kerül? ;2
Mishka vett 3 pár rövidnadrágot, 3 pár nadrágot és 3 pár cipőt. Egy pár rövidnadrág 16,50 dollárba kerül. Egy nadrág 22,50 dollárba kerül, egy pár cipő 42 dollárba. Mishka mennyi dollárt költött a ruhákra? ;243
Cynthia minden este egy adag fagyit eszik. A jégkrém dobozokat 15 adag jégkrémmel vásárolja, a doboz ára 4 dollár. 60 nap után mennyibe fog kerülni a fagylalt? ;16
